Campaign_ID,Common_Keywords,Revenue_Generated,Budget,Clicks,Conversions,Customer_Satisfaction_Post_Refund,ROI,CPA,ROI_Category,CPA_Category
CMP_8BNVY2,Affordable,78010.02,6376.77,4328,910,3.0,1123.3469295583814,7.007439560439561,> 100%,< $100
CMP_8BV3GR,Stylish,21498.55,46092.11,4756,515,4.0,-53.35741843886079,89.49924271844661,< 0%,< $100
CMP_8C1KNS,Stylish,90085.45,15103.82,4426,962,4.0,496.4414962572382,15.70043659043659,> 100%,< $100
CMP_8C915U,Affordable,26324.28,9847.73,4333,731,3.0,167.31317775771674,13.471586867305062,> 100%,< $100
CMP_8C9HU4,Innovative,71821.35,29617.06,1579,243,4.0,142.4999307831365,121.88090534979425,> 100%,$100-200
CMP_8CFL4J,Stylish,56338.11,28481.05,1178,991,1.0,97.80910465028502,28.73970736629667,50-100%,< $100
CMP_8CG76N,Affordable,35060.61,21665.56,1951,760,4.0,61.826465597935155,28.507315789473687,50-100%,< $100
CMP_8CL1IP,Affordable,87276.56,5914.75,2280,191,3.0,1375.5747918339744,30.967277486910994,> 100%,< $100
CMP_8CMGFT,Durable,89591.28,25383.98,282,521,2.0,252.94417975431747,48.72165067178503,> 100%,< $100
CMP_8COT0G,Innovative,42192.9,15947.08,703,985,1.0,164.5807257504195,16.18992893401015,> 100%,< $100
CMP_8D8BXO,Affordable,85900.94,21055.33,736,796,3.0,307.97717252591144,26.45141959798995,> 100%,< $100
CMP_8DOPT9,Affordable,79865.85,9812.25,3813,626,4.0,713.9402277765039,15.674520766773163,> 100%,< $100
CMP_8E06YU,Durable,3080.6,41661.42,1778,495,2.0,-92.60562890079119,84.16448484848485,< 0%,< $100
CMP_8EC4FV,Innovative,64798.51,46996.62,227,127,3.0,37.8790857725513,370.052125984252,0-50%,> $300
CMP_8EEIXP,Affordable,38952.58,35565.83,4577,213,1.0,9.522482675084484,166.97572769953052,0-50%,$100-200
CMP_8EJ09Z,Durable,42392.55,39449.91,290,783,1.0,7.459180515240717,50.38302681992337,0-50%,< $100
CMP_8EKM9N,Durable,43327.4,30350.37,403,183,2.0,42.757402957525734,165.8490163934426,0-50%,$100-200
CMP_8ENVE3,Innovative,41901.43,15528.74,3849,328,1.0,169.83148664991495,47.34371951219512,> 100%,< $100
CMP_8EQN7V,Durable,16518.79,31391.42,3120,91,2.0,-47.378009659964405,344.96065934065933,< 0%,> $300
CMP_8EQXH5,Innovative,30692.69,44019.66,3403,427,3.0,-30.27504074315886,103.0905386416862,< 0%,$100-200
CMP_8ETK4X,Stylish,72574.82,13370.82,127,87,3.0,442.7851096641792,153.68758620689655,> 100%,$100-200
CMP_8EXVMN,Innovative,61422.41,14991.75,335,81,1.0,309.7080727733587,185.08333333333334,> 100%,$100-200
CMP_8F0015,Durable,79670.63,11976.15,1997,731,3.0,565.2440892941389,16.383242134062925,> 100%,< $100
CMP_8F3A2E,Stylish,18768.48,41993.96,3860,652,4.0,-55.306715537186776,64.40791411042945,< 0%,< $100
CMP_8F5601,Stylish,23677.68,43836.54,699,50,3.0,-45.98643049839244,876.7308,< 0%,> $300
CMP_8F866Q,Affordable,45590.47,15034.89,3812,679,1.0,203.23115100941877,22.142695139911634,> 100%,< $100
CMP_8FC4KE,Durable,60753.56,23511.05,3305,7,2.0,158.4042822417544,3358.7214285714285,> 100%,> $300
CMP_8FTB6G,Durable,97892.33,19824.12,495,703,4.0,393.80416381660325,28.199317211948788,> 100%,< $100
CMP_8G0J35,Stylish,74013.75,42733.11,2409,237,3.0,73.2000081435683,180.30848101265823,50-100%,$100-200
CMP_8G5KOD,Innovative,73581.7,25552.19,1115,200,1.0,187.9663152160343,127.76095,> 100%,$100-200
CMP_8GGCOB,Affordable,41021.55,34267.36,616,113,4.0,19.710272399157688,303.2509734513274,0-50%,> $300
CMP_8GQ6L5,Affordable,73917.66,44276.87,2125,450,4.0,66.9441855307297,98.39304444444446,50-100%,< $100
CMP_8GSID6,Stylish,36876.12,5859.01,1278,12,2.0,529.3916549041562,488.25083333333333,> 100%,> $300
CMP_8H010H,Affordable,9463.66,15624.54,3322,466,2.0,-39.43079284254129,33.52905579399142,< 0%,< $100
CMP_8H97PO,Durable,93479.67,6417.77,3321,852,4.0,1356.575570642139,7.532593896713616,> 100%,< $100
CMP_8H9WCN,Affordable,51274.58,49541.69,3297,27,4.0,3.497841918594217,1834.8774074074074,0-50%,> $300
CMP_8HAQ54,Stylish,91720.85,41117.43,1442,411,3.0,123.07048373402716,100.04240875912409,> 100%,$100-200
CMP_8HCR67,Innovative,14430.08,22730.18,2728,964,4.0,-36.51576890284195,23.57902489626556,< 0%,< $100
CMP_8HE7C0,Durable,14083.15,3358.39,2967,563,2.0,319.34230390157194,5.965168738898757,> 100%,< $100
CMP_8HGLVC,Affordable,97623.59,42727.68,3201,163,4.0,128.4785647149576,262.1330061349693,> 100%,$200-300
CMP_8HHD91,Stylish,44382.49,14548.01,985,696,2.0,205.07602070661207,20.902313218390805,> 100%,< $100
CMP_8HP3EM,Stylish,58908.23,9391.87,2032,333,1.0,527.2257814471452,28.203813813813817,> 100%,< $100
CMP_8HP4Z0,Durable,3027.85,6358.48,2042,911,4.0,-52.380914935644995,6.979670691547749,< 0%,< $100
CMP_8HV8WP,Affordable,16894.56,22125.92,3166,392,1.0,-23.643581826202016,56.443673469387754,< 0%,< $100
CMP_8HVFW0,Stylish,39945.41,13489.1,134,466,1.0,196.13102430851578,28.94656652360515,> 100%,< $100
CMP_8I8BDI,Affordable,17068.24,20105.4,2573,729,3.0,-15.106190376714713,27.57942386831276,< 0%,< $100
CMP_8I97JA,Stylish,55945.66,10693.92,871,562,2.0,423.1539042745785,19.028327402135233,> 100%,< $100
CMP_8I9ZKF,Affordable,39090.31,27482.66,2771,810,1.0,42.236268250598734,33.92920987654321,0-50%,< $100
CMP_8IDCU6,Affordable,75920.16,17937.02,3188,60,3.0,323.25960499570164,298.95033333333333,> 100%,$200-300
CMP_8IIX4D,Innovative,91991.27,7228.72,1521,397,4.0,1172.580346174703,18.208362720403024,> 100%,< $100
CMP_8ILS6A,Affordable,60790.66,35351.54,4872,300,3.0,71.96042944663797,117.83846666666668,50-100%,$100-200
CMP_8IM24E,Stylish,94482.48,25175.2,3120,599,3.0,275.2998188693635,42.02871452420701,> 100%,< $100
CMP_8ISNIQ,Durable,53467.78,32239.66,2400,444,3.0,65.84473905742182,72.61184684684684,50-100%,< $100
CMP_8IYRX0,Affordable,65382.13,8085.43,68,952,1.0,708.6413462240102,8.493098739495798,> 100%,< $100
CMP_8IZ5B3,Innovative,22047.15,1702.29,3786,60,4.0,1195.1465378989478,28.3715,> 100%,< $100
CMP_8J04HZ,Affordable,90733.14,22270.29,2907,984,4.0,307.41786478757126,22.632408536585366,> 100%,< $100
CMP_8J3T2V,Stylish,2877.63,30244.72,786,321,2.0,-90.48551284323347,94.22031152647975,< 0%,< $100
CMP_8JJC9B,Stylish,71584.6,29666.62,1494,48,3.0,141.296784062357,618.0545833333333,> 100%,> $300
CMP_8JRW4L,Stylish,43146.64,45293.6,529,687,1.0,-4.740095730964197,65.92954876273653,< 0%,< $100
CMP_8K33TB,Durable,91239.46,11586.81,238,221,4.0,687.4424453322356,52.42900452488688,> 100%,< $100
CMP_8KJGO6,Stylish,90204.61,32593.05,4923,585,1.0,176.7602602395296,55.714615384615385,> 100%,< $100
CMP_8KMGCS,Stylish,83386.09,18618.55,2163,463,3.0,347.8656501177589,40.212850971922244,> 100%,< $100
CMP_8KQYCH,Affordable,28675.14,44767.23,3956,237,1.0,-35.94613738665538,188.89126582278482,< 0%,$100-200
CMP_8KU3CW,Durable,65733.84,24607.09,570,281,1.0,167.13374072269417,87.5697153024911,> 100%,< $100
CMP_8L1RUM,Innovative,81493.11,45415.58,1489,716,1.0,79.43866400032763,63.42958100558659,50-100%,< $100
CMP_8LA2KI,Innovative,4955.69,7609.4,2952,812,4.0,-34.87410308302889,9.371182266009852,< 0%,< $100
CMP_8LNQ5L,Innovative,54292.28,46970.77,2870,156,3.0,15.587374871648905,301.09467948717946,0-50%,> $300
CMP_8LRSS6,Affordable,45122.72,40892.32,4922,31,2.0,10.345218857721942,1319.1070967741935,0-50%,> $300
CMP_8LZZCS,Affordable,42052.78,835.9,1052,757,3.0,4930.838617059457,1.104227212681638,> 100%,< $100
CMP_8MB87J,Innovative,74900.73,42494.72,2773,404,3.0,76.25890934214885,105.1849504950495,50-100%,$100-200
CMP_8MJM34,Innovative,84871.71,23480.99,3798,568,4.0,261.4486016134754,41.33977112676057,> 100%,< $100
CMP_8MMXG4,Stylish,4063.16,48513.84,3030,498,1.0,-91.62474048642613,97.41734939759036,< 0%,< $100
CMP_8N0UF9,Affordable,19270.48,28107.76,3192,766,1.0,-31.440712458054286,36.69420365535248,< 0%,< $100
CMP_8N55SY,Innovative,83732.31,31478.74,3990,573,3.0,165.99638359095692,54.93671902268761,> 100%,< $100
CMP_8NC21I,Durable,65309.79,49253.61,3639,181,2.0,32.598991221151095,272.11939226519337,0-50%,$200-300
CMP_8NCAHB,Stylish,22689.89,24618.66,382,226,3.0,-7.834585635448884,108.93212389380531,< 0%,$100-200
CMP_8NCBML,Stylish,14178.76,3604.95,3103,805,2.0,293.3136381919306,4.478198757763975,> 100%,< $100
CMP_8NCFT3,Affordable,55176.35,32500.16,323,579,3.0,69.77254881206738,56.13153713298791,50-100%,< $100
CMP_8NH0FP,Innovative,58089.39,24650.46,1663,519,1.0,135.65235699455508,47.49606936416185,> 100%,< $100
CMP_8NJT9T,Innovative,84527.21,34327.57,4975,917,3.0,146.23709164383033,37.43464558342421,> 100%,< $100
CMP_8NLIHS,Durable,39548.72,47106.58,3695,292,3.0,-16.044170474698017,161.32390410958905,< 0%,$100-200
CMP_8NT1AW,Stylish,46361.62,6382.9,2168,110,2.0,626.3410048723935,58.026363636363634,> 100%,< $100
CMP_8NZEOB,Stylish,1423.62,3637.95,3101,565,3.0,-60.86752154372655,6.438849557522124,< 0%,< $100
CMP_8NZV8R,Innovative,99310.06,39945.86,4154,87,2.0,148.61164586267512,459.14781609195404,> 100%,> $300
CMP_8O3316,Stylish,38128.78,3191.77,2210,401,2.0,1094.5967284610108,7.959526184538653,> 100%,< $100
CMP_8O42X3,Innovative,32632.05,10966.5,3180,778,1.0,197.56120913691697,14.095758354755784,> 100%,< $100
CMP_8O5KLA,Stylish,48508.61,32889.07,3117,328,4.0,47.49158306999864,100.27155487804878,0-50%,$100-200
CMP_8O6R1M,Durable,58994.93,16944.41,1974,260,4.0,248.16750775034367,65.17080769230769,> 100%,< $100
CMP_8O8TQH,Affordable,51308.06,29034.16,999,598,1.0,76.71618534856871,48.552107023411374,50-100%,< $100
CMP_8O9JYX,Innovative,7604.43,9220.71,3891,895,4.0,-17.528802011992557,10.302469273743016,< 0%,< $100
CMP_8O9WXV,Innovative,54047.97,41017.86,2982,563,1.0,31.76691811810758,72.85587921847247,0-50%,< $100
CMP_8OC6FS,Durable,23224.24,17396.94,4459,596,1.0,33.496120582125386,29.1894966442953,0-50%,< $100
CMP_8OI2E6,Affordable,51536.22,34821.51,744,435,2.0,48.00110621279777,80.04944827586208,0-50%,< $100
CMP_8OJELA,Innovative,45917.17,29994.33,2417,862,2.0,53.08616661882427,34.79620649651972,50-100%,< $100
CMP_8OK95Y,Durable,18849.21,38518.85,3916,76,2.0,-51.064972085095995,506.8269736842105,< 0%,> $300
CMP_8ORG2A,Innovative,37260.86,42109.47,4514,508,2.0,-11.514298327668337,82.89265748031497,< 0%,< $100
CMP_8ORI1J,Affordable,98547.86,13490.08,2538,390,4.0,630.5209457616263,34.589948717948715,> 100%,< $100
CMP_8OVDGC,Innovative,9240.35,8098.22,209,814,4.0,14.103469651355486,9.94867321867322,0-50%,< $100
CMP_8OY3JV,Affordable,20983.15,47222.3,2427,129,1.0,-55.56516730443032,366.06434108527134,< 0%,> $300
CMP_8P0S3X,Stylish,70746.12,23287.84,4341,288,1.0,203.78996076922547,80.86055555555555,> 100%,< $100
CMP_8P3NVV,Affordable,60341.0,20837.41,2618,85,2.0,189.58013495919118,245.146,> 100%,$200-300
CMP_8P6ER4,Stylish,27596.75,46889.57,2290,936,3.0,-41.145226966252835,50.09569444444445,< 0%,< $100
CMP_8P8NQN,Stylish,11373.62,5452.38,2874,430,1.0,108.59918054134158,12.679953488372094,> 100%,< $100
CMP_8PBT33,Stylish,31632.58,34961.3,3043,695,3.0,-9.521156249910618,50.30402877697842,< 0%,< $100
CMP_8PCYM9,Innovative,3035.07,26605.94,2322,894,4.0,-88.59250979292594,29.76055928411633,< 0%,< $100
CMP_8PHAJY,Innovative,35441.56,33068.35,998,192,1.0,7.176681025814712,172.23098958333333,0-50%,$100-200
CMP_8PJ9ST,Affordable,61601.42,33089.33,2818,853,4.0,86.16702121197375,38.791711606096136,50-100%,< $100
CMP_8PKF88,Innovative,36787.3,1801.26,3530,335,2.0,1942.3092723982102,5.376895522388059,> 100%,< $100
CMP_8PKV9N,Stylish,7359.52,5106.0,657,988,3.0,44.134743439091274,5.168016194331984,0-50%,< $100
CMP_8PL7ME,Innovative,80294.71,43663.24,3160,506,4.0,83.89544614646098,86.29098814229249,50-100%,< $100
CMP_8PPVBY,Stylish,33622.78,27908.2,4172,814,4.0,20.476347453436617,34.285257985257985,0-50%,< $100
CMP_8PS9KQ,Affordable,32900.92,28297.1,1505,968,4.0,16.269582395369138,29.23254132231405,0-50%,< $100
CMP_8PYPW4,Durable,27561.02,44695.33,3864,117,4.0,-38.33579481346261,382.01136752136756,< 0%,> $300
CMP_8Q0DMP,Durable,2584.08,23356.9,56,547,3.0,-88.93654551759865,42.7,< 0%,< $100
CMP_8Q3HO5,Affordable,91822.98,20170.84,3776,486,2.0,355.22635646309226,41.503786008230456,> 100%,< $100
CMP_8Q7ER0,Innovative,99540.66,27253.65,871,781,1.0,265.2379039137877,34.895838668373884,> 100%,< $100
CMP_8QBYY0,Stylish,51264.34,49253.12,616,757,1.0,4.083436744717885,65.06356671070013,0-50%,< $100
CMP_8QDIYC,Affordable,59436.09,23805.99,962,308,3.0,149.66863381863132,77.29217532467533,> 100%,< $100
CMP_8QHKL5,Affordable,13018.7,25409.49,3615,917,3.0,-48.76441833346517,27.709367502726284,< 0%,< $100
CMP_8QKF5I,Innovative,97209.51,7633.45,3642,824,2.0,1173.4675670895858,9.26389563106796,> 100%,< $100
CMP_8QMD7C,Affordable,48817.57,20164.05,2015,925,2.0,142.10200827710705,21.798972972972972,> 100%,< $100
CMP_8QO4OX,Durable,50743.43,36125.04,3303,812,4.0,40.46608668114969,44.48896551724138,0-50%,< $100
CMP_8QS9OO,Stylish,90078.21,26126.16,3703,744,3.0,244.7816671106661,35.115806451612904,> 100%,< $100
CMP_8QU64H,Affordable,26583.37,7646.82,1813,390,3.0,247.63954166568584,19.607230769230767,> 100%,< $100
CMP_8QWNZP,Innovative,41958.16,24070.07,3049,86,3.0,74.31673443409181,279.8845348837209,50-100%,$200-300
CMP_8RDQ4L,Affordable,95825.22,5704.34,4966,600,4.0,1579.8651553028046,9.507233333333334,> 100%,< $100
CMP_8RGKP0,Stylish,76266.59,24688.72,1202,222,4.0,208.91269373219833,111.21045045045045,> 100%,$100-200
CMP_8RLB38,Affordable,25868.19,43642.45,319,169,2.0,-40.72699859884126,258.239349112426,< 0%,$200-300
CMP_8RLL5Z,Innovative,90010.55,40553.08,1973,886,4.0,121.95737043894077,45.77097065462754,> 100%,< $100
CMP_8RMF4N,Affordable,22500.34,48272.67,4532,409,2.0,-53.38907087592213,118.0260880195599,< 0%,$100-200
CMP_8RRXH0,Affordable,75542.84,29022.55,1605,298,1.0,160.29015369083695,97.39110738255033,> 100%,< $100
CMP_8RRZOC,Innovative,60818.32,8280.9,3732,644,2.0,634.4409424096415,12.858540372670808,> 100%,< $100
CMP_8RYHVS,Affordable,47143.2,7520.83,1578,857,4.0,526.8350700654049,8.775764294049008,> 100%,< $100
CMP_8RYMX1,Stylish,23952.92,1714.62,2943,795,1.0,1296.981255321879,2.156754716981132,> 100%,< $100
CMP_8RZ9ZM,Stylish,5542.62,7126.54,1761,290,3.0,-22.22565228006859,24.574275862068966,< 0%,< $100
CMP_8S51UT,Innovative,63889.01,42883.11,2914,549,3.0,48.98408720822721,78.11131147540983,0-50%,< $100
CMP_8S788D,Innovative,54072.52,40541.33,4682,214,4.0,33.376285385802575,189.44546728971963,0-50%,$100-200
CMP_8SA0HL,Stylish,97118.26,41231.35,93,251,1.0,135.54470081624783,164.2683266932271,> 100%,$100-200
CMP_8SFGMI,Stylish,4485.95,28628.6,179,96,2.0,-84.33052961024988,298.21458333333334,< 0%,$200-300
CMP_8SJ0U0,Durable,12194.99,28252.67,1850,657,4.0,-56.835973378799245,43.00254185692542,< 0%,< $100
CMP_8SN1BP,Durable,17374.27,34936.94,3770,712,3.0,-50.26962865093508,49.068735955056184,< 0%,< $100
CMP_8SOZDP,Affordable,56355.91,10246.46,2305,554,3.0,450.0037085978963,18.495415162454872,> 100%,< $100
CMP_8SRF9N,Affordable,1392.81,49422.89,3519,652,4.0,-97.18185237650005,75.80197852760736,< 0%,< $100
CMP_8T49C4,Affordable,58976.47,28521.0,3979,108,1.0,106.78261631780093,264.0833333333333,> 100%,$200-300
CMP_8TA2L9,Innovative,12555.91,3520.67,2740,689,3.0,256.63410657630504,5.109825834542816,> 100%,< $100
CMP_8TJ3OP,Durable,6664.3,15453.03,4718,661,4.0,-56.87382992202823,23.378260211800303,< 0%,< $100
CMP_8TKLI6,Affordable,40506.77,31544.7,2724,363,4.0,28.410699737198314,86.9,0-50%,< $100
CMP_8TOD7N,Innovative,58305.4,48384.72,4551,516,4.0,20.503745810660888,93.76883720930233,0-50%,< $100
CMP_8TT8EH,Affordable,43691.06,12120.36,270,993,3.0,260.47658650403116,12.205800604229609,> 100%,< $100
CMP_8TTA1C,Stylish,27403.14,2366.32,1018,743,1.0,1058.0487846107035,3.184818304172275,> 100%,< $100
CMP_8TVNHF,Affordable,24783.13,24721.58,3696,466,3.0,0.24897275983169065,53.0506008583691,0-50%,< $100
CMP_8U5HMY,Stylish,77834.76,48332.65,3752,64,1.0,61.03971125109009,755.19765625,50-100%,> $300
CMP_8U5SEH,Innovative,84761.62,20606.97,1235,173,2.0,311.3250031421407,119.11543352601157,> 100%,$100-200
CMP_8U6MQ8,Stylish,10887.66,49371.38,788,970,4.0,-77.94742622142627,50.898329896907214,< 0%,< $100
CMP_8U9DXQ,Innovative,78060.65,35694.8,428,988,2.0,118.68913679303425,36.12834008097166,> 100%,< $100
CMP_8UAXDO,Durable,9574.99,17486.28,241,289,1.0,-45.242841816555604,60.506159169550166,< 0%,< $100
CMP_8ULG6E,Affordable,78200.05,6615.39,1627,600,2.0,1082.0928169011954,11.02565,> 100%,< $100
CMP_8UZM3O,Affordable,18885.73,47247.86,2323,162,2.0,-60.02839070383293,291.65345679012347,< 0%,$200-300
CMP_8V0MU7,Affordable,80441.87,14112.36,3970,486,4.0,470.0100479296163,29.03777777777778,> 100%,< $100
CMP_8V26TO,Affordable,14453.4,8215.49,1870,723,1.0,75.92864211386052,11.363056708160443,50-100%,< $100
CMP_8V5Z2T,Stylish,78530.4,36370.78,1870,470,3.0,115.91618326579743,77.38463829787234,> 100%,< $100
CMP_8V7LL6,Durable,63453.85,19256.6,2639,597,4.0,229.51741221191696,32.255611390284756,> 100%,< $100
CMP_8V952U,Innovative,54290.46,42623.21,2013,342,4.0,27.37299701266047,124.62926900584795,0-50%,$100-200
CMP_8VH8U9,Stylish,68096.17,34387.21,4709,988,3.0,98.02760968394935,34.80486842105263,50-100%,< $100
CMP_8VNR0W,Affordable,94062.42,34968.15,3451,149,4.0,168.99455647496362,234.68557046979868,> 100%,$200-300
CMP_8VS2RY,Durable,64263.91,6349.41,3405,996,3.0,912.1241186188954,6.374909638554216,> 100%,< $100
CMP_8VSRH0,Durable,36790.42,14954.72,687,641,3.0,146.01209517797724,23.330296411856473,> 100%,< $100
CMP_8VTLV5,Durable,51489.78,37358.48,2885,634,1.0,37.826217769031274,58.925047318611995,0-50%,< $100
CMP_8VUHCK,Stylish,58366.87,14321.31,1657,634,1.0,307.55259120848586,22.588817034700316,> 100%,< $100
CMP_8VYIHW,Durable,26448.2,20482.86,1248,317,1.0,29.123569657752874,64.61470031545741,0-50%,< $100
CMP_8VZIMH,Stylish,62035.75,27573.64,1778,604,3.0,124.98208433852042,45.65172185430463,> 100%,< $100
CMP_8W5N9Q,Affordable,12635.73,22998.89,611,873,1.0,-45.05939199674419,26.344662084765176,< 0%,< $100
CMP_8W7HAW,Durable,8505.21,47731.63,4567,159,4.0,-82.18118677279615,300.19893081761006,< 0%,> $300
CMP_8WBWWP,Innovative,85312.31,27307.04,4225,586,3.0,212.41873890396027,46.59904436860069,> 100%,< $100
CMP_8WCEZT,Stylish,45706.41,23252.24,1863,181,2.0,96.56777153512952,128.4654143646409,50-100%,$100-200
CMP_8WH6GT,Durable,97964.79,9207.39,3394,872,1.0,963.9800203966596,10.558933486238532,> 100%,< $100
CMP_8WK0DF,Durable,81007.12,8882.88,3559,602,4.0,811.9465758852984,14.755614617940198,> 100%,< $100
CMP_8WNCUK,Affordable,79024.73,1487.32,889,594,3.0,5213.229836215474,2.503905723905724,> 100%,< $100
CMP_8WXXAS,Affordable,61371.76,39459.09,4935,56,3.0,55.53262885687431,704.6266071428571,50-100%,> $300
CMP_8XA5BY,Affordable,72422.35,11529.29,756,80,2.0,528.1596698495745,144.116125,> 100%,$100-200
CMP_8XGZKB,Innovative,94673.61,33504.24,1346,344,1.0,182.57202670467979,97.3960465116279,> 100%,< $100
CMP_8XINQA,Durable,96391.0,25966.95,2989,842,3.0,271.2064759242037,30.8396080760095,> 100%,< $100
CMP_8XJ8KG,Stylish,53101.56,39038.28,2029,813,2.0,36.024333039263,48.01756457564576,0-50%,< $100
CMP_8XJJMJ,Innovative,19973.08,37304.84,1578,646,4.0,-46.45981593809274,57.74743034055727,< 0%,< $100
CMP_8Y1K27,Stylish,53140.49,30845.75,4162,341,4.0,72.27815825518911,90.45674486803519,50-100%,< $100
CMP_8Y2KDR,Affordable,38030.41,12317.71,3960,136,3.0,208.74578148048627,90.57139705882352,> 100%,< $100
CMP_8Y55OK,Innovative,48810.68,39326.77,2476,532,1.0,24.11565963846002,73.9225,0-50%,< $100
CMP_8Y6PW3,Innovative,21308.32,33796.89,4222,437,1.0,-36.95183195850269,77.33842105263157,< 0%,< $100
CMP_8Y8JM4,Durable,68571.43,41339.79,1245,822,4.0,65.87271004521308,50.291715328467156,50-100%,< $100
CMP_8YD8G0,Durable,67853.3,686.58,3213,962,3.0,9782.795886859507,0.7137006237006237,> 100%,< $100
CMP_8YFGIV,Affordable,54106.83,27595.17,2663,278,1.0,96.07355200203516,99.26320143884891,50-100%,< $100
CMP_8YJCZG,Stylish,65079.81,9446.34,2941,634,3.0,588.9420664511334,14.899589905362776,> 100%,< $100
CMP_8YJPU9,Affordable,21538.64,6145.51,1653,327,1.0,250.4776658080452,18.793608562691134,> 100%,< $100
CMP_8YS7SL,Stylish,75917.05,7115.07,914,837,4.0,966.9895025628703,8.500681003584228,> 100%,< $100
CMP_8YXUU9,Affordable,47608.28,2079.9,3313,12,4.0,2188.9696620029804,173.32500000000002,> 100%,$100-200
CMP_8Z0S6U,Stylish,57611.41,19633.46,4655,187,3.0,193.434830131826,104.99176470588235,> 100%,$100-200
CMP_8Z11RP,Stylish,83934.11,43266.26,3920,502,2.0,93.99437344480432,86.18776892430279,50-100%,< $100
CMP_8Z47BJ,Innovative,93182.45,28366.65,4635,786,3.0,228.49296621208356,36.08988549618321,> 100%,< $100
CMP_8Z67UC,Affordable,41434.71,13035.27,4849,484,1.0,217.86614316389304,26.932376033057853,> 100%,< $100
CMP_8ZAGWD,Affordable,46548.86,17508.1,2659,912,1.0,165.87042568868128,19.197478070175436,> 100%,< $100
CMP_8ZGREL,Durable,7808.53,44419.85,3876,159,3.0,-82.42107976501497,279.3701257861635,< 0%,$200-300
CMP_8ZMJ8S,Durable,36292.72,36878.27,2916,401,2.0,-1.5877914012777599,91.96576059850373,< 0%,< $100
CMP_8ZMKFL,Durable,99631.73,27955.36,3356,43,3.0,256.3958038816169,650.1246511627907,> 100%,> $300
CMP_8ZOCNC,Stylish,11958.44,19872.79,2209,299,1.0,-39.82505727680915,66.46418060200669,< 0%,< $100
CMP_8ZQNAR,Durable,42388.0,33491.98,1177,441,4.0,26.56164251859698,75.9455328798186,0-50%,< $100
CMP_8ZRLSS,Innovative,75314.85,39780.81,1247,930,3.0,89.3245763472388,42.77506451612903,50-100%,< $100
CMP_8ZTSNA,Affordable,17599.84,3657.27,3736,978,3.0,381.22889477670503,3.7395398773006137,> 100%,< $100
CMP_8ZW6EB,Stylish,41951.91,25823.31,525,258,3.0,62.45752384183129,100.0903488372093,50-100%,$100-200
CMP_90PCUC,Stylish,31225.09,48583.53,4578,687,2.0,-35.729062914942574,70.71838427947598,< 0%,< $100
CMP_9124EZ,Innovative,24801.98,32443.5,1908,821,4.0,-23.553315764328758,39.517052375152254,< 0%,< $100
CMP_914LH6,Affordable,55417.76,7817.66,3532,802,1.0,608.8791275138598,9.747705735660848,> 100%,< $100
CMP_914M5T,Durable,36205.31,19734.46,2729,173,4.0,83.46238001951916,114.07202312138728,50-100%,$100-200
CMP_916L9Q,Durable,94139.19,45667.35,1099,958,1.0,106.14112708532464,47.669467640918576,> 100%,< $100
CMP_916TKL,Affordable,20664.56,47392.85,3108,312,4.0,-56.397304656715086,151.90016025641026,< 0%,$100-200
CMP_91CGIP,Innovative,36562.56,1720.47,2604,151,3.0,2025.1495230954329,11.39384105960265,> 100%,< $100
CMP_91E0X8,Innovative,15933.35,34864.67,2966,375,3.0,-54.299438371279585,92.97245333333333,< 0%,< $100
CMP_91HHRW,Durable,62364.25,22071.56,737,493,4.0,182.55478996500474,44.769898580121705,> 100%,< $100
CMP_91IV1F,Affordable,31653.3,12956.2,2012,90,1.0,144.31006004847097,143.95777777777778,> 100%,$100-200
CMP_91PJYA,Innovative,58416.87,48097.58,1602,915,4.0,21.454904799784106,52.565661202185794,0-50%,< $100
CMP_91YAOR,Affordable,88432.24,7480.95,3434,975,1.0,1082.0990649583275,7.672769230769231,> 100%,< $100
CMP_91YODQ,Stylish,40785.33,13579.63,3449,274,4.0,200.3419828080736,49.56069343065693,> 100%,< $100
CMP_91YWSH,Durable,33502.8,1609.39,2976,345,4.0,1981.7079763140073,4.664898550724638,> 100%,< $100
CMP_921288,Durable,8114.09,11305.8,4920,683,2.0,-28.23073112915494,16.553147877013178,< 0%,< $100
CMP_922O6N,Stylish,49105.49,23957.61,1978,580,4.0,104.96823347570978,41.30622413793103,> 100%,< $100
CMP_922RI9,Durable,37506.31,9500.98,1264,908,3.0,294.7625402853179,10.46363436123348,> 100%,< $100
CMP_924IMF,Stylish,31350.29,24595.41,2134,547,2.0,27.463986166524574,44.964186471663616,0-50%,< $100
CMP_9265X2,Affordable,9854.24,45702.79,3699,857,2.0,-78.43842793842565,53.328809801633604,< 0%,< $100
CMP_92JMIJ,Durable,39071.76,30226.58,976,320,3.0,29.262920250984397,94.45806250000001,0-50%,< $100
CMP_92M5RK,Affordable,73043.52,27846.79,4699,68,4.0,162.3049909881893,409.5116176470588,> 100%,> $300
CMP_92WXNR,Affordable,82543.86,48616.96,4251,141,1.0,69.78408357906378,344.801134751773,50-100%,> $300
CMP_92XH6T,Innovative,88889.73,29985.11,1630,645,2.0,196.44623614854171,46.488542635658916,> 100%,< $100
CMP_92ZKVA,Affordable,84977.57,14110.14,4334,114,1.0,502.24469778471376,123.77315789473684,> 100%,$100-200
