Bundle_ID,Discount_Level,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund,ROI
BNDL_4J0IE8,30,20103.99,7,4.0,98.9554312352921
BNDL_4J40PG,22,17288.99,83,1.0,89.43836510981843
BNDL_4J4I9J,32,82956.36,151,3.0,94.17525069807789
BNDL_4J4MWS,58,58832.78,67,2.0,93.39483872766169
BNDL_4J9L8U,31,62756.97,88,3.0,95.65307247943934
BNDL_4JK5D0,11,72514.99,169,3.0,97.43639211699539
BNDL_4JKN4P,63,5024.77,116,4.0,-45.43949275290211
BNDL_4JQ8YN,63,71716.94,173,3.0,84.80275371481271
BNDL_4JQLRZ,54,41030.24,176,3.0,76.83659661751918
BNDL_4JU4VT,36,67746.41,35,3.0,98.14012284931408
BNDL_4JVRUI,23,42818.47,164,1.0,91.19071746374871
BNDL_4JZFBW,53,53705.01,116,3.0,88.55227845595783
BNDL_4K574J,33,33625.58,12,1.0,98.82232514651048
BNDL_4K7YFR,10,45856.68,41,2.0,99.10590997865523
BNDL_4K8YA3,25,34163.84,149,4.0,89.09665892358704
BNDL_4KP38U,22,66846.24,36,3.0,98.81519140044377
BNDL_4KTQDN,31,34769.12,97,3.0,91.3515211198903
BNDL_4KVU0F,59,22448.61,190,3.0,50.063723321844876
BNDL_4KWPLK,66,21058.78,80,2.0,74.92732247547103
BNDL_4L34E5,10,40051.0,118,3.0,97.05375646051284
BNDL_4L6UKD,17,70332.12,105,1.0,97.46204152526612
BNDL_4L8BX6,34,43223.5,118,1.0,90.7180121924416
BNDL_4LAGWS,31,84129.26,42,2.0,98.45238149010225
BNDL_4LBCM5,48,16209.62,122,3.0,63.87330486464211
BNDL_4LEC9E,55,74904.96,25,4.0,98.16434051897231
BNDL_4LEWL5,39,13894.55,86,1.0,75.8610390404871
BNDL_4LGCT1,66,59603.87,119,3.0,86.82300327143187
BNDL_4LIIKY,13,67521.79,85,4.0,98.36349125223131
BNDL_4LNQ91,58,12089.39,173,3.0,17.001602231378087
BNDL_4LONM3,38,93466.17,90,4.0,96.34092206838046
BNDL_4LSHYP,55,12875.04,94,4.0,59.844784948240935
BNDL_4LY6KN,46,46323.21,151,2.0,85.00535692582616
BNDL_4LZSIM,41,55259.54,92,3.0,93.17402931692881
BNDL_4M2HRK,69,18860.71,93,1.0,65.97689058365248
BNDL_4M6TLU,51,18079.51,138,3.0,61.07195383060713
BNDL_4M8RYK,21,1676.84,138,4.0,-72.8250757376971
BNDL_4MB0PP,34,20313.69,38,3.0,93.63975722776118
BNDL_4MCAPE,43,50058.59,77,1.0,93.38575057747332
BNDL_4MGO1A,68,31895.73,153,1.0,67.38121372359247
BNDL_4MLLFX,34,48602.34,74,1.0,94.82329451627226
BNDL_4MQKWY,49,54507.2,196,1.0,82.38030939031907
BNDL_4MR2T2,63,7542.12,92,1.0,23.15158072266153
BNDL_4MSWH5,51,10802.52,63,4.0,70.25694004732229
BNDL_4MVF2C,26,68571.43,167,4.0,93.66791679858507
BNDL_4N04OA,16,89863.59,11,4.0,99.80414759748638
BNDL_4N26ZS,10,11127.1,57,2.0,94.8773714624655
BNDL_4N455B,45,10819.42,175,1.0,27.214212961508107
BNDL_4NDALI,64,80223.52,102,2.0,91.8627355169656
BNDL_4NIW7U,27,74252.74,27,3.0,99.0182180482498
BNDL_4O3QQH,20,74044.42,151,2.0,95.92136720093156
BNDL_4O5EMV,51,89111.56,111,1.0,93.64728885904366
BNDL_4OBE1Q,53,75296.35,192,4.0,86.48540068675308
BNDL_4OBMX3,68,61079.1,141,4.0,84.3023227257769
BNDL_4OEE8X,34,35836.79,8,1.0,99.24100344924867
BNDL_4OIIZC,25,69526.86,69,2.0,97.51894447699782
BNDL_4OJPUK,41,75351.96,137,1.0,92.54564844763162
BNDL_4OLFCV,58,2477.04,98,4.0,-129.46742886671188
BNDL_4OQK9M,49,60790.66,9,3.0,99.27455961162454
BNDL_4OSM1S,66,79268.82,69,4.0,94.25499206371434
BNDL_4OT82R,40,56530.57,10,3.0,99.2924182437927
BNDL_4OWXC3,27,40112.28,116,3.0,92.19191728817209
BNDL_4P0VMT,48,61842.3,154,1.0,88.04701636258677
BNDL_4P6KU8,29,79113.19,129,3.0,95.27133212552799
BNDL_4P7KLK,58,90013.88,24,2.0,98.4535718269227
BNDL_4P9SQE,13,34016.6,159,1.0,93.92355497022042
BNDL_4PDK0V,20,45282.23,182,1.0,91.96152662976182
BNDL_4PDOLF,46,49005.5,175,1.0,83.57327238779321
BNDL_4PFLJC,36,19518.03,56,2.0,89.67108873180337
BNDL_4PLQRH,62,41599.97,153,1.0,77.19709894021558
BNDL_4PLREM,69,25211.86,60,1.0,83.57915679366774
BNDL_4PRZP0,46,43287.64,173,1.0,81.61599939382235
BNDL_4PTGAM,41,13565.41,124,2.0,62.52232700670308
BNDL_4PWSZ9,42,64030.43,68,4.0,95.53962077093658
BNDL_4PZDPK,34,34951.67,1,4.0,99.9027228169641
BNDL_4Q2VJE,55,87017.13,175,2.0,88.93895948993031
BNDL_4Q3HGJ,47,92932.05,72,4.0,96.35862977304386
BNDL_4Q95TU,62,31869.69,14,4.0,97.27640902688417
BNDL_4QCLN3,15,92245.01,21,3.0,99.65851811387955
BNDL_4QPZYX,31,35475.29,61,3.0,94.669529128585
BNDL_4QS0PU,24,95108.84,112,3.0,97.1737642894183
BNDL_4QS3GU,41,40624.31,154,4.0,84.4575821718572
BNDL_4R0WCG,12,3666.83,158,4.0,48.29321239326612
BNDL_4R3L2N,40,39325.07,73,3.0,92.5747112465407
BNDL_4RCV7R,21,24044.89,53,3.0,95.37115786347951
BNDL_4RFAK7,10,64076.09,195,3.0,96.95674314709277
BNDL_4RM38R,40,23798.86,110,3.0,81.51171946891573
BNDL_4RMG19,13,77718.8,106,2.0,98.22694122914919
BNDL_4RO2YC,25,56593.97,118,4.0,94.787430533677
BNDL_4RWBNP,17,18817.34,104,3.0,90.60441061276461
BNDL_4S37O6,35,29562.44,172,4.0,79.63632230627783
BNDL_4SAR6M,63,39255.8,28,4.0,95.50639650701298
BNDL_4SBJ9S,19,87681.31,32,2.0,99.30657970324577
BNDL_4SGV77,31,26056.54,97,4.0,88.45971107445578
BNDL_4SIJUY,68,88950.75,79,2.0,93.96070297327454
BNDL_4SLZWW,47,19893.52,147,2.0,65.27009800176138
BNDL_4SOEDP,32,65852.79,56,1.0,97.27877892493242
BNDL_4T2I0X,24,95248.68,84,2.0,97.88343523500798
BNDL_4T39DX,16,31565.52,128,2.0,93.51190792991846
BNDL_4T5DLS,57,96154.46,1,4.0,99.9407203784411
BNDL_4TFEPB,69,45972.3,72,1.0,89.19349260315451
BNDL_4TPUJP,31,45979.6,166,2.0,88.80808010509008
BNDL_4TV4DF,38,30710.77,19,1.0,97.64903322189578
BNDL_4TVI9Z,60,7511.45,14,4.0,88.81707260249352
BNDL_4TYFTQ,14,32089.91,29,2.0,98.7348048031297
BNDL_4U08AY,18,91519.88,156,2.0,96.93181415884725
BNDL_4U48E3,65,99152.25,124,2.0,91.87108714123985
BNDL_4U6CW2,12,75067.3,185,1.0,97.04265372539041
BNDL_4UCZQ8,18,3736.24,197,2.0,5.091749994647019
BNDL_4UDOBN,45,37312.5,66,3.0,92.04020100502512
BNDL_4UF54A,56,47643.62,127,3.0,85.07250288706022
BNDL_4UG5M3,17,40675.1,110,1.0,95.40259274101355
BNDL_4ULX1T,49,62178.42,186,1.0,85.34218141921265
BNDL_4UNUDP,61,15358.0,141,4.0,43.99661414246647
BNDL_4UVT4Z,35,22683.67,75,2.0,88.42779849997817
BNDL_4V084O,59,53658.7,143,1.0,84.27654788505872
BNDL_4V5OU5,51,42928.79,113,1.0,86.57544272736315
BNDL_4VBHR1,50,4236.32,142,1.0,-67.59829285795219
BNDL_4VGBU1,32,47313.58,198,1.0,86.60849591174457
BNDL_4VJFLZ,23,65171.09,81,2.0,97.1413705064623
BNDL_4VM0FY,58,79330.66,185,3.0,86.47433413512505
BNDL_4VZ070,49,67473.89,195,2.0,85.8389667469891
BNDL_4VZV4H,28,21248.88,3,2.0,99.60468504692953
BNDL_4W4FRQ,51,49436.43,29,3.0,97.00827911724208
BNDL_4W9F5E,25,22949.37,175,2.0,80.9362958547446
BNDL_4W9ZSB,50,83795.33,41,3.0,97.55356294915242
BNDL_4WGEOL,61,95108.3,87,2.0,94.42004535881726
BNDL_4WKE5K,55,77957.57,149,3.0,89.48787141518136
BNDL_4WKU7W,36,90316.39,27,2.0,98.92378337973872
BNDL_4WS36B,46,74697.46,186,2.0,88.54579526532763
BNDL_4WWGS9,56,69475.06,78,2.0,93.71285177731404
BNDL_4WXJ2G,46,20466.4,80,3.0,82.01930969784624
BNDL_4WYIKA,12,32346.98,129,2.0,95.2143909570538
BNDL_4X79W3,26,44614.16,96,4.0,94.4053636782582
BNDL_4X94IU,22,35664.4,147,3.0,90.93213400477788
BNDL_4X97BH,62,48310.26,148,1.0,81.00610512135518
BNDL_4XEF25,60,6527.3,108,2.0,0.7246487828045314
BNDL_4XJG5K,28,17200.38,56,3.0,90.88392233194848
BNDL_4XM0BD,65,49575.66,16,1.0,97.90219636006863
BNDL_4XM8NV,54,77663.91,63,2.0,95.61958701280943
BNDL_4XNR5U,30,85329.46,90,2.0,96.83579387470634
BNDL_4XUTKA,21,88813.49,158,1.0,96.26408105345257
BNDL_4XZEQH,19,16903.87,128,4.0,85.61276204798072
BNDL_4Y4O53,55,41958.16,151,3.0,80.20647235245778
BNDL_4Y72LF,54,15064.52,56,4.0,79.92634348787747
BNDL_4Y76U7,21,81614.61,182,1.0,95.31701493151778
BNDL_4YEC8D,16,59910.17,109,3.0,97.08897504380309
BNDL_4YEDZP,55,70504.94,35,4.0,97.26969486109768
BNDL_4YICLJ,55,87428.8,61,3.0,96.16259173178632
BNDL_4YRLVV,42,95782.71,99,4.0,95.65892424634885
BNDL_4YU5UV,55,89776.07,168,2.0,89.70772500957104
BNDL_4YYIL5,46,56120.02,179,1.0,85.32787408129933
BNDL_4Z15WZ,14,3103.19,131,4.0,40.89952597166142
BNDL_4Z1EI0,59,73334.1,75,4.0,93.96597217392727
BNDL_4ZBSDC,20,10360.15,83,4.0,83.97706596912207
BNDL_4ZJ2IF,42,33854.63,134,3.0,83.37598136503043
BNDL_4ZMLI9,33,84971.24,31,4.0,98.79606323268908
BNDL_4ZOFLB,27,42055.99,194,4.0,87.54517489660807
BNDL_4ZPM5S,41,63722.19,39,1.0,97.49067004759253
BNDL_4ZV8HQ,63,78655.22,140,1.0,88.78650393451318
BNDL_4ZXSZP,24,79489.89,154,3.0,95.35035210138044
BNDL_501QQW,23,31073.83,129,4.0,90.45177244002429
BNDL_508K1T,40,29048.77,115,1.0,84.16456187301561
BNDL_50EZ5E,67,72993.29,44,2.0,95.96127260464627
BNDL_50H5L6,17,87942.0,90,2.0,98.26021696117895
BNDL_50UDBT,60,7448.13,76,3.0,38.77657881911299
BNDL_50WL10,65,99631.73,129,3.0,91.58400642044458
BNDL_50YPTG,52,51851.5,132,3.0,86.76219588632922
BNDL_510Y9T,14,82593.5,62,1.0,98.9490698420578
BNDL_51EB73,38,81679.16,37,4.0,98.27863068131455
BNDL_51J9DT,35,39692.4,26,2.0,97.7073696727837
BNDL_51JIQ4,33,9216.93,92,1.0,67.06061562798024
BNDL_51LBI0,42,45618.16,88,2.0,91.89796344262899
BNDL_51M4GQ,40,56444.93,24,4.0,98.2992272290886
BNDL_51MF3Y,40,25432.9,40,4.0,93.70893606313084
BNDL_51QCXW,26,29219.79,185,1.0,83.53855383628698
BNDL_51VGHT,52,85218.24,141,1.0,91.39620813572306
BNDL_5234FF,60,3544.58,185,3.0,-213.15416777164006
BNDL_524A00,49,80181.06,136,2.0,91.68881030008833
BNDL_52CSTA,42,68692.13,119,4.0,92.72405732650888
BNDL_52LHBG,65,85789.24,147,4.0,88.86223960021094
BNDL_52NC8S,33,21270.81,60,2.0,90.69146873109204
BNDL_52O6D0,49,53474.27,42,4.0,96.15142011288793
BNDL_52XKKA,40,11398.56,64,3.0,77.54102272567764
BNDL_534K29,32,41780.55,80,4.0,93.87274700787806
BNDL_534SVF,26,23990.66,133,1.0,85.58605724060946
BNDL_535LS0,25,57870.9,75,2.0,96.76002965220863
BNDL_53AYD2,25,83933.06,166,2.0,95.0555835805343
BNDL_53BFGW,42,54602.46,25,2.0,98.07700971714462
BNDL_53CVL2,16,40312.94,190,2.0,92.45899703668351
BNDL_53EFFU,29,86073.71,46,2.0,98.45016556158669
BNDL_53LU94,48,10699.02,33,3.0,85.19490570164369
BNDL_53NVPN,11,37133.47,198,2.0,94.13467149716953
BNDL_549CHY,41,70560.72,154,3.0,91.05167861098923
BNDL_54F9OE,43,40474.41,108,2.0,88.52608351795617
BNDL_54M44Z,45,35962.16,53,2.0,93.36802906165815
BNDL_54MAVP,26,28721.47,26,2.0,97.64636002265901
BNDL_54NZX9,27,7390.38,102,4.0,62.73533972542684
BNDL_550CKE,59,35934.57,15,4.0,97.53719051041936
BNDL_558TPM,65,51378.21,116,2.0,85.32451792306505
BNDL_55M1F1,12,46433.54,64,1.0,98.34602315481439
BNDL_55NJXJ,53,83563.27,58,4.0,96.32135027746041
BNDL_55NQWZ,31,83638.72,173,4.0,93.58789804530726
BNDL_55PO32,48,88697.36,29,4.0,98.43061845358193
BNDL_55WKW4,52,60892.57,160,2.0,86.33659246111635
BNDL_55XX8U,10,26571.49,50,1.0,98.11828392009632
BNDL_55ZOVR,61,19428.2,26,1.0,91.83660864104755
BNDL_56A8F3,58,8752.62,136,4.0,9.878413549314386
BNDL_56ES87,41,12959.19,171,3.0,45.89939649005841
BNDL_56K3MU,64,54147.38,140,1.0,83.45256963494818
BNDL_56KU0U,68,8688.33,60,3.0,53.04045771742095
BNDL_56W3NP,46,8593.67,31,4.0,83.4063909831306
BNDL_572X42,56,24550.32,3,1.0,99.31569120076642
BNDL_57426C,50,70114.27,36,4.0,97.43276226080654
BNDL_57IDZ6,41,40271.0,111,2.0,88.69906384246728
BNDL_57M6ES,37,9186.71,101,3.0,59.321672285290376
BNDL_57NW0Q,21,45830.03,41,4.0,98.12131914380157
BNDL_582IMT,32,77781.85,161,2.0,93.37634679555707
BNDL_587PAF,53,6919.9,87,1.0,33.36608910533389
BNDL_58AZUJ,34,64054.46,134,2.0,92.88730246106203
BNDL_58LF8H,32,57796.15,157,4.0,91.30737947077789
BNDL_58QAUK,66,95028.92,160,4.0,88.88759337683729
BNDL_58QEKC,56,82748.71,14,3.0,99.05255320596538
BNDL_58RTKV,60,31228.23,74,1.0,85.78209523882717
BNDL_58SA3H,17,74157.79,186,3.0,95.73611888919558
BNDL_58UDH6,47,30836.85,118,2.0,82.01502423237133
BNDL_58W6SP,44,3567.01,1,4.0,98.76647388148618
BNDL_593ZG1,45,83472.24,178,4.0,90.40399538816737
BNDL_595Z96,36,95255.92,179,1.0,93.23506612502403
BNDL_597IUQ,10,47637.93,45,3.0,99.05537457232084
BNDL_59FZDR,62,95750.39,130,1.0,91.58227971708523
BNDL_59G0SW,58,28074.63,128,3.0,73.55619646634702
BNDL_59N0I0,67,77991.67,49,2.0,95.7905760961395
BNDL_59QKKN,55,70461.8,17,4.0,98.67303985989572
BNDL_59TNDO,18,74748.11,91,3.0,97.80864024521824
BNDL_59WHZ3,53,20461.03,87,4.0,77.4644775947252
BNDL_59YHN3,20,70362.61,194,3.0,94.48570767912105
BNDL_5A02J4,38,95952.36,41,3.0,98.37627756107301
BNDL_5A3XW7,57,72922.76,118,4.0,90.77654219341123
BNDL_5A55D7,69,71766.73,99,1.0,90.48166190656869
BNDL_5A5E4A,11,29229.26,167,2.0,93.71520182173616
BNDL_5A5P3D,59,3330.42,43,2.0,23.823421670540053
BNDL_5A6QGE,28,52670.26,39,4.0,97.92672373365919
BNDL_5AFFVQ,30,8362.62,141,2.0,49.41776620245808
BNDL_5APJ7I,69,89545.48,110,4.0,91.52386027748133
BNDL_5B0LHI,23,34775.48,23,2.0,98.47881323277205
BNDL_5B8S90,10,83639.05,163,3.0,98.05114955275079
BNDL_5BBIBT,26,2572.86,146,1.0,-47.54009157124756
BNDL_5BDQQY,35,91002.69,108,1.0,95.84627663204242
BNDL_5BIFGX,17,38546.75,103,3.0,95.4574639885334
BNDL_5BSPB2,50,61199.36,88,3.0,92.81038233079562
BNDL_5BZTRN,56,61305.77,70,3.0,93.6058220947229
BNDL_5C4Y00,16,81418.97,127,4.0,97.50426712595358
BNDL_5C5FI4,26,49157.88,136,3.0,92.80685009198932
BNDL_5C6HRN,43,40140.23,189,2.0,79.75347924015384
BNDL_5C6YKH,38,7923.86,47,2.0,77.4604801195377
BNDL_5C8P82,35,7089.05,81,4.0,60.00874588273464
BNDL_5CBTK8,56,29515.56,78,3.0,85.2010261706029
BNDL_5CGAL6,63,17126.11,189,4.0,30.47457945791543
BNDL_5CSGI3,47,3857.28,61,3.0,25.673013107682102
BNDL_5D3N1S,53,81589.4,53,3.0,96.55715080635476
BNDL_5D614L,20,41603.15,185,1.0,91.10644266119272
BNDL_5D6NUT,59,55920.29,49,2.0,94.83014125999705
BNDL_5DBJLQ,24,42240.16,186,3.0,89.43185821265828
BNDL_5DTYQ7,16,30079.17,105,2.0,94.41473950245303
BNDL_5DVQ3K,46,98722.55,28,2.0,98.69533353828483
BNDL_5E9C4I,23,51790.23,88,2.0,96.09192699086296
BNDL_5EODOG,22,86441.28,110,1.0,97.20041165517216
BNDL_5EQHD5,39,4693.68,70,1.0,41.83668251776857
BNDL_5F5G5H,46,53934.6,192,4.0,83.62461203012538
BNDL_5FDXXD,26,63255.35,148,2.0,93.916720087708
BNDL_5FLDPN,13,47978.93,54,3.0,98.53685774151279
BNDL_5FM45A,53,23019.49,102,4.0,76.51555269035065
BNDL_5FQEZZ,19,22256.91,156,2.0,86.68278750284742
BNDL_5FS8MQ,67,37679.24,2,3.0,99.64436649996125
BNDL_5FWIDP,45,34891.59,56,4.0,92.77762922240001
BNDL_5G4JFA,22,19190.87,182,3.0,79.13591202483265
BNDL_5G7W3F,64,60423.22,12,3.0,98.72896545400923
BNDL_5GDE4F,32,70689.46,98,3.0,95.56369506854345
BNDL_5GJCBD,19,98418.42,57,1.0,98.89959623411958
BNDL_5GKF3H,40,53763.51,180,2.0,86.60801722208986
BNDL_5GN3GX,41,53990.59,130,1.0,90.1279093264215
BNDL_5GQWFI,22,86269.29,153,2.0,96.09826393610055
BNDL_5GTTG4,37,14061.59,125,1.0,67.10898269683585
BNDL_5GW4FP,32,51210.63,29,1.0,98.18787622804093
BNDL_5H0CLU,40,22191.07,141,4.0,74.58437110062741
BNDL_5H2ZTJ,22,67483.92,12,3.0,99.60879569533009
BNDL_5H58FP,42,68912.39,166,2.0,89.88280627039636
BNDL_5HAYUX,53,85073.53,57,3.0,96.448954216429
BNDL_5HH0Y9,67,22220.09,154,4.0,53.56454451804651
BNDL_5HMM3P,35,98532.99,67,1.0,97.62008642993581
BNDL_5HQDBL,28,50253.37,172,3.0,90.41656310810599
BNDL_5HQPL5,44,36320.68,51,1.0,93.82170157607182
BNDL_5HSU5D,63,96417.73,184,1.0,87.97731496064054
BNDL_5HTCGH,13,32786.38,146,1.0,94.2110107916763
BNDL_5HTK7I,51,94067.01,178,2.0,90.34943281390575
BNDL_5HYOV0,45,48826.68,32,1.0,97.05079272233951
BNDL_5I563Z,67,45401.83,119,1.0,82.43903384511154
BNDL_5IA2PV,25,7972.85,54,2.0,83.0675354484281
BNDL_5IHC1Y,67,48560.26,156,4.0,78.47622726896437
BNDL_5IHIT1,37,38611.3,75,2.0,92.81298479978659
BNDL_5IL2EB,23,24727.05,172,1.0,84.00132648253633
BNDL_5IU7QM,62,56318.08,140,3.0,84.58754275713945
BNDL_5IV96M,30,30616.33,100,4.0,90.2013076028381
BNDL_5IX4OU,43,11579.79,111,4.0,58.781635936403
BNDL_5IYRW9,47,45579.44,51,1.0,94.74104991197785
BNDL_5J2ORP,19,99109.04,20,4.0,99.61658391605852
BNDL_5J4J7A,18,55252.82,192,3.0,93.74511563391697
BNDL_5J4K9B,47,33622.78,86,4.0,87.97838846163226
BNDL_5J51F3,31,36139.45,10,2.0,99.14221162745974
BNDL_5J92QP,19,30688.47,139,2.0,91.3941620419656
BNDL_5JAT6Y,24,61463.93,181,1.0,92.93244021330884
BNDL_5JVUW4,41,47347.43,170,2.0,85.2790320403874
BNDL_5KDZPL,26,13831.32,190,1.0,64.28395843636038
BNDL_5KJRSM,24,39548.72,118,3.0,92.83921198966742
BNDL_5KLPWC,32,12607.41,121,2.0,69.28790290789306
BNDL_5KMRFM,19,68791.73,44,2.0,98.78473764215553
BNDL_5L6D9L,23,37311.8,61,4.0,96.23979545344903
BNDL_5L8XIR,12,57090.85,121,2.0,97.45668526567742
BNDL_5LE9HI,39,98230.78,2,2.0,99.9205951535761
BNDL_5LKIWR,21,54290.46,101,4.0,96.09323627023974
BNDL_5LMVEB,43,43062.5,131,3.0,86.91901306240929
BNDL_5LP9TB,62,49396.63,31,1.0,96.10904630538562
BNDL_5LQE0F,34,28794.63,44,3.0,94.80458682747442
BNDL_5LQS5C,20,17647.82,113,1.0,87.19388570372998
BNDL_5M5EFA,19,82483.62,75,3.0,98.27238426247538
BNDL_5M5WML,28,93882.65,174,1.0,94.81054273606465
BNDL_5M96A3,31,76200.85,173,3.0,92.96202076486023
BNDL_5M99WI,12,28927.34,46,3.0,98.09177062253218
BNDL_5MEXPT,45,96063.5,109,2.0,94.89400240465942
BNDL_5MILV1,63,53222.79,53,1.0,93.72637172910326
BNDL_5MJTXJ,51,83689.05,116,4.0,92.93097484079459
BNDL_5MLCVF,22,78834.4,59,1.0,98.35351065017302
BNDL_5MRD05,34,62497.88,181,1.0,90.15326599878269
BNDL_5MXBVK,14,79765.34,105,1.0,98.15709429684622
BNDL_5MXQWL,64,31593.52,70,4.0,85.81987698743286
BNDL_5MZ69E,33,6160.44,86,2.0,53.93186200985644
BNDL_5N4EPS,55,10673.92,78,2.0,59.80858016548747
BNDL_5N79R6,68,20080.64,109,3.0,63.08882585415604
BNDL_5N7JJU,33,57254.93,171,1.0,90.14408016916622
BNDL_5NF4MR,32,4209.73,37,2.0,71.87468079900611
BNDL_5NR8M6,47,73043.52,31,4.0,98.0052987588769
BNDL_5NSWN8,29,66963.92,51,2.0,97.79134793781488
BNDL_5O22VF,54,68301.88,92,1.0,92.72640811643838
BNDL_5O77KS,20,82314.05,149,4.0,96.37971889367611
BNDL_5O7JUZ,46,52171.71,104,2.0,90.83027947521751
BNDL_5OBFOE,41,10961.39,111,2.0,58.481542943002665
BNDL_5OBUDP,49,56940.17,102,1.0,91.22236551102675
BNDL_5OFAIJ,57,35971.5,89,4.0,85.89716859180184
BNDL_5OI97Z,47,11198.47,116,2.0,51.31477782232751
BNDL_5OIZDE,26,60314.6,188,3.0,91.89582621786433
BNDL_5OK232,52,84375.48,151,1.0,90.69397886684615
BNDL_5ON4BY,58,1475.89,13,3.0,48.912181802166835
BNDL_5OPULZ,19,64564.27,91,2.0,97.3220482474285
BNDL_5P1UG7,56,99457.62,71,4.0,96.00231736894568
BNDL_5P4OIY,20,2772.98,197,2.0,-42.085409920013845
BNDL_5PG2MM,42,53089.37,84,1.0,93.35460187227687
BNDL_5PG6H6,55,52487.09,44,1.0,95.38934240781876
BNDL_5PVUDA,34,27630.09,11,2.0,98.64640325094851
BNDL_5PXQA8,67,58820.16,95,1.0,89.17888016625592
BNDL_5Q6RZU,41,3033.42,49,2.0,33.77112302285869
BNDL_5QK4G6,37,11878.09,55,2.0,82.86761592141497
BNDL_5QPHRS,52,22588.71,65,4.0,85.03677279490506
BNDL_5QTX4M,53,13387.8,24,2.0,90.49881235154395
BNDL_5QX000,30,29078.09,83,4.0,91.43685159513572
BNDL_5R09JL,22,97395.01,37,2.0,99.16422822894108
BNDL_5R0B9L,10,21558.88,114,2.0,94.7121557335075
BNDL_5R38RP,28,46044.25,27,4.0,98.35810117441375
BNDL_5RAA16,21,40436.34,98,2.0,94.91051860776717
BNDL_5RQAL8,18,22531.2,43,2.0,96.56476352790797
BNDL_5S0OIR,65,83655.7,108,4.0,91.60846182627125
BNDL_5S212I,30,71619.59,113,1.0,95.2666581866777
BNDL_5S23F5,63,43868.44,78,2.0,88.79832517408872
BNDL_5S2923,30,16293.16,147,1.0,72.93342727868627
BNDL_5S65J2,14,11373.62,7,1.0,99.13835700506962
BNDL_5S74NO,59,57099.71,116,3.0,88.01394963301915
BNDL_5SIFQ6,39,89715.79,21,2.0,99.08711721760461
BNDL_5SIVNW,13,80959.84,102,2.0,98.36215091334172
BNDL_5SVCZX,63,65505.89,132,3.0,87.30495837855192
BNDL_5SZEBP,54,18629.91,46,1.0,86.66660225411717
BNDL_5T0UCB,56,94907.01,96,1.0,94.33550798829296
BNDL_5T9IZX,20,54358.6,179,2.0,93.41410558770829
BNDL_5TBNAH,45,21767.75,100,2.0,79.32721572050396
BNDL_5TJK2L,59,78735.59,170,3.0,87.2611610581695
BNDL_5TNBW4,25,20544.32,47,3.0,94.28065762215542
BNDL_5TSOLI,17,92795.56,78,3.0,98.57105232189988
BNDL_5TZ4TV,30,91711.18,107,2.0,96.4998814757372
BNDL_5U250P,58,60051.21,20,2.0,98.06831535950732
BNDL_5U7UUR,15,55394.5,167,1.0,95.47789040428202
BNDL_5UCHZL,39,70284.58,153,3.0,91.51022884393704
BNDL_5UFLBQ,36,94542.81,127,2.0,95.16409550340211
BNDL_5UGPEG,64,21602.63,58,3.0,82.8169070154884
BNDL_5UOYR5,35,39463.51,74,2.0,93.43697506886743
BNDL_5UXBOV,35,73147.58,159,1.0,92.3920928074449
BNDL_5V3GNM,34,85342.47,47,4.0,98.12754423442397
BNDL_5V903S,27,49900.17,107,1.0,94.21044056563335
BNDL_5VE8EG,19,64018.69,188,3.0,94.42037942357146
BNDL_5VENRQ,32,12856.53,95,2.0,76.35442844997834
BNDL_5VLQV3,49,30153.97,65,4.0,89.43754338151825
BNDL_5VTET2,66,39435.63,158,2.0,73.55690780139685
BNDL_5VULHI,13,99958.93,107,4.0,98.60842848157738
BNDL_5VX56O,26,65307.74,179,4.0,92.87373900857693
BNDL_5VZP0L,62,26867.67,104,1.0,76.00089624444546
BNDL_5W1TGT,16,26022.16,112,4.0,93.11356167205183
BNDL_5WD678,46,90389.52,155,2.0,92.11191739927372
BNDL_5WMQ7B,27,8763.9,49,3.0,84.90398110430289
BNDL_5WSN0B,29,95375.81,136,2.0,95.8647795494476
BNDL_5WUUIP,12,14148.88,186,4.0,84.22489978005326
BNDL_5WV0JC,16,59209.79,34,4.0,99.0812330190666
BNDL_5WXRUH,45,3602.36,83,3.0,-3.682030668783794
BNDL_5WXUWW,38,11191.15,60,2.0,79.62675864410717
BNDL_5WZROI,44,10389.42,141,3.0,40.285405730060006
BNDL_5X2O0D,17,2560.93,29,4.0,80.7491809616038
BNDL_5X51Z0,67,8252.36,44,2.0,64.27688564241018
BNDL_5X6GF6,30,14280.21,89,4.0,81.30279596728619
BNDL_5X8Z3L,37,13669.66,9,4.0,97.56394818890887
BNDL_5XDD4J,31,72290.0,97,2.0,95.84036519573938
BNDL_5XLGEY,55,47070.83,144,2.0,83.17429286885317
BNDL_5XSVF8,51,42733.94,163,2.0,80.54707803680166
BNDL_5Y2KW3,55,43075.51,180,2.0,77.01710322176105
BNDL_5Y4022,43,55695.69,104,2.0,91.97065338448989
BNDL_5Y9X1D,56,50737.77,21,3.0,97.68220006515857
BNDL_5YBPIS,60,39060.26,52,3.0,92.01234195573711
BNDL_5YCACY,42,75440.39,72,3.0,95.99153715933865
BNDL_5YITFX,54,56559.46,45,1.0,95.70363649157895
BNDL_5YLV2L,34,73262.9,29,4.0,98.65416192916197
BNDL_5YNP4C,60,90089.84,19,4.0,98.73459648723984
