Customer_ID,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund,Subscription_Tier,Subscription_Length,CLTV
CUST_4MY6X4,41202.03,121,3.0,Basic,26.0,1112454.81
CUST_4N6PI0,39010.45,157,2.0,Basic,14.0,585156.75
CUST_4N7Y9L,38209.89,171,4.0,Basic,17.0,687778.02
CUST_4N86EA,65380.27,41,1.0,Standard,5.0,392281.62
CUST_4N9J8C,50058.59,77,1.0,Standard,17.0,901054.6199999999
CUST_4NCLV9,52843.28,65,4.0,Basic,10.0,581276.08
CUST_4NCT26,14139.73,114,1.0,Basic,7.0,113117.84
CUST_4NG7T7,21338.77,104,1.0,Standard,11.0,256065.24
CUST_4NJHU7,82569.37,150,3.0,Basic,19.0,1651387.4
CUST_4NKAMN,29826.49,172,1.0,Standard,7.0,238611.92
CUST_4NMFW8,73559.69,11,1.0,Premium,16.0,1250514.73
CUST_4NR718,2026.73,122,2.0,Standard,32.0,66882.09
CUST_4NRP1S,88543.37,190,1.0,Premium,34.0,3099017.9499999997
CUST_4NUM1B,89047.1,107,3.0,Basic,34.0,3116648.5
CUST_4NUW06,12869.97,105,4.0,Basic,27.0,360359.16
CUST_4O0UBQ,20611.38,23,3.0,Basic,11.0,247336.56
CUST_4O3JZS,72999.75,10,4.0,Basic,10.0,802997.25
CUST_4O8M3G,94276.3,108,3.0,Basic,35.0,3393946.8000000003
CUST_4O9J75,60137.54,143,1.0,Standard,2.0,180412.62
CUST_4OEL7H,2832.46,2,4.0,Standard,28.0,82141.34
CUST_4OK289,51995.44,63,1.0,Basic,23.0,1247890.56
CUST_4OO1HU,39103.81,102,2.0,Basic,2.0,117311.43
CUST_4OYL6Z,60416.9,19,2.0,Premium,31.0,1933340.8
CUST_4P0ZF8,74006.62,93,3.0,Basic,18.0,1406125.7799999998
CUST_4P32U7,26675.38,37,4.0,Premium,34.0,933638.3
CUST_4P9WLG,57814.94,54,2.0,Standard,32.0,1907893.02
CUST_4PE64W,83426.63,141,2.0,Premium,31.0,2669652.16
CUST_4PKDJH,43494.75,88,3.0,Premium,22.0,1000379.25
CUST_4PS2CI,45568.9,126,3.0,Basic,23.0,1093653.6
CUST_4PW8MD,91419.48,183,3.0,Basic,11.0,1097033.76
CUST_4PZ6RZ,22980.23,160,2.0,Premium,34.0,804308.0499999999
CUST_4Q7MFB,67485.0,152,2.0,Basic,13.0,944790.0
CUST_4QAWVE,51997.03,70,2.0,Premium,24.0,1299925.75
CUST_4QB6NM,86083.7,169,3.0,Premium,3.0,344334.8
CUST_4QD2WD,28383.34,126,2.0,Standard,13.0,397366.76
CUST_4R1NEH,76175.76,92,2.0,Basic,26.0,2056745.5199999998
CUST_4R4JJI,80094.74,52,3.0,Premium,27.0,2242652.72
CUST_4RM19Y,87432.14,64,1.0,Standard,14.0,1311482.1
CUST_4RQ4Q4,42981.93,5,4.0,Premium,24.0,1074548.25
CUST_4RUUNL,98418.42,57,1.0,Premium,13.0,1377857.88
CUST_4RVYH2,64670.43,131,2.0,Standard,14.0,970056.45
CUST_4S58HO,28071.39,119,2.0,Basic,18.0,533356.41
CUST_4SJA8K,15399.47,159,3.0,Standard,35.0,554380.9199999999
CUST_4SPD52,38941.73,136,1.0,Premium,31.0,1246135.36
CUST_4SRBWL,87722.54,149,4.0,Standard,9.0,877225.3999999999
CUST_4T8DV2,10906.87,40,2.0,Premium,32.0,359926.71
CUST_4T8KF5,53482.49,91,4.0,Standard,17.0,962684.82
CUST_4TMR2N,64769.46,102,3.0,Standard,20.0,1360158.66
CUST_4TXCBZ,46499.65,178,4.0,Basic,28.0,1348489.85
CUST_4U5EXM,81877.21,173,3.0,Basic,12.0,1064403.73
CUST_4UA5ZN,87369.97,104,4.0,Basic,29.0,2621099.1
CUST_4ULSB4,55228.31,125,1.0,Standard,23.0,1325479.44
CUST_4UQ9TF,40568.76,183,1.0,Basic,10.0,446256.36000000004
CUST_4V50TA,37506.31,127,3.0,Standard,17.0,675113.58
CUST_4VABJP,39477.24,199,4.0,Premium,30.0,1223794.44
CUST_4VJVLC,98608.81,58,4.0,Premium,6.0,690261.6699999999
CUST_4VMRN2,81995.21,180,3.0,Standard,6.0,573966.4700000001
CUST_4VS20A,90898.74,14,2.0,Premium,27.0,2545164.72
CUST_4VS815,14703.82,3,2.0,Basic,27.0,411706.95999999996
CUST_4VUTZ8,51119.94,67,3.0,Premium,15.0,817919.04
CUST_4VUZU1,94541.73,7,4.0,Premium,1.0,189083.46
CUST_4W4M0M,38522.1,9,4.0,Premium,4.0,192610.5
CUST_4WAOPD,46099.53,121,1.0,Standard,3.0,184398.12
CUST_4WDFY0,58832.78,67,2.0,Basic,23.0,1411986.72
CUST_4WG12K,91618.88,37,2.0,Premium,13.0,1282664.32
CUST_4WJ88Y,56803.82,60,1.0,Standard,1.0,113607.64
CUST_4WKZCH,40485.15,47,4.0,Basic,27.0,1133584.2
CUST_4WMPDY,75983.83,28,4.0,Basic,27.0,2127547.24
CUST_4WNID7,49124.76,101,2.0,Premium,28.0,1424618.04
CUST_4WP62N,17045.23,34,3.0,Premium,35.0,613628.28
CUST_4WUUOK,87517.72,135,3.0,Basic,15.0,1400283.52
CUST_4WXMXI,85107.82,110,1.0,Standard,12.0,1106401.6600000001
CUST_4X2R81,61480.13,159,2.0,Standard,4.0,307400.64999999997
CUST_4X3BAA,48859.07,172,1.0,Basic,6.0,342013.49
CUST_4X7CB2,59161.53,194,3.0,Standard,21.0,1301553.66
CUST_4XFNYB,4915.3,158,2.0,Basic,30.0,152374.30000000002
CUST_4XFZD4,59117.83,117,2.0,Basic,26.0,1596181.4100000001
CUST_4XQU2R,35707.24,178,3.0,Premium,13.0,499901.36
CUST_4XZPVK,97901.93,16,2.0,Basic,16.0,1664332.8099999998
CUST_4Y22T1,69630.88,28,1.0,Premium,5.0,417785.28
CUST_4Y42OE,10362.47,160,3.0,Basic,30.0,321236.57
CUST_4Y4HL2,38092.86,185,3.0,Basic,12.0,495207.18
CUST_4Y8ZDK,21232.37,56,4.0,Basic,29.0,636971.1
CUST_4YAFB7,11748.4,145,2.0,Basic,10.0,129232.4
CUST_4YERN4,94324.61,137,3.0,Basic,22.0,2169466.03
CUST_4YI444,78488.12,123,1.0,Premium,7.0,627904.96
CUST_4YNHJQ,47331.09,119,2.0,Premium,1.0,94662.18
CUST_4YP7DP,21092.61,149,1.0,Basic,18.0,400759.59
CUST_4YXW84,98591.26,95,2.0,Basic,12.0,1281686.38
CUST_4Z25XE,24904.77,122,4.0,Standard,33.0,846762.18
CUST_4Z5XUS,67521.79,85,4.0,Basic,15.0,1080348.64
CUST_4Z6RN4,27761.43,183,2.0,Basic,17.0,499705.74
CUST_4ZC1NT,92846.49,75,3.0,Standard,5.0,557078.9400000001
CUST_4ZFTY1,92533.32,121,1.0,Premium,20.0,1943199.7200000002
CUST_4ZGIDY,68485.03,35,2.0,Premium,25.0,1780610.78
CUST_4ZHTSY,79910.84,191,3.0,Standard,12.0,1038840.9199999999
CUST_4ZKT4E,13842.62,31,2.0,Premium,1.0,27685.24
CUST_4ZQBSE,1433.69,45,4.0,Standard,10.0,15770.59
CUST_4ZUHY7,1320.39,117,3.0,Premium,17.0,23767.02
CUST_4ZYL92,5671.98,114,4.0,Standard,26.0,153143.46
CUST_5060VD,31016.51,82,1.0,Premium,1.0,62033.02
CUST_50A5HH,29110.45,136,4.0,Standard,28.0,844203.05
CUST_50EAE2,44175.92,118,2.0,Standard,25.0,1148573.92
CUST_50IZSN,17989.71,133,3.0,Basic,2.0,53969.13
CUST_511LVO,45758.54,115,4.0,Basic,26.0,1235480.58
CUST_518Q03,88882.16,169,2.0,Standard,10.0,977703.76
CUST_51BJFV,64520.15,19,1.0,Standard,12.0,838761.9500000001
CUST_51BWNC,58594.52,141,2.0,Premium,21.0,1289079.44
CUST_51C3DY,60570.58,97,2.0,Premium,18.0,1150841.02
CUST_51COD1,95108.84,112,3.0,Premium,6.0,665761.88
CUST_51D16V,48278.6,72,3.0,Standard,34.0,1689751.0
CUST_51K5AZ,16589.89,133,4.0,Basic,22.0,381567.47
CUST_51YFZW,7416.15,191,3.0,Basic,20.0,155739.15
CUST_52IXBQ,61552.13,8,3.0,Premium,20.0,1292594.73
CUST_52K9NO,86006.73,193,3.0,Standard,35.0,3096242.28
CUST_52MR2O,55425.86,37,1.0,Basic,32.0,1829053.3800000001
CUST_52MWI1,74504.26,37,4.0,Standard,34.0,2607649.0999999996
CUST_52RKAE,34076.41,105,3.0,Standard,8.0,306687.69000000006
CUST_531MVQ,80551.39,146,1.0,Standard,15.0,1288822.24
CUST_535L0B,85396.4,34,4.0,Standard,29.0,2561892.0
CUST_53CASL,74124.32,13,1.0,Standard,2.0,222372.96000000002
CUST_53I528,7089.05,81,4.0,Basic,17.0,127602.90000000001
CUST_53JR51,47318.46,116,1.0,Premium,5.0,283910.76
CUST_53KA7V,52868.69,62,2.0,Standard,21.0,1163111.1800000002
CUST_53KKWG,89774.3,61,1.0,Basic,34.0,3142100.5
CUST_53Q3OS,33525.41,57,1.0,Basic,13.0,469355.74000000005
CUST_53ZDLI,51573.27,168,2.0,Premium,22.0,1186185.21
CUST_540RA0,59702.89,112,3.0,Premium,17.0,1074652.02
CUST_543NE7,84128.13,52,4.0,Basic,6.0,588896.91
CUST_543UIR,5414.66,84,2.0,Standard,2.0,16243.98
CUST_5454MW,73044.82,91,1.0,Premium,29.0,2191344.6
CUST_545LNV,90875.89,19,1.0,Premium,12.0,1181386.57
CUST_54AJRD,24702.95,177,2.0,Basic,29.0,741088.5
CUST_54KY44,69615.28,25,1.0,Premium,4.0,348076.4
CUST_54NTDL,77788.09,182,3.0,Basic,22.0,1789126.0699999998
CUST_54QJZO,41951.91,198,3.0,Basic,33.0,1426364.9400000002
CUST_54UXQC,35367.12,189,4.0,Basic,14.0,530506.8
CUST_54WEDL,45159.42,55,1.0,Basic,9.0,451594.19999999995
CUST_550G60,41524.89,179,3.0,Basic,15.0,664398.24
CUST_553O0B,17878.68,57,1.0,Premium,8.0,160908.12
CUST_55844D,91343.05,139,2.0,Premium,25.0,2374919.3000000003
CUST_55CE9C,42682.28,177,4.0,Premium,20.0,896327.88
CUST_55QOUZ,32556.88,56,4.0,Standard,12.0,423239.44
CUST_55TQG5,17705.35,63,3.0,Basic,10.0,194758.84999999998
CUST_55ZL87,56325.43,125,4.0,Basic,18.0,1070183.17
CUST_560TDC,23742.33,149,2.0,Basic,22.0,546073.5900000001
CUST_5634EJ,58631.72,144,3.0,Premium,7.0,469053.76
CUST_566V38,82150.58,98,4.0,Premium,33.0,2793119.72
CUST_568A5K,94482.48,42,3.0,Basic,29.0,2834474.4
CUST_56A77C,15227.0,164,1.0,Basic,21.0,334994.0
CUST_56K6FU,71807.58,114,3.0,Basic,7.0,574460.64
CUST_56OKYQ,84408.33,6,1.0,Premium,33.0,2869883.22
CUST_56ON56,7213.03,127,2.0,Standard,1.0,14426.06
CUST_56Q79U,15590.94,22,4.0,Standard,3.0,62363.76
CUST_56UA2E,60121.75,99,4.0,Basic,10.0,661339.25
CUST_56X2X1,8506.83,15,2.0,Standard,32.0,280725.39
CUST_56Z1QX,81351.6,192,4.0,Standard,19.0,1627032.0
CUST_56ZS83,91564.58,153,4.0,Standard,3.0,366258.32
CUST_574HSJ,59952.2,190,3.0,Premium,30.0,1858518.2
CUST_57ZN3E,34829.7,1,4.0,Basic,34.0,1219039.5
CUST_58J38Y,71737.45,164,2.0,Premium,8.0,645637.0499999999
CUST_58QN7Y,96190.55,85,3.0,Premium,6.0,673333.85
CUST_58R8XH,53131.68,8,1.0,Basic,33.0,1806477.12
CUST_58WORF,24193.78,28,1.0,Premium,29.0,725813.3999999999
CUST_58ZS65,76915.03,98,4.0,Premium,9.0,769150.3
CUST_59H31N,75314.85,189,3.0,Basic,18.0,1430982.1500000001
CUST_59I0KJ,77873.75,174,2.0,Premium,1.0,155747.5
CUST_59ITH8,9769.53,163,3.0,Premium,25.0,254007.78000000003
CUST_59L3R9,3611.54,112,4.0,Basic,15.0,57784.64
CUST_5A1V97,77035.71,170,1.0,Basic,29.0,2311071.3000000003
CUST_5A32J3,79548.0,125,4.0,Basic,32.0,2625084.0
CUST_5A76RY,33371.97,2,3.0,Basic,8.0,300347.73
CUST_5AFMIX,69665.64,159,4.0,Premium,24.0,1741641.0
CUST_5AI5W5,14667.03,100,1.0,Premium,25.0,381342.78
CUST_5AMGPC,41014.22,152,3.0,Premium,16.0,697241.74
CUST_5AP550,22317.28,77,1.0,Standard,22.0,513297.43999999994
CUST_5B3RGM,27951.13,133,2.0,Standard,16.0,475169.21
CUST_5B8DJG,50541.83,71,4.0,Premium,23.0,1213003.92
CUST_5BLDTR,94387.64,155,4.0,Basic,9.0,943876.4
CUST_5BPDU1,26607.88,198,4.0,Premium,9.0,266078.8
CUST_5BU9J3,28425.4,188,4.0,Premium,24.0,710635.0
CUST_5BXDE3,56559.46,45,1.0,Basic,19.0,1131189.2
CUST_5BXMON,17844.53,56,2.0,Basic,16.0,303357.01
CUST_5C22VD,3095.16,197,3.0,Premium,29.0,92854.79999999999
CUST_5CE6O2,57668.69,193,3.0,Standard,16.0,980367.73
CUST_5CQNMU,20425.78,55,1.0,Standard,14.0,306386.69999999995
CUST_5CXCPH,82760.61,18,1.0,Basic,34.0,2896621.35
CUST_5D1FTF,56462.47,33,3.0,Basic,1.0,112924.94
CUST_5DAMII,43366.4,52,2.0,Basic,11.0,520396.80000000005
CUST_5DJSP6,14182.68,190,3.0,Premium,35.0,510576.48
CUST_5DKBUQ,5994.26,68,4.0,Premium,9.0,59942.600000000006
CUST_5DL4HJ,50077.75,123,2.0,Basic,24.0,1251943.75
CUST_5DRCHI,55487.05,1,2.0,Premium,14.0,832305.75
CUST_5DT8ZD,75254.67,7,1.0,Basic,21.0,1655602.74
CUST_5DW96Y,34802.5,61,1.0,Standard,12.0,452432.5
CUST_5DXB54,24719.53,169,3.0,Basic,7.0,197756.24
CUST_5DY5DA,9824.1,150,2.0,Basic,9.0,98241.0
CUST_5EO8N1,57874.6,39,4.0,Basic,26.0,1562614.2
CUST_5EQWE1,23079.95,133,3.0,Premium,16.0,392359.15
CUST_5ES9VQ,97138.5,27,2.0,Basic,14.0,1457077.5
CUST_5ESXXS,84826.89,31,4.0,Basic,27.0,2375152.92
CUST_5EW2XM,46384.11,117,4.0,Premium,34.0,1623443.85
CUST_5EXYBK,46712.13,121,4.0,Premium,23.0,1121091.1199999999
CUST_5EZQSU,82438.68,37,2.0,Basic,22.0,1896089.64
CUST_5F0Q3I,37759.02,69,1.0,Standard,33.0,1283806.68
CUST_5FOZEA,66394.51,175,2.0,Standard,13.0,929523.1399999999
CUST_5FTPA4,98492.0,81,2.0,Basic,21.0,2166824.0
CUST_5FV7MY,16592.91,138,4.0,Premium,31.0,530973.12
CUST_5G56VQ,53723.82,199,3.0,Premium,34.0,1880333.7
CUST_5G9JD7,57331.7,148,2.0,Basic,24.0,1433292.5
CUST_5G9RXC,80294.71,122,4.0,Standard,15.0,1284715.36
CUST_5GBMZE,45298.6,39,3.0,Basic,29.0,1358958.0
CUST_5GBY7O,88554.67,8,2.0,Standard,27.0,2479530.76
CUST_5GF1VD,31820.05,93,1.0,Basic,19.0,636401.0
CUST_5GI56S,68570.64,84,4.0,Standard,19.0,1371412.8
CUST_5GPN6P,95763.01,133,3.0,Standard,24.0,2394075.25
CUST_5GYN65,30245.36,34,4.0,Standard,1.0,60490.72
CUST_5H3IA1,27289.7,179,3.0,Standard,8.0,245607.30000000002
CUST_5H5AZ6,87917.7,160,4.0,Standard,28.0,2549613.3
CUST_5H97PL,33107.12,29,2.0,Standard,23.0,794570.8800000001
CUST_5HCUWT,30417.89,172,2.0,Basic,23.0,730029.36
CUST_5HEAGA,67503.52,119,1.0,Standard,11.0,810042.24
CUST_5HM3EQ,96291.44,10,4.0,Premium,7.0,770331.52
CUST_5HWU04,12576.08,24,3.0,Standard,9.0,125760.8
CUST_5I1TFZ,57336.26,21,1.0,Premium,21.0,1261397.72
CUST_5I3EEN,77942.4,190,4.0,Basic,35.0,2805926.4
CUST_5I8OPT,42384.17,34,3.0,Basic,30.0,1313909.27
CUST_5IEV28,94732.66,190,1.0,Basic,20.0,1989385.86
CUST_5IJPJG,80017.65,199,2.0,Premium,32.0,2640582.4499999997
CUST_5IOXX1,88119.65,171,2.0,Premium,31.0,2819828.8
CUST_5IPF6Q,9285.73,174,1.0,Basic,16.0,157857.41
CUST_5IQ9CJ,78197.68,172,2.0,Standard,10.0,860174.48
CUST_5IVTKO,98363.59,79,1.0,Premium,25.0,2557453.34
CUST_5IY04S,71493.23,65,2.0,Premium,7.0,571945.84
CUST_5J526M,55597.65,57,4.0,Standard,29.0,1667929.5
CUST_5J6TK0,50767.43,115,2.0,Premium,6.0,355372.01
CUST_5JB93O,20660.64,14,4.0,Basic,19.0,413212.8
CUST_5JILV2,5037.81,196,3.0,Basic,25.0,130983.06000000001
CUST_5JKQL4,1257.46,93,4.0,Basic,23.0,30179.04
CUST_5JSKRQ,96196.84,94,1.0,Premium,34.0,3366889.4
CUST_5JVV1Y,94914.72,63,4.0,Basic,3.0,379658.88
CUST_5JXK5L,66222.13,84,3.0,Standard,19.0,1324442.6
CUST_5K2SF3,59898.11,32,2.0,Standard,26.0,1617248.97
CUST_5KCOBV,23882.38,189,1.0,Standard,11.0,286588.56
CUST_5KESJF,7719.75,137,3.0,Premium,12.0,100356.75
CUST_5KMCJ6,75467.79,9,2.0,Basic,3.0,301871.16
CUST_5KQ2BF,42014.88,193,2.0,Basic,21.0,924327.36
CUST_5KX9T4,69180.49,32,4.0,Premium,18.0,1314429.31
CUST_5KXN43,47133.96,121,4.0,Basic,25.0,1225482.96
CUST_5KZOAM,95642.81,168,3.0,Premium,25.0,2486713.06
CUST_5KZV1U,54416.75,192,3.0,Premium,29.0,1632502.5
CUST_5L1H9S,47572.7,149,3.0,Standard,18.0,903881.2999999999
CUST_5L35S4,56232.27,162,1.0,Basic,25.0,1462039.02
CUST_5LFQ4N,57564.65,177,4.0,Premium,21.0,1266422.3
CUST_5LOTZM,41298.26,108,2.0,Premium,21.0,908561.7200000001
CUST_5LT1NR,73241.15,190,4.0,Standard,28.0,2123993.3499999996
CUST_5LVLEE,53124.92,185,1.0,Basic,14.0,796873.7999999999
CUST_5LWAKL,99006.94,120,3.0,Basic,3.0,396027.76
CUST_5LWRRD,44037.0,196,4.0,Standard,13.0,616518.0
CUST_5LXJ68,58214.74,183,3.0,Standard,8.0,523932.66
CUST_5LY97U,9611.13,168,4.0,Premium,28.0,278722.76999999996
CUST_5M2VRW,77627.48,159,3.0,Standard,15.0,1242039.68
CUST_5M4PCI,68615.3,156,4.0,Premium,9.0,686153.0
CUST_5MFA73,60727.63,52,4.0,Standard,12.0,789459.19
CUST_5MG94K,68225.21,14,3.0,Premium,30.0,2114981.5100000002
CUST_5MLC3L,48649.89,122,3.0,Standard,25.0,1264897.14
CUST_5MMMML,96842.49,101,3.0,Basic,10.0,1065267.3900000001
CUST_5MTLML,66995.39,37,3.0,Standard,27.0,1875870.92
CUST_5N1TZD,69092.87,154,1.0,Standard,32.0,2280064.71
CUST_5N31QL,87641.59,99,3.0,Premium,27.0,2453964.52
CUST_5NDB2L,80877.65,16,2.0,Basic,3.0,323510.6
CUST_5NI2CS,10213.69,83,1.0,Basic,22.0,234914.87000000002
CUST_5NMUEU,29048.3,114,3.0,Basic,26.0,784304.1
CUST_5NN42N,16494.92,1,1.0,Premium,6.0,115464.43999999999
CUST_5NYQ4T,12876.1,166,4.0,Basic,18.0,244645.9
CUST_5O3XRF,10267.98,100,4.0,Standard,34.0,359379.3
CUST_5OJP2M,4822.39,133,1.0,Basic,25.0,125382.14000000001
CUST_5OKZDF,52280.63,34,3.0,Premium,22.0,1202454.49
CUST_5OMTL3,2164.53,153,1.0,Standard,15.0,34632.48
CUST_5ON9BN,5542.62,149,3.0,Standard,32.0,182906.46
CUST_5OP5QU,30414.98,91,3.0,Premium,27.0,851619.44
CUST_5ORY8H,9181.41,24,3.0,Premium,27.0,257079.47999999998
CUST_5OUVK9,30247.73,24,2.0,Premium,27.0,846936.44
CUST_5OZEHM,3702.14,32,2.0,Basic,3.0,14808.56
CUST_5P140N,17075.35,190,4.0,Premium,28.0,495185.14999999997
CUST_5P27Q9,53250.69,12,4.0,Basic,17.0,958512.42
CUST_5P2GSK,98886.23,18,2.0,Premium,12.0,1285520.99
CUST_5PCFFT,93131.85,138,1.0,Premium,17.0,1676373.3
CUST_5PF0ON,35687.92,162,3.0,Standard,13.0,499630.88
CUST_5PI0E8,47075.58,100,4.0,Basic,9.0,470755.80000000005
CUST_5PLNJ5,44479.87,41,1.0,Standard,22.0,1023037.01
CUST_5PWZAO,17086.11,159,4.0,Basic,22.0,392980.53
CUST_5PXDBJ,69678.34,131,2.0,Basic,16.0,1184531.78
CUST_5Q31DJ,93680.09,8,2.0,Premium,14.0,1405201.3499999999
CUST_5Q3LRP,97165.28,190,2.0,Standard,18.0,1846140.32
CUST_5Q5N0L,53788.3,2,1.0,Basic,23.0,1290919.2000000002
CUST_5Q6HJD,47867.53,190,4.0,Standard,1.0,95735.06
CUST_5Q81M3,12078.49,65,1.0,Standard,31.0,386511.68
CUST_5R4SSU,51619.58,95,1.0,Standard,16.0,877532.86
CUST_5R52LL,5405.17,197,4.0,Basic,18.0,102698.23
CUST_5RA66T,24747.02,55,4.0,Premium,24.0,618675.5
CUST_5RB5MC,29106.6,78,1.0,Premium,8.0,261959.4
CUST_5RON6U,95260.16,78,4.0,Premium,2.0,285780.48
CUST_5S0HQQ,13016.31,13,2.0,Premium,1.0,26032.62
CUST_5S56H4,8888.3,93,3.0,Basic,32.0,293313.89999999997
CUST_5SBNZL,46800.55,124,2.0,Premium,22.0,1076412.6500000001
CUST_5SBVU0,38636.18,117,2.0,Basic,27.0,1081813.04
CUST_5SE1ZO,52804.61,19,3.0,Basic,27.0,1478529.08
CUST_5SJSSN,31073.83,129,4.0,Premium,35.0,1118657.8800000001
CUST_5SK17H,4831.83,70,3.0,Standard,15.0,77309.28
CUST_5SMOKQ,78346.83,188,1.0,Standard,3.0,313387.32
CUST_5SXOFW,13032.5,97,4.0,Premium,29.0,390975.0
CUST_5T0VK1,81242.72,36,2.0,Basic,14.0,1218640.8
CUST_5T5WMU,51010.81,146,1.0,Premium,8.0,459097.29
CUST_5T90YQ,9524.05,89,2.0,Premium,30.0,295245.55
CUST_5TDWQ3,19181.25,94,2.0,Premium,3.0,76725.0
CUST_5U1E18,83530.73,179,3.0,Premium,2.0,250592.19
CUST_5U552A,95824.99,85,2.0,Basic,25.0,2491449.74
CUST_5UE2O3,31842.09,142,1.0,Standard,32.0,1050788.97
CUST_5UEPNU,86511.03,88,1.0,Basic,30.0,2681841.93
CUST_5UHNKL,40150.34,170,1.0,Standard,18.0,762856.46
CUST_5UR2LA,39325.07,73,3.0,Basic,31.0,1258402.24
CUST_5UT8AR,57056.35,115,4.0,Premium,18.0,1084070.65
CUST_5UV66B,90057.68,36,3.0,Basic,34.0,3152018.8
CUST_5VBKA5,41909.18,176,3.0,Standard,23.0,1005820.3200000001
CUST_5VFXUR,4082.49,76,4.0,Premium,15.0,65319.84
CUST_5VH6HP,68920.73,106,1.0,Basic,14.0,1033810.95
CUST_5VHRUN,34437.49,66,1.0,Basic,31.0,1101999.68
CUST_5VPH0S,27000.69,42,2.0,Basic,8.0,243006.21
CUST_5VTK0Q,37921.18,47,1.0,Standard,16.0,644660.06
CUST_5VUJAS,19928.5,11,3.0,Standard,4.0,99642.5
CUST_5W0DXQ,93451.04,94,2.0,Premium,6.0,654157.2799999999
CUST_5W1OCB,22039.2,144,2.0,Premium,11.0,264470.4
CUST_5W43YP,14920.13,195,2.0,Basic,11.0,179041.56
CUST_5W4I6F,85176.23,67,3.0,Standard,34.0,2981168.05
CUST_5W4XW0,84424.99,100,3.0,Premium,16.0,1435224.83
CUST_5WDGVD,23971.62,154,3.0,Basic,7.0,191772.96
CUST_5WGBYL,18508.29,112,3.0,Premium,13.0,259116.06
CUST_5WH5XA,58164.2,77,4.0,Standard,6.0,407149.39999999997
CUST_5WMR0A,4415.6,158,1.0,Standard,7.0,35324.8
CUST_5WR39I,26268.65,106,4.0,Standard,18.0,499104.35000000003
CUST_5WUVWF,42107.2,91,3.0,Premium,23.0,1010572.7999999999
CUST_5WUYMB,69181.36,197,1.0,Premium,21.0,1521989.92
CUST_5WVLV7,38693.05,20,3.0,Basic,19.0,773861.0
CUST_5X02VH,4176.68,83,1.0,Premium,26.0,112770.36000000002
CUST_5X4K2X,94941.14,157,3.0,Premium,33.0,3227998.76
CUST_5X9NTN,24029.43,120,2.0,Standard,23.0,576706.3200000001
CUST_5XF4IX,65510.18,91,3.0,Standard,22.0,1506734.14
CUST_5XKGSP,69208.94,44,4.0,Premium,33.0,2353103.96
CUST_5XWWD1,25295.31,126,2.0,Standard,18.0,480610.89
CUST_5XXINI,34067.19,194,4.0,Standard,18.0,647276.6100000001
CUST_5XZLEZ,76437.05,87,3.0,Basic,30.0,2369548.5500000003
CUST_5Y2SF1,43398.22,36,1.0,Basic,15.0,694371.52
CUST_5Y6D47,43713.78,55,2.0,Basic,7.0,349710.24
CUST_5YB96K,45081.65,134,2.0,Premium,1.0,90163.3
CUST_5YI9UB,41437.65,32,1.0,Standard,33.0,1408880.1
CUST_5YKT36,74681.29,181,2.0,Standard,13.0,1045538.0599999999
CUST_5YXW3T,98083.61,26,3.0,Premium,10.0,1078919.71
CUST_5Z0SLS,17561.58,46,1.0,Premium,14.0,263423.7
CUST_5Z1IXO,32612.15,23,3.0,Basic,32.0,1076200.95
CUST_5Z2VKW,23384.8,132,4.0,Basic,6.0,163693.6
CUST_5Z5EVH,25186.29,181,1.0,Basic,34.0,881520.15
CUST_5Z9NZI,54323.65,38,4.0,Premium,9.0,543236.5
CUST_5ZE0IS,52556.14,181,4.0,Standard,32.0,1734352.6199999999
CUST_5ZF7GS,71540.26,177,4.0,Premium,29.0,2146207.8
CUST_5ZK0J5,84499.69,113,4.0,Basic,34.0,2957489.15
CUST_5ZKICR,23324.5,80,3.0,Standard,19.0,466490.0
CUST_5ZNQUJ,34753.18,30,4.0,Basic,28.0,1007842.22
CUST_5ZO1B2,81549.66,131,2.0,Basic,28.0,2364940.14
CUST_5ZP3GH,9761.7,116,3.0,Standard,4.0,48808.5
CUST_5ZSCEP,73738.07,93,1.0,Premium,10.0,811118.77
CUST_603RZ2,63545.16,170,4.0,Standard,8.0,571906.4400000001
CUST_604J92,29103.52,118,4.0,Basic,6.0,203724.64
CUST_60JMA5,52443.05,154,2.0,Basic,17.0,943974.9
CUST_60R3GO,11825.41,192,2.0,Standard,30.0,366587.71
CUST_60UU6F,98257.58,184,2.0,Basic,30.0,3045984.98
CUST_621RU2,59818.48,107,3.0,Premium,35.0,2153465.2800000003
CUST_6245RN,26108.81,191,1.0,Premium,24.0,652720.25
CUST_6277GC,55380.64,88,3.0,Standard,3.0,221522.56
CUST_627ZAO,77138.87,32,2.0,Standard,29.0,2314166.0999999996
CUST_629CAH,25675.93,56,1.0,Premium,4.0,128379.65
CUST_62HEOE,83240.4,116,2.0,Basic,26.0,2247490.8
CUST_62IGQR,92264.69,192,3.0,Standard,27.0,2583411.3200000003
CUST_62NCV5,82956.36,151,3.0,Standard,24.0,2073909.0
CUST_62P5TY,87930.1,148,2.0,Basic,5.0,527580.6000000001
CUST_62WK6G,41068.46,9,1.0,Basic,30.0,1273122.26
CUST_63A8FI,76774.56,12,2.0,Premium,5.0,460647.36
CUST_63GSH5,41583.42,189,3.0,Basic,19.0,831668.3999999999
CUST_63GYTV,36275.47,145,1.0,Standard,35.0,1305916.92
