Month,Discount_Level,Conversions,Revenue_Generated
2029-06,58,320,71180.46
2029-06,60,210,32556.88
2029-06,63,466,36076.93
2029-06,67,1060,77461.43000000001
2029-07,15,863,21227.06
2029-07,16,1604,167347.13
2029-07,18,216,137546.69
2029-07,22,990,47543.32
2029-07,23,574,60962.88
2029-07,26,613,29542.51
2029-07,27,339,66774.73
2029-07,31,44,30296.55
2029-07,32,1974,161939.66
2029-07,33,837,75259.0
2029-07,34,532,99753.11
2029-07,38,933,86923.76
2029-07,41,482,94276.3
2029-07,45,89,34760.92
2029-07,46,881,23384.8
2029-07,49,946,97629.81
2029-07,50,181,52556.14
2029-07,53,602,4488.88
2029-07,54,873,77756.85
2029-07,57,908,29228.94
2029-07,60,453,94987.51
2029-07,61,959,25265.78
2029-07,66,102,39497.21
2029-07,68,824,16452.21
2029-07,69,652,98281.38
2029-08,11,1054,77977.63
2029-08,12,102,6522.97
2029-08,13,1661,36300.36
2029-08,14,994,60528.73
2029-08,16,52,98331.94
2029-08,18,750,39405.24
2029-08,24,276,22927.99
2029-08,25,1520,114828.19000000002
2029-08,26,774,31896.96
2029-08,28,633,129994.47
2029-08,29,721,24186.85
2029-08,30,511,49452.52
2029-08,31,949,19362.91
2029-08,32,653,92125.72
2029-08,33,482,6160.44
2029-08,34,642,10906.87
2029-08,35,1361,155063.63
2029-08,38,754,60112.840000000004
2029-08,39,849,119349.26
2029-08,46,43,74697.46
2029-08,49,297,120448.82
2029-08,51,316,81110.81
2029-08,53,698,28928.25
2029-08,58,821,9397.42
2029-08,59,895,46564.12
2029-08,61,329,11484.55
2029-08,65,885,9525.16
2029-09,17,375,61912.09
2029-09,20,1214,143048.55
2029-09,24,1219,112948.08
2029-09,27,566,45230.270000000004
2029-09,34,50,1114.68
2029-09,37,238,64127.25
2029-09,39,151,32447.01
2029-09,40,791,54898.3
2029-09,42,669,76345.96
2029-09,52,1101,63287.380000000005
2029-09,55,1174,96513.84000000001
2029-09,59,718,19038.36
2029-09,60,802,71701.42
2029-09,62,767,47688.57
2029-09,63,1304,123128.5
2029-09,65,259,64356.2
2029-09,66,899,65107.81
2029-10,15,22,68846.22
2029-10,20,810,112100.34
2029-10,22,91,88122.67
2029-10,28,929,85351.68
2029-10,29,711,89074.5
2029-10,31,104,4467.1
2029-10,36,1532,153411.28
2029-10,37,812,37235.53
2029-10,39,898,39104.37
2029-10,41,1684,78672.7
2029-10,42,1077,51855.77
2029-10,44,661,6664.3
2029-10,46,1104,40254.45
2029-10,49,119,1220.98
2029-10,52,78,22588.71
2029-10,54,197,92606.99
2029-10,55,1080,84162.54
2029-10,59,12,78978.02
2029-10,62,565,13232.28
2029-11,13,959,76772.87
2029-11,15,708,38512.42
2029-11,17,1208,100759.03
2029-11,24,366,16159.77
2029-11,25,846,76777.81
2029-11,27,614,65248.89
2029-11,28,414,18738.16
2029-11,33,3,73737.86
2029-11,36,146,18991.61
2029-11,37,201,21892.89
2029-11,38,49,72051.06
2029-11,40,223,156189.28
2029-11,41,772,42319.38
2029-11,44,470,35394.54
2029-11,45,173,68950.65
2029-11,46,875,81822.95
2029-11,49,226,50767.43
2029-11,50,1345,139609.91
2029-11,54,563,54047.97
2029-11,56,657,2089.89
2029-11,57,340,25849.120000000003
2029-11,59,379,76560.09
2029-11,60,244,65561.68
2029-11,64,710,85823.97
2029-11,65,886,90010.55
2029-11,68,326,98954.65
2029-12,11,6,53003.53
2029-12,17,619,92795.56
2029-12,23,421,84025.36
2029-12,25,962,67853.3
2029-12,28,242,80974.6
2029-12,29,947,44635.54
2029-12,30,1499,113541.48000000001
2029-12,31,1213,92836.66
2029-12,34,1313,99987.39
2029-12,40,969,7348.9
2029-12,41,387,75351.96
2029-12,43,55,57374.02
2029-12,46,369,4699.8
2029-12,51,318,34415.59
2029-12,52,702,1992.02
2029-12,54,278,22949.55
2029-12,60,355,45541.25
2029-12,61,865,90889.96
2029-12,62,440,55141.56
2029-12,63,401,72991.88
2029-12,64,904,49463.0
2029-12,65,339,13080.69
2029-12,66,530,9543.6
2029-12,67,716,87555.58
2029-12,68,669,77994.96
2029-12,69,576,71766.73
2030-01,10,1046,120099.67
2030-01,11,174,51020.41
2030-01,13,855,79548.0
2030-01,14,434,72015.97
2030-01,15,846,50671.5
2030-01,16,569,71026.39
2030-01,18,304,48536.41
2030-01,23,758,21893.25
2030-01,26,1068,171046.65
2030-01,28,286,16701.1
2030-01,29,159,5676.62
2030-01,31,851,24042.25
2030-01,35,819,22683.67
2030-01,42,124,47366.12
2030-01,43,676,89761.36
2030-01,44,203,63366.53999999999
2030-01,49,80,19150.94
2030-01,50,169,85965.74
2030-01,53,1167,81072.66
2030-01,56,576,28006.38
2030-01,58,743,63234.54
2030-01,59,359,64666.97
2030-01,60,574,95393.74
2030-01,61,589,85035.52
2030-01,63,1381,121903.78
2030-01,66,846,22237.949999999997
2030-01,68,583,110714.39
2030-02,12,493,76891.52
2030-02,14,500,31011.49
2030-02,16,513,21549.45
2030-02,17,1371,174089.66
2030-02,18,340,69462.45
2030-02,19,738,137001.61000000002
2030-02,20,659,52012.2
2030-02,21,291,60836.24
2030-02,22,244,60124.72
2030-02,23,862,81847.21
2030-02,24,1681,148742.14
2030-02,29,1705,84205.14
2030-02,30,564,42179.94
2030-02,31,887,34576.42
2030-02,35,598,29142.66
2030-02,38,273,65371.05
2030-02,43,701,9235.91
2030-02,48,767,86167.14
2030-02,50,698,24671.62
2030-02,55,1259,71030.66
2030-02,58,763,12254.43
2030-02,64,266,126366.26999999999
2030-02,66,145,93717.35
2030-02,67,574,69641.84
2030-03,11,808,29510.88
2030-03,12,630,97079.24
2030-03,13,176,61549.18
2030-03,15,927,15688.41
2030-03,18,1674,34958.46
2030-03,20,131,9351.96
2030-03,23,605,128304.14
2030-03,28,653,67630.64
2030-03,32,222,95482.95
2030-03,33,920,81830.45
2030-03,35,1270,101594.87999999999
2030-03,37,398,75196.87
2030-03,45,917,45392.05
2030-03,49,1454,132625.2
2030-03,55,476,75467.79
2030-03,61,941,61465.93
2030-03,62,586,84417.12
2030-03,64,307,92965.18
2030-03,67,455,27760.65
2030-04,11,436,42775.65
2030-04,16,567,9437.82
2030-04,18,1629,118124.37
2030-04,19,1033,79457.76
2030-04,25,293,46303.91
2030-04,26,1426,140408.54
2030-04,27,946,73678.9
2030-04,28,191,53582.07
2030-04,29,368,27096.0
2030-04,30,602,19478.46
2030-04,34,961,177910.56
2030-04,41,953,46099.53
2030-04,42,310,17374.77
2030-04,45,457,80058.59
2030-04,50,953,71541.38
2030-04,53,67,60416.9
2030-04,57,539,10717.23
2030-04,60,816,51412.77
2030-04,65,353,22669.44
2030-04,66,528,98675.79
2030-04,67,582,48785.42
2030-04,68,848,98451.27
2030-04,69,529,4940.66
2030-05,10,353,21009.87
2030-05,14,560,56297.34
2030-05,19,802,90430.55
2030-05,21,270,26648.18
2030-05,27,874,71575.28
2030-05,28,463,56908.91
2030-05,29,826,118417.26
2030-05,32,771,40237.23
2030-05,35,172,14795.51
2030-05,38,416,12970.82
2030-05,40,680,59581.53
2030-05,43,588,46153.86
2030-05,45,228,95210.21
2030-05,47,709,54378.63
2030-05,49,505,37505.67
2030-05,51,558,79149.86
2030-05,53,1651,81457.85
2030-05,59,38,155944.6
2030-05,60,563,97893.39
2030-05,62,797,28214.74
2030-05,64,772,55355.36
2030-05,67,223,27461.82
2030-06,11,917,65518.56
2030-06,13,263,67521.79
2030-06,14,1020,58487.73
2030-06,15,949,38525.18
2030-06,16,358,79142.79
2030-06,18,12,44406.01
2030-06,20,965,85028.92
2030-06,22,833,5743.28
2030-06,23,10,69827.25
2030-06,28,1452,243505.5
2030-06,29,163,18802.62
2030-06,31,567,141213.18
2030-06,34,1133,97344.87
2030-06,35,547,31350.29
2030-06,39,188,43922.32
2030-06,40,5,15846.68
2030-06,45,737,98697.09999999999
2030-06,47,770,88656.37
2030-06,49,2482,213576.27
2030-06,50,89,79783.22
2030-06,51,872,154792.18
2030-06,53,574,3172.55
2030-06,54,751,98432.58
2030-06,59,37,86792.56
2030-06,60,135,21508.48
2030-06,62,26,39423.31
2030-06,64,174,20779.92
2030-06,65,446,83655.7
2030-06,69,687,37912.57
2030-07,11,971,29201.09
2030-07,16,162,34733.19
2030-07,18,815,195580.03
2030-07,20,483,35858.68
2030-07,21,118,58856.46
2030-07,27,937,125693.89
2030-07,29,816,113842.93
2030-07,30,49,20451.34
2030-07,31,225,20254.24
2030-07,32,790,64788.16
2030-07,33,624,13714.66
2030-07,34,907,30860.57
2030-07,37,446,84259.31
2030-07,40,242,53763.51
2030-07,41,358,48168.24
2030-07,43,350,90928.16
2030-07,44,1626,15088.25
2030-07,50,453,91202.02
2030-07,51,1060,179466.07
2030-07,52,460,74017.03
2030-07,53,1097,37864.43
2030-07,54,236,36087.27
2030-07,56,430,7356.47
2030-07,57,635,39511.92
2030-07,60,53,64878.99
2030-07,66,979,138144.81
2030-07,67,962,53394.83
2030-07,68,521,93046.27
2030-07,69,863,17415.55
2030-08,10,980,19391.2
2030-08,12,1092,197713.23
2030-08,13,552,85176.23
2030-08,16,262,26022.16
2030-08,17,1558,59783.62
2030-08,18,258,5913.32
2030-08,23,30,61885.3
2030-08,24,1503,106651.79000000001
2030-08,29,687,102740.62
2030-08,31,1581,97057.43000000001
2030-08,34,656,8591.22
2030-08,41,906,120629.58
2030-08,44,109,65659.93
2030-08,47,483,54077.35
2030-08,48,488,44139.81
2030-08,50,755,180149.3
2030-08,51,273,58708.47
2030-08,52,880,60190.86
2030-08,53,998,28529.53
2030-08,56,386,34675.729999999996
2030-08,57,56,40131.0
2030-08,63,831,55763.0
2030-08,66,457,92494.33
2030-08,68,512,107475.42
2030-08,69,760,18860.71
2030-09,10,107,49659.16
2030-09,13,13,86042.95
2030-09,15,131,61948.08
2030-09,16,1123,132166.22999999998
2030-09,17,1087,43616.69
2030-09,21,1424,88360.61
2030-09,22,543,39935.93
2030-09,25,868,19744.41
2030-09,27,722,28701.35
2030-09,28,13,93358.17
2030-09,31,1202,66516.85
2030-09,33,1345,135195.61000000002
2030-09,35,324,75383.82
2030-09,38,1493,108089.42
2030-09,44,503,65750.93
2030-09,48,448,53684.67
2030-09,50,181,7948.32
2030-09,51,646,58219.03
2030-09,53,517,10584.26
2030-09,54,992,77298.79000000001
2030-09,59,1081,170726.08000000002
2030-09,61,222,30094.05
2030-09,64,1369,61936.03999999999
2030-09,66,272,29279.62
2030-09,67,1453,115442.43
2030-10,10,476,40051.0
2030-10,11,83,40568.76
2030-10,14,2118,163192.34999999998
2030-10,15,516,56151.77
2030-10,21,927,69765.4
2030-10,23,958,90163.3
2030-10,24,958,53439.93
2030-10,26,604,99408.01
2030-10,27,416,97002.24
2030-10,30,950,54313.36
2030-10,37,562,78586.68
2030-10,39,995,75845.71
2030-10,40,1062,18509.039999999997
2030-10,41,1007,110571.85
2030-10,47,1027,60090.270000000004
2030-10,48,259,86360.03
2030-10,49,54,50926.99
2030-10,53,775,83831.72
2030-10,54,270,74856.71
2030-10,56,430,47643.62
2030-10,58,3,90496.82
2030-10,59,935,99226.29
2030-10,60,368,90037.86
2030-10,63,807,10151.27
2030-10,66,798,28474.9
2030-11,11,117,25485.01
2030-11,12,645,28927.34
2030-11,13,919,24133.28
2030-11,18,1547,161136.40000000002
2030-11,23,983,48278.6
2030-11,24,722,27289.7
2030-11,27,17,51827.06
2030-11,28,837,34782.62
2030-11,34,469,94324.61
2030-11,35,504,56818.83
2030-11,38,612,89315.61
2030-11,39,368,1257.46
2030-11,40,675,62649.65
2030-11,42,521,4536.18
2030-11,45,20,27430.64
2030-11,46,573,15872.92
2030-11,47,436,147048.88
2030-11,48,1087,184228.58000000002
2030-11,52,680,125864.23
2030-11,53,3,91231.06
2030-11,57,1559,134185.55
2030-11,61,985,78383.66
2030-11,64,858,15315.1
2030-11,68,739,42651.52
2030-12,10,731,99303.65
2030-12,14,259,50491.97
2030-12,16,575,53250.69
2030-12,17,693,50875.64
2030-12,19,659,123481.0
2030-12,23,572,97555.02
2030-12,24,612,21536.02
2030-12,26,31,8417.94
2030-12,27,497,48679.8
2030-12,28,18,76085.0
2030-12,29,1684,104864.05
2030-12,31,828,18787.67
2030-12,34,161,75760.92
2030-12,36,901,27660.3
2030-12,37,595,31820.05
2030-12,40,918,69266.01
2030-12,42,211,70508.45
2030-12,45,714,86203.24
2030-12,51,1144,118755.14
2030-12,54,857,20264.44
2030-12,55,529,21309.25
2030-12,56,585,66866.52
2030-12,66,619,39622.57
2031-01,10,775,13825.02
2031-01,12,143,60727.63
2031-01,14,476,17037.25
2031-01,16,645,40772.52
2031-01,19,621,16618.89
2031-01,20,102,81289.67
2031-01,21,668,17705.22
2031-01,29,279,64134.34
2031-01,30,369,88439.8
2031-01,36,1635,171029.73
2031-01,39,1416,101721.88
2031-01,40,385,78726.26
2031-01,41,540,98788.1
2031-01,42,621,47087.88
2031-01,43,437,62090.57
2031-01,48,609,74426.81
2031-01,51,79,63570.59
2031-01,54,113,84280.49
2031-01,57,306,37921.18
2031-01,58,1161,157628.53
2031-01,59,988,61472.9
2031-01,63,735,89634.35
2031-01,68,374,4415.6
2031-02,14,132,94311.17
2031-02,18,165,22531.2
2031-02,19,1105,107880.29
2031-02,21,546,76153.77
2031-02,25,597,51619.58
2031-02,27,1385,27650.79
2031-02,31,984,98473.05
2031-02,34,1645,106445.69
2031-02,35,503,35345.82
2031-02,36,1619,117022.29000000001
2031-02,37,125,44726.5
2031-02,38,827,137606.4
2031-02,40,296,17350.83
2031-02,48,390,98547.86
2031-02,49,52,94383.72
2031-02,50,86,41097.95
2031-02,51,463,83386.09
2031-02,53,623,83563.27
2031-02,54,283,41030.24
2031-02,55,814,15142.53
2031-02,59,674,35043.5
2031-02,65,1190,36228.05
2031-02,66,951,99346.38
2031-02,67,823,84128.13
2031-02,68,709,172083.75
2031-03,10,817,12145.52
2031-03,13,789,82301.84
2031-03,14,169,68378.99
2031-03,17,220,16645.23
2031-03,18,7,14402.96
2031-03,21,1274,48384.25
2031-03,23,672,78706.75
2031-03,26,333,38332.01
2031-03,29,624,84993.85
2031-03,32,1011,75839.09999999999
2031-03,37,1151,96450.19
2031-03,41,304,27472.04
2031-03,45,124,35367.12
2031-03,48,397,30512.07
2031-03,52,318,34649.98
2031-03,53,572,54814.28
2031-03,57,898,165216.05
2031-03,61,430,54252.98
2031-03,62,664,16659.9
2031-03,63,939,45850.95
2031-03,65,2253,120312.27
2031-03,66,1060,119385.85
2031-03,67,106,15736.83
2031-03,68,554,89235.77
2031-04,10,134,80363.0
2031-04,11,626,104161.61
2031-04,13,402,2389.5
2031-04,15,567,98026.03
2031-04,16,369,4762.61
2031-04,19,1710,128907.67
2031-04,20,971,81348.20000000001
2031-04,21,543,28813.18
2031-04,32,42,71971.49
2031-04,34,535,85215.89
2031-04,38,759,93516.23
2031-04,48,838,99926.23
2031-04,51,445,61691.08
2031-04,56,414,34802.5
2031-04,62,506,79750.86
2031-04,63,740,56434.68
2031-04,69,285,73350.17
2031-05,10,270,83639.05
2031-05,11,536,28787.38
2031-05,15,667,64256.05
2031-05,16,884,86954.01
2031-05,19,202,93704.06
2031-05,21,740,3302.24
2031-05,27,908,4676.95
2031-05,29,656,62759.51
2031-05,35,48,62210.73
2031-05,36,79,21455.18
2031-05,37,835,27041.04
2031-05,43,728,27956.51
2031-05,44,398,59577.37
2031-05,45,264,94493.49
2031-05,46,367,62766.12
2031-05,47,193,56592.87
2031-05,49,139,73473.52
2031-05,50,731,25173.01
2031-05,51,475,55387.87
2031-05,56,372,52453.07
2031-05,57,401,78440.84
2031-05,60,260,25248.15
2031-05,61,59,79531.35
2031-05,64,571,63545.16
2031-06,10,776,10368.86
2031-06,13,595,97099.75
2031-06,14,688,136292.95
2031-06,18,984,60138.39
2031-06,19,222,87681.31
2031-06,20,848,48800.08
2031-06,23,257,29138.13
2031-06,28,592,85821.6
2031-06,31,309,59985.49
2031-06,34,24,90675.32
2031-06,41,343,5476.42
2031-06,45,300,22688.25
2031-06,46,1277,11906.93
2031-06,47,646,94725.75
2031-06,51,426,69388.06
2031-06,52,1773,138534.12
2031-06,56,36,30774.88
2031-06,58,522,28657.1
2031-06,59,903,73665.58
2031-06,60,787,2158.49
2031-06,61,82,22795.12
2031-06,63,307,44195.89
2031-06,64,13,9800.38
2031-06,65,1305,167225.77000000002
2031-06,66,911,90524.16
2031-06,67,98,48611.31
2031-06,68,931,91154.54000000001
2031-07,11,152,51918.77
2031-07,12,807,56254.96
2031-07,14,436,78407.65
2031-07,16,66,66985.35
2031-07,19,738,12764.47
2031-07,23,669,150429.38
2031-07,27,1073,166315.68
2031-07,28,933,10267.39
2031-07,30,362,1475.3
2031-07,31,420,73530.55
2031-07,33,971,53605.4
2031-07,34,142,68857.85
2031-07,35,776,84499.69
2031-07,37,98,81304.48
2031-07,40,1377,76013.69
2031-07,41,738,97838.28
2031-07,48,784,35185.06
2031-07,49,875,86832.66
2031-07,54,563,17075.35
2031-07,56,238,41663.84
2031-07,60,581,69363.59
2031-07,66,214,54072.52
2031-07,67,1880,129400.84
2031-07,68,900,72148.64
2031-07,69,582,41938.4
2031-08,10,941,18459.77
2031-08,11,3,10532.76
2031-08,12,508,72493.05
2031-08,18,1211,158743.22
2031-08,19,1081,66197.45999999999
2031-08,21,86,76804.33
2031-08,24,663,4361.91
2031-08,29,543,33574.91
2031-08,31,780,53258.07
2031-08,33,889,33378.9
2031-08,34,115,12505.71
2031-08,35,427,73147.58
2031-08,36,1700,166162.40999999997
2031-08,38,96,71167.72
2031-08,40,990,25422.34
2031-08,41,688,19691.65
2031-08,42,1415,270952.55
2031-08,43,483,60037.9
2031-08,44,160,42274.62
2031-08,45,943,58383.05
2031-08,47,851,28155.05
2031-08,48,929,100793.24
2031-08,52,724,59153.3
2031-08,53,113,23019.49
2031-08,55,291,93522.98
2031-08,57,180,70270.76
2031-08,61,446,91642.33
2031-08,64,1250,101902.82
2031-08,66,918,99834.33
2031-08,67,111,5616.42
2031-08,68,311,80508.62
2031-08,69,1183,44838.83
2031-09,11,310,15908.78
2031-09,12,940,86237.91
2031-09,13,826,52738.69
2031-09,19,706,15870.31
2031-09,23,42,22726.72
2031-09,25,716,56379.09
2031-09,26,1076,16951.48
2031-09,27,931,58986.59
2031-09,29,571,36833.94
2031-09,30,351,41048.27
2031-09,31,40,18505.29
2031-09,33,1395,84882.98999999999
2031-09,34,688,139633.83
2031-09,35,1199,70889.77
2031-09,36,1365,38217.38
2031-09,37,208,92722.23
2031-09,39,253,41569.24
2031-09,43,55,83157.96
2031-09,44,242,80533.23
2031-09,48,721,78261.27
2031-09,52,34,27943.44
2031-09,55,796,9135.67
2031-09,56,993,3843.38
2031-09,57,95,64545.71
2031-09,58,709,34379.66
2031-09,59,852,69009.64
2031-09,60,1548,116034.98000000001
2031-09,64,312,48166.88
2031-09,65,983,80868.16
2031-09,67,1943,86029.04
2031-10,10,2,76229.55
2031-10,12,744,44469.26
2031-10,13,969,69845.04
2031-10,15,87,72574.82
2031-10,17,986,27152.86
2031-10,18,26,37354.05
2031-10,19,252,64018.69
2031-10,21,942,5203.6
2031-10,22,972,67977.8
2031-10,23,1065,76123.8
2031-10,28,799,83056.9
2031-10,35,192,72165.99
2031-10,37,211,86079.41
2031-10,38,642,11494.05
2031-10,41,52,39318.26
2031-10,43,734,14048.8
2031-10,48,231,79064.66
2031-10,49,720,61819.47
2031-10,53,245,84899.81
2031-10,54,435,51536.22
2031-10,59,688,73177.59
2031-10,60,1858,134467.2
2031-10,61,926,30607.27
2031-10,63,274,38669.87
2031-10,64,737,54147.38
2031-10,65,748,49921.82
2031-10,66,861,79268.82
2031-10,67,265,30118.53
2031-10,68,520,92580.93
2031-10,69,757,64338.62
2031-11,10,377,53808.54
2031-11,11,168,81995.21
2031-11,12,896,18020.79
2031-11,14,393,28570.88
2031-11,17,1362,126595.01999999999
2031-11,18,743,3315.14
2031-11,20,670,38136.05
2031-11,21,1220,87695.15
2031-11,26,742,9220.88
2031-11,27,207,68112.11
2031-11,29,1323,92605.81999999999
2031-11,31,674,77230.77
2031-11,33,1228,92177.91
2031-11,35,457,73309.54
2031-11,36,1071,96262.34999999999
2031-11,38,1906,221201.72999999998
2031-11,39,2113,291531.23
2031-11,40,556,17086.11
2031-11,42,842,1641.86
2031-11,44,130,97788.85
2031-11,55,233,9649.19
2031-11,59,499,13817.58
2031-11,62,361,97694.04
2031-11,65,785,72771.82
2031-11,66,850,72213.02
2031-12,10,697,37554.96
2031-12,13,1560,136905.5
2031-12,14,711,2497.74
2031-12,17,506,110394.54000000001
2031-12,18,604,7983.33
2031-12,20,4,59534.6
2031-12,23,102,88494.5
2031-12,27,546,30247.73
2031-12,31,407,53769.22
2031-12,32,1271,159204.22
2031-12,33,1147,62032.759999999995
2031-12,36,556,55072.56
2031-12,41,747,69452.4
2031-12,43,416,77054.66
2031-12,45,978,122424.83
2031-12,48,53,89033.66
2031-12,49,515,30153.97
2031-12,52,851,7135.18
2031-12,53,258,27732.22
2031-12,56,722,16360.66
2031-12,60,1861,122563.45
2031-12,61,528,47173.04
2031-12,64,341,37158.94
2031-12,66,911,50367.73
2031-12,67,956,46639.22
2031-12,68,716,37607.38
2031-12,69,819,92492.4
2032-01,10,751,60129.04
2032-01,14,56,40207.49
2032-01,15,355,2192.39
2032-01,17,329,9181.41
2032-01,19,582,83822.72
2032-01,21,201,25259.68
2032-01,23,534,130046.94
2032-01,28,67,78169.47
2032-01,30,486,30475.37
2032-01,33,1243,161821.91
2032-01,34,333,48280.1
2032-01,39,774,65788.42
2032-01,41,101,40115.07
2032-01,42,956,46794.7
2032-01,44,333,99052.53
2032-01,51,969,125843.91
2032-01,55,1252,133691.58000000002
2032-01,56,817,6560.72
2032-01,62,110,46361.62
2032-01,63,733,67614.18
2032-01,69,704,65717.22
2032-02,13,179,54940.78
2032-02,20,37,66369.28
2032-02,23,199,39852.22
2032-02,24,789,90570.95
2032-02,28,1511,125338.47
2032-02,29,516,44520.23
2032-02,31,528,85273.36
2032-02,33,826,84971.24
2032-02,34,608,48414.270000000004
2032-02,37,87,49661.27
2032-02,39,438,97554.49
2032-02,43,539,85440.72
2032-02,44,1184,81675.25
2032-02,47,347,65257.12
2032-02,50,798,62744.7
2032-02,51,715,150675.94
2032-02,52,199,92529.42
2032-02,59,108,35773.76
2032-02,60,488,77788.54
2032-02,66,694,89475.29
2032-02,67,349,21708.76
2032-02,68,165,37555.24
2032-03,12,169,10847.59
2032-03,16,277,95178.18
2032-03,18,489,92537.37
2032-03,21,857,40141.08
2032-03,22,13,36033.17
2032-03,23,307,65640.72
2032-03,25,912,22261.53
2032-03,29,729,92463.56
2032-03,34,830,74751.26
2032-03,35,986,97055.8
2032-03,37,26,22550.77
2032-03,38,1502,125202.19999999998
2032-03,39,1239,98622.51999999999
2032-03,41,511,43432.33
2032-03,43,396,53886.65
2032-03,44,725,64289.64
2032-03,45,103,94141.47
2032-03,46,516,24725.62
2032-03,47,913,40594.9
2032-03,50,490,34046.49
2032-03,55,528,60645.41
2032-03,57,409,96154.46
2032-03,62,387,89268.58
2032-03,65,93,58858.9
2032-03,66,640,95241.21
2032-03,67,243,27788.56
2032-03,68,930,37537.21
2032-04,11,1383,146185.41999999998
2032-04,12,856,36273.09
2032-04,13,672,54211.53
2032-04,16,1321,93792.65999999999
2032-04,18,909,123521.82
2032-04,20,757,2021.99
2032-04,21,823,21585.3
2032-04,24,94,50882.75
2032-04,27,50,10867.46
2032-04,28,316,91742.06
2032-04,29,660,21212.5
2032-04,31,335,95468.8
2032-04,34,491,38092.86
2032-04,36,787,14028.58
2032-04,38,670,22268.99
2032-04,41,23,12665.12
2032-04,42,296,10986.05
2032-04,43,564,74463.98
2032-04,46,731,66315.32
2032-04,47,866,98492.0
2032-04,49,473,144386.88
2032-04,50,731,14095.98
2032-04,51,825,83928.73
2032-04,55,729,7600.58
2032-04,58,1602,77146.35
2032-04,59,1699,105927.52
2032-04,63,253,99598.7
2032-04,64,1536,87198.76
2032-05,10,218,17076.09
2032-05,11,464,80017.65
2032-05,12,782,90898.74
2032-05,16,532,1894.3
2032-05,19,1697,112251.61
2032-05,20,505,116258.92
2032-05,22,261,95940.17
2032-05,26,790,10787.44
2032-05,29,960,57228.64
2032-05,31,295,65332.61
2032-05,32,31,45122.72
2032-05,34,6,15715.97
2032-05,38,199,80047.19
2032-05,42,2503,129679.04
2032-05,43,869,57647.17
2032-05,45,113,41021.55
2032-05,47,34,1746.81
2032-05,50,155,97380.21
2032-05,56,807,81604.18
2032-05,64,511,12924.79
2032-05,65,1189,98337.20999999999
2032-05,67,518,85328.2
2032-06,12,621,48765.29
2032-06,13,354,87056.99
2032-06,14,292,74872.6
2032-06,16,610,30811.32
2032-06,17,879,89129.91
2032-06,20,954,75196.57
2032-06,23,245,75200.01
2032-06,28,369,94525.46
2032-06,37,606,60404.74
2032-06,38,109,64264.32
2032-06,39,589,72651.54
2032-06,43,502,81092.56
2032-06,45,95,12279.55
2032-06,46,411,10464.22
2032-06,49,1485,105372.53
2032-06,50,696,42671.1
2032-06,51,1341,149102.69
2032-06,54,923,29255.04
2032-06,56,279,16137.66
2032-06,60,12,57629.41
2032-06,67,38,29464.62
2032-06,68,94,41787.77
2032-07,10,692,78171.94
2032-07,11,567,90219.74
2032-07,16,423,66779.06
2032-07,24,896,63021.72
2032-07,25,840,105766.29000000001
2032-07,28,381,105062.26
2032-07,36,981,90196.12
2032-07,45,192,4809.32
2032-07,47,1431,94427.89
2032-07,49,564,66583.8
2032-07,52,470,20276.34
2032-07,53,1328,113427.55
2032-07,55,962,90085.45
2032-07,56,284,26108.81
2032-07,61,570,22502.93
2032-07,64,88,85576.22
2032-07,68,863,8544.94
2032-08,12,580,30016.46
2032-08,13,915,58416.87
2032-08,18,706,117089.54999999999
2032-08,20,546,22553.81
2032-08,21,518,77128.97
2032-08,23,28,24727.05
2032-08,26,592,24404.37
2032-08,27,1298,135924.97999999998
2032-08,30,424,46578.99
2032-08,33,401,36292.72
2032-08,34,6,24840.66
2032-08,36,650,57996.41
2032-08,45,1128,147466.12
2032-08,47,305,114950.6
2032-08,51,489,36049.42
2032-08,52,520,19775.2
2032-08,57,817,125574.16
2032-08,60,233,39122.31
2032-08,66,332,75621.67
2032-08,67,419,77991.67
2032-09,15,466,15048.39
2032-09,16,734,11169.99
2032-09,18,1547,144715.27000000002
2032-09,19,947,8190.21
2032-09,21,890,96038.42
2032-09,23,939,38851.96
2032-09,24,147,83620.7
2032-09,26,970,18316.38
2032-09,30,998,13842.28
2032-09,32,734,18633.54
2032-09,33,934,66047.15
2032-09,34,522,94810.13
2032-09,40,223,46183.92
2032-09,45,170,6627.05
2032-09,47,839,49134.7
2032-09,48,1596,145424.16
2032-09,50,280,27673.91
2032-09,51,1513,33400.74
2032-09,53,510,9102.25
2032-09,54,650,11195.73
2032-09,55,625,78777.94
2032-09,57,987,20512.41
2032-09,60,852,28229.03
2032-09,66,944,91121.62
2032-09,68,12,47608.28
2032-09,69,944,66407.79
2032-10,10,324,38215.869999999995
2032-10,12,158,81317.86
2032-10,17,270,78525.33
2032-10,22,851,125119.01999999999
2032-10,24,984,47386.41
2032-10,26,673,69147.64
2032-10,27,962,113443.47999999998
2032-10,30,288,80535.93
2032-10,32,717,72923.94
2032-10,34,564,82975.07
2032-10,40,207,18666.12
2032-10,43,916,80234.39
2032-10,44,255,101349.98999999999
2032-10,45,640,51712.29
2032-10,48,599,88826.67
2032-10,49,779,47957.25
2032-10,53,899,112732.63
2032-10,58,1511,169674.94
2032-10,59,437,1062.78
2032-10,61,422,86507.35
2032-10,68,600,5387.74
2032-10,69,663,26906.51
2032-11,13,525,27053.17
