Customer_ID,Segment,Segment_Label,Churn_Risk
CUST_80VCVV,2,New,1
CUST_814ZBM,2,New,0
CUST_8186AK,3,Low Value,0
CUST_81GJPT,1,Loyal,0
CUST_81IDX8,0,High Value,0
CUST_81JQJZ,2,New,0
CUST_81NM54,2,New,0
CUST_81YYZS,2,New,0
CUST_82EI6X,0,High Value,0
CUST_82ILM1,2,New,0
CUST_82RGKN,2,New,0
CUST_82XJ30,1,Loyal,0
CUST_830NWW,1,Loyal,1
CUST_833H6N,1,Loyal,0
CUST_83B41E,3,Low Value,0
CUST_83FN52,0,High Value,0
CUST_83HCUL,1,Loyal,0
CUST_83LYF5,0,High Value,0
CUST_83M6RB,2,New,0
CUST_83MW60,0,High Value,0
CUST_83UL5N,1,Loyal,0
CUST_84630N,3,Low Value,0
CUST_8477CR,0,High Value,0
CUST_8495NQ,1,Loyal,0
CUST_84MT33,3,Low Value,0
CUST_84ZGQI,0,High Value,0
CUST_855KM1,0,High Value,0
CUST_855T5Y,0,High Value,0
CUST_85AMT9,1,Loyal,0
CUST_85EXMY,0,High Value,0
CUST_85F3A9,0,High Value,1
CUST_85JRRX,3,Low Value,0
CUST_85N23M,1,Loyal,0
CUST_85NW7Y,2,New,0
CUST_85TATY,2,New,0
CUST_85W522,3,Low Value,0
CUST_85ZE99,2,New,0
CUST_861K7Q,0,High Value,1
CUST_8628W6,1,Loyal,0
CUST_86CT16,1,Loyal,0
CUST_86E06J,1,Loyal,1
CUST_86LGC5,0,High Value,0
CUST_86MT1K,1,Loyal,0
CUST_86RLJQ,1,Loyal,0
CUST_86VBDF,3,Low Value,0
CUST_86VGPM,3,Low Value,0
CUST_86XEFO,1,Loyal,1
CUST_87FPYY,3,Low Value,0
CUST_87HU8F,0,High Value,0
CUST_87IL0X,3,Low Value,0
CUST_881P6G,2,New,0
CUST_88MCQZ,3,Low Value,1
CUST_88MVJE,2,New,0
CUST_88NALQ,0,High Value,0
CUST_8967P9,2,New,0
CUST_89JDFR,3,Low Value,0
CUST_89KBJD,2,New,0
CUST_89Z23Y,0,High Value,0
CUST_8A4MHR,1,Loyal,0
CUST_8AC05M,3,Low Value,0
CUST_8AGFEP,1,Loyal,0
CUST_8AJUKR,0,High Value,0
CUST_8AU2U4,3,Low Value,0
CUST_8AX0SA,0,High Value,0
CUST_8AYJKZ,2,New,0
CUST_8B22UZ,1,Loyal,0
CUST_8B4Q1L,0,High Value,0
CUST_8B521S,2,New,0
CUST_8B747P,1,Loyal,0
CUST_8BF8VZ,3,Low Value,0
CUST_8BR6F7,3,Low Value,1
CUST_8BRVDG,1,Loyal,0
CUST_8BXX4D,1,Loyal,0
CUST_8C0Y0Y,2,New,0
CUST_8CJZTW,1,Loyal,0
CUST_8CNYEY,0,High Value,0
CUST_8CSU2F,2,New,0
CUST_8CT6MX,0,High Value,1
CUST_8DCY0U,2,New,0
CUST_8DHTAT,1,Loyal,1
CUST_8DHYC9,1,Loyal,0
CUST_8DL5Q3,3,Low Value,0
CUST_8DL62I,3,Low Value,1
CUST_8DNJQZ,3,Low Value,0
CUST_8DNSKF,2,New,0
CUST_8DOFPN,1,Loyal,0
CUST_8DPDS1,0,High Value,0
CUST_8DTTTC,3,Low Value,0
CUST_8DUSHG,2,New,0
CUST_8DXTH1,2,New,0
CUST_8E069P,3,Low Value,0
CUST_8E0D3A,0,High Value,0
CUST_8E19U2,3,Low Value,0
CUST_8E1N7P,1,Loyal,0
CUST_8E89BY,0,High Value,0
CUST_8EGWPU,3,Low Value,0
CUST_8EIII1,3,Low Value,0
CUST_8ENMP5,2,New,0
CUST_8EPI3O,3,Low Value,0
CUST_8EY4QB,1,Loyal,0
CUST_8F08V5,2,New,0
CUST_8F1116,1,Loyal,0
CUST_8F21UT,3,Low Value,0
CUST_8F41MU,2,New,0
CUST_8F8Q3B,0,High Value,0
CUST_8F9MWO,2,New,0
CUST_8FPIFZ,1,Loyal,0
CUST_8FSCB2,2,New,1
CUST_8G06BD,3,Low Value,1
CUST_8G6NEX,2,New,0
CUST_8G7FQQ,0,High Value,0
CUST_8G8KUN,2,New,0
CUST_8GGZKD,0,High Value,0
CUST_8GOJMC,2,New,0
CUST_8HC192,3,Low Value,0
CUST_8HI0VG,0,High Value,0
CUST_8HMLXX,0,High Value,0
CUST_8HWAU8,3,Low Value,0
CUST_8I1KG3,1,Loyal,0
CUST_8IA2MO,2,New,0
CUST_8IBBQY,3,Low Value,1
CUST_8ICVM9,3,Low Value,0
CUST_8IRDU5,2,New,0
CUST_8IVCYH,1,Loyal,0
CUST_8JN6V1,0,High Value,0
CUST_8JTW1T,1,Loyal,0
CUST_8JVN7Q,2,New,0
CUST_8JWVA8,3,Low Value,0
CUST_8K1ACT,1,Loyal,0
CUST_8KAIYG,2,New,0
CUST_8KCQ0R,0,High Value,0
CUST_8KF2ZM,2,New,0
CUST_8KHLN2,0,High Value,0
CUST_8KI0H1,3,Low Value,0
CUST_8KL289,0,High Value,1
CUST_8KRIXQ,0,High Value,0
CUST_8KT2U6,2,New,0
CUST_8KTUPF,1,Loyal,0
CUST_8KXGFM,1,Loyal,0
CUST_8L2F5S,1,Loyal,0
CUST_8L46WC,1,Loyal,0
CUST_8L4IUZ,0,High Value,1
CUST_8LMQ3X,0,High Value,0
CUST_8M0C5C,2,New,0
CUST_8M4BOR,3,Low Value,0
CUST_8M64B3,3,Low Value,0
CUST_8M68AT,2,New,0
CUST_8MS9S9,2,New,0
CUST_8MXXSU,2,New,0
CUST_8NDWSO,1,Loyal,0
CUST_8NJPMZ,0,High Value,0
CUST_8NK8DJ,0,High Value,1
CUST_8NQV4P,3,Low Value,0
CUST_8NYXS9,0,High Value,1
CUST_8O2PTZ,3,Low Value,0
CUST_8O7ZTH,3,Low Value,1
CUST_8OA50F,2,New,0
CUST_8OJNNB,3,Low Value,0
CUST_8OZLWN,2,New,1
CUST_8P1VCL,0,High Value,0
CUST_8P62YT,3,Low Value,1
CUST_8P99T5,1,Loyal,0
CUST_8PI3ES,2,New,0
CUST_8PL57O,3,Low Value,0
CUST_8PM79T,3,Low Value,0
CUST_8PY5PD,0,High Value,0
CUST_8PZ5PH,0,High Value,0
CUST_8Q4V8B,2,New,0
CUST_8Q9M4C,3,Low Value,0
CUST_8Q9ODM,3,Low Value,0
CUST_8QBC5T,3,Low Value,0
CUST_8QHDIO,0,High Value,0
CUST_8QJTAJ,0,High Value,0
CUST_8QXZY2,0,High Value,0
CUST_8R45FR,2,New,0
CUST_8R5A18,0,High Value,0
CUST_8RFSL8,2,New,0
CUST_8RHE9G,0,High Value,1
CUST_8RMJ18,1,Loyal,0
CUST_8S442B,3,Low Value,0
CUST_8S9GSH,0,High Value,0
CUST_8SGNF1,3,Low Value,0
CUST_8SX777,0,High Value,0
CUST_8SZGKA,0,High Value,0
CUST_8T4PHH,1,Loyal,0
CUST_8T4ZIE,3,Low Value,0
CUST_8T52CC,0,High Value,1
CUST_8T5I5T,2,New,1
CUST_8T7FW8,0,High Value,0
CUST_8TA02I,3,Low Value,0
CUST_8TAVVC,3,Low Value,0
CUST_8TQR7L,1,Loyal,0
CUST_8TUNG5,3,Low Value,0
CUST_8U1KZJ,0,High Value,0
CUST_8U6LEX,1,Loyal,0
CUST_8U9IK5,3,Low Value,0
CUST_8UCW1D,0,High Value,0
CUST_8UIR8I,2,New,1
CUST_8UJUBJ,0,High Value,1
CUST_8UMS4H,1,Loyal,0
CUST_8USDP1,0,High Value,0
CUST_8V2XDB,3,Low Value,1
CUST_8V90HY,2,New,0
CUST_8V9JTM,2,New,0
CUST_8VG6Y1,2,New,0
CUST_8VKKK2,1,Loyal,0
CUST_8VOUWE,1,Loyal,0
CUST_8VPU7D,2,New,1
CUST_8VQI1K,3,Low Value,1
CUST_8VV7CF,3,Low Value,0
CUST_8VV7FA,2,New,0
CUST_8W5YBA,0,High Value,1
CUST_8WAUHI,1,Loyal,0
CUST_8WGRLA,0,High Value,1
CUST_8WHJG4,2,New,0
CUST_8WQW5J,1,Loyal,0
CUST_8WXAKC,3,Low Value,0
CUST_8X9F1H,3,Low Value,0
CUST_8XBM0U,2,New,0
CUST_8XCIV8,3,Low Value,0
CUST_8XCL03,0,High Value,0
CUST_8XDK5Y,3,Low Value,0
CUST_8XF16E,0,High Value,0
CUST_8XH4RJ,2,New,1
CUST_8XHKM3,0,High Value,1
CUST_8XJKBB,1,Loyal,0
CUST_8XRXZI,3,Low Value,0
CUST_8XZZ3T,3,Low Value,0
CUST_8Y30WW,1,Loyal,0
CUST_8Y4NTV,2,New,1
CUST_8YAHMI,3,Low Value,0
CUST_8YFVTE,1,Loyal,0
CUST_8YRFE0,3,Low Value,1
CUST_8YTS7G,2,New,0
CUST_8Z8BR6,2,New,0
CUST_8Z98EJ,2,New,1
CUST_8ZP2NG,2,New,0
CUST_8ZR922,2,New,1
CUST_8ZS57W,2,New,0
CUST_8ZUFEV,1,Loyal,0
CUST_901CM8,2,New,0
CUST_907CYE,0,High Value,1
CUST_907KN2,1,Loyal,0
CUST_90DBG9,3,Low Value,0
CUST_90DTTC,0,High Value,0
CUST_90M4II,1,Loyal,0
CUST_90PWGL,2,New,0
CUST_90U2QB,2,New,0
CUST_90WR6Z,2,New,0
CUST_90ZHMJ,3,Low Value,0
CUST_911TPP,2,New,0
CUST_91G7CX,2,New,0
CUST_91J5F5,1,Loyal,0
CUST_91OZ3A,0,High Value,1
CUST_91VPIO,2,New,0
CUST_91WX44,2,New,1
CUST_91XPTL,0,High Value,0
CUST_920T69,2,New,0
CUST_92CGKR,0,High Value,0
CUST_92TLCN,2,New,0
CUST_930CLB,2,New,0
CUST_933K7H,0,High Value,0
CUST_93D1PD,2,New,0
CUST_93JXJL,1,Loyal,0
CUST_93JYTM,3,Low Value,0
CUST_93OFRW,1,Loyal,0
CUST_93PISD,3,Low Value,0
CUST_93Q03J,3,Low Value,0
CUST_93T1IM,3,Low Value,0
CUST_941HMS,2,New,0
CUST_94A4E3,2,New,0
CUST_94EY8R,3,Low Value,0
CUST_9518X9,3,Low Value,0
CUST_951Z2Y,1,Loyal,0
CUST_952F97,0,High Value,0
CUST_95BYTY,0,High Value,0
CUST_95D9AW,3,Low Value,0
CUST_95DOLP,1,Loyal,0
CUST_95FD0S,2,New,0
CUST_95MCQP,0,High Value,1
CUST_95OVZN,1,Loyal,0
CUST_95VG2F,0,High Value,1
CUST_95YYDI,2,New,0
CUST_95ZX02,0,High Value,0
CUST_969E0S,2,New,0
CUST_96DVWJ,2,New,0
CUST_96PVBY,0,High Value,0
CUST_96SWNM,0,High Value,0
CUST_970M5T,3,Low Value,0
CUST_975BNF,3,Low Value,0
CUST_97LKM0,0,High Value,0
CUST_97QY1C,0,High Value,0
CUST_97UMI7,1,Loyal,0
CUST_98254P,1,Loyal,0
CUST_98DJUR,3,Low Value,0
CUST_98HPNV,1,Loyal,1
CUST_98HTS8,3,Low Value,0
CUST_98ONVL,2,New,1
CUST_98PS4Z,0,High Value,0
CUST_98QS4A,3,Low Value,0
CUST_98RQ3S,1,Loyal,0
CUST_98TGLJ,1,Loyal,0
CUST_99DTN0,2,New,1
CUST_99EFVC,0,High Value,0
CUST_99I545,3,Low Value,0
CUST_99UH1R,3,Low Value,0
CUST_9A0515,1,Loyal,0
CUST_9A4PLO,3,Low Value,1
CUST_9A5HSD,1,Loyal,0
CUST_9A9QP6,0,High Value,0
CUST_9ACXHA,2,New,0
CUST_9AH6WJ,1,Loyal,0
CUST_9AHKE7,1,Loyal,0
CUST_9AIA7M,0,High Value,0
CUST_9AY14S,2,New,0
CUST_9B8CTY,1,Loyal,0
CUST_9BE1BT,0,High Value,0
CUST_9BG7I1,2,New,0
CUST_9BLM1U,3,Low Value,0
CUST_9BLWS6,3,Low Value,0
CUST_9BNY6C,1,Loyal,0
CUST_9BP3D5,0,High Value,0
CUST_9BQBKP,2,New,0
CUST_9BRBK3,0,High Value,0
CUST_9BUPLF,2,New,0
CUST_9C0AQ7,3,Low Value,0
CUST_9C1V3X,3,Low Value,0
CUST_9C4ZDX,1,Loyal,0
CUST_9C63GZ,0,High Value,0
CUST_9C8J6B,1,Loyal,0
CUST_9C8L9D,1,Loyal,0
CUST_9CEGNV,0,High Value,0
CUST_9CKSKR,3,Low Value,0
CUST_9CMTXS,1,Loyal,0
CUST_9CUU7D,1,Loyal,0
CUST_9CVLLA,3,Low Value,0
CUST_9CW02I,1,Loyal,0
CUST_9CX75O,0,High Value,0
CUST_9CXCTM,2,New,0
CUST_9CXV55,2,New,0
CUST_9D1NPN,3,Low Value,0
CUST_9D5C8K,1,Loyal,0
CUST_9D65G8,0,High Value,0
CUST_9DMFHO,2,New,0
CUST_9DRGFH,0,High Value,0
CUST_9DSO4E,3,Low Value,0
CUST_9DTM0U,2,New,0
CUST_9DU5B8,0,High Value,1
CUST_9DUSJF,2,New,0
CUST_9DXVZ1,0,High Value,1
CUST_9EFB02,1,Loyal,0
CUST_9EOGW5,3,Low Value,1
CUST_9F0LTZ,1,Loyal,0
CUST_9F5Y7O,0,High Value,0
CUST_9F6UMG,1,Loyal,0
CUST_9F8OJH,2,New,0
CUST_9FB563,3,Low Value,0
CUST_9FDYYR,3,Low Value,0
CUST_9FVA16,0,High Value,0
CUST_9FY6AN,0,High Value,0
CUST_9G8C9E,3,Low Value,0
CUST_9GD4ZN,3,Low Value,0
CUST_9GDA8J,2,New,1
CUST_9GDCMD,2,New,0
CUST_9GG4NW,0,High Value,1
CUST_9GMPWC,0,High Value,0
CUST_9GO5FB,1,Loyal,0
CUST_9GTAAO,0,High Value,0
CUST_9GUYSP,1,Loyal,0
CUST_9GYTE6,1,Loyal,0
CUST_9GZKQO,2,New,0
CUST_9H94H4,1,Loyal,0
CUST_9HA3UV,2,New,1
CUST_9HF4T6,2,New,0
CUST_9HIB1O,1,Loyal,0
CUST_9HKF4S,0,High Value,0
CUST_9HKW03,2,New,0
CUST_9HLUAD,0,High Value,0
CUST_9HMOHV,1,Loyal,0
CUST_9HN5TI,0,High Value,0
CUST_9HP4F6,0,High Value,0
CUST_9HPKQN,3,Low Value,0
CUST_9HU9I8,1,Loyal,0
CUST_9I458I,3,Low Value,1
CUST_9I8CCH,0,High Value,0
CUST_9IEQMR,0,High Value,0
CUST_9IGA90,2,New,0
CUST_9IHFBI,0,High Value,1
CUST_9IM7TT,0,High Value,0
CUST_9IQTZY,1,Loyal,0
CUST_9ISMG0,3,Low Value,0
CUST_9IWU2X,2,New,0
CUST_9J06X5,2,New,0
CUST_9J4QOZ,2,New,0
CUST_9J6TC1,2,New,0
CUST_9JBTEO,3,Low Value,0
CUST_9JD0I5,1,Loyal,0
CUST_9JD9US,0,High Value,0
CUST_9JHNUT,3,Low Value,0
CUST_9JX84Y,1,Loyal,0
CUST_9JXLPO,2,New,1
CUST_9K17QK,1,Loyal,0
CUST_9K5MVV,3,Low Value,0
CUST_9K81KW,1,Loyal,0
CUST_9KB3NQ,0,High Value,0
CUST_9KJTMP,1,Loyal,0
CUST_9KJWUP,0,High Value,0
CUST_9KLTIV,2,New,0
CUST_9KNFEJ,0,High Value,0
CUST_9KTXOX,1,Loyal,0
CUST_9KWHP4,1,Loyal,0
CUST_9KWKM9,3,Low Value,0
CUST_9KYRA3,0,High Value,0
CUST_9L4CAN,2,New,0
CUST_9L6TZS,3,Low Value,0
CUST_9L79C4,1,Loyal,0
CUST_9L9N1Y,1,Loyal,0
CUST_9LAIWV,1,Loyal,0
CUST_9LAS3W,0,High Value,0
CUST_9LF1VZ,1,Loyal,0
CUST_9LFEHJ,0,High Value,1
CUST_9LGC16,3,Low Value,0
CUST_9LIC9Q,1,Loyal,0
CUST_9LJ5R5,0,High Value,0
CUST_9LNAJF,2,New,0
CUST_9LVGCU,1,Loyal,0
CUST_9LWDCC,3,Low Value,0
CUST_9LWIZ8,0,High Value,1
CUST_9LXXZ1,0,High Value,0
CUST_9M165F,1,Loyal,0
CUST_9MA8VD,3,Low Value,0
CUST_9MC8NI,3,Low Value,0
CUST_9MC95U,3,Low Value,0
CUST_9MFWGF,1,Loyal,0
CUST_9MHP7C,0,High Value,0
CUST_9MQ7SP,2,New,0
CUST_9MV6CU,3,Low Value,0
CUST_9MVEMG,1,Loyal,0
CUST_9N0VU5,2,New,0
CUST_9N28FO,0,High Value,0
CUST_9N424R,0,High Value,0
CUST_9N74DK,2,New,0
CUST_9NBYNS,3,Low Value,0
CUST_9NHCW4,2,New,1
CUST_9NR8DA,2,New,0
CUST_9NUKW3,2,New,0
CUST_9NV18Z,0,High Value,1
CUST_9NVST1,2,New,0
CUST_9O6RZT,0,High Value,0
CUST_9OM0M8,0,High Value,0
CUST_9OM4E4,0,High Value,0
CUST_9ORDSP,2,New,0
CUST_9OZ0C1,2,New,0
CUST_9P367Q,1,Loyal,0
CUST_9P9LIJ,0,High Value,0
CUST_9PAEM8,2,New,0
CUST_9PPLXQ,1,Loyal,0
CUST_9PR4Z1,1,Loyal,0
CUST_9PVKYR,3,Low Value,0
CUST_9PZSAR,1,Loyal,1
CUST_9Q0IPF,1,Loyal,1
CUST_9Q6O3K,1,Loyal,0
CUST_9Q7VK2,0,High Value,1
CUST_9QA8BM,0,High Value,0
CUST_9QCAML,1,Loyal,1
CUST_9QDAP0,2,New,0
CUST_9QJ624,0,High Value,0
CUST_9QTMBI,2,New,0
CUST_9QZDNE,0,High Value,0
CUST_9R13FR,0,High Value,0
CUST_9R8BUQ,2,New,0
CUST_9RBM1A,0,High Value,0
CUST_9RGCC3,1,Loyal,0
CUST_9RWTVD,3,Low Value,0
CUST_9RZKOA,1,Loyal,0
CUST_9SNZDR,2,New,0
CUST_9SS7LG,0,High Value,0
CUST_9STTBE,0,High Value,0
CUST_9T21UN,2,New,0
CUST_9T5OJM,2,New,0
CUST_9T6P7D,3,Low Value,1
CUST_9TAANV,3,Low Value,0
CUST_9TC8BF,0,High Value,0
CUST_9THTOZ,0,High Value,1
CUST_9TMCU4,2,New,0
CUST_9TOARI,2,New,0
CUST_9TZ8LF,1,Loyal,0
CUST_9U302H,3,Low Value,0
CUST_9U3KAG,2,New,0
CUST_9U67US,2,New,0
CUST_9UC3B9,0,High Value,0
CUST_9UDTJQ,0,High Value,1
CUST_9UIKK0,0,High Value,0
CUST_9UL04R,3,Low Value,0
CUST_9UP1CC,2,New,0
CUST_9UUNYT,1,Loyal,0
CUST_9V1DLB,0,High Value,0
CUST_9V1FXO,2,New,0
CUST_9V2GCI,3,Low Value,0
CUST_9V7M95,0,High Value,0
CUST_9VDUQO,2,New,0
CUST_9VFOXE,1,Loyal,0
CUST_9VG4PY,0,High Value,0
CUST_9VIV5P,0,High Value,0
CUST_9VNIQ7,1,Loyal,0
CUST_9W84A1,1,Loyal,0
CUST_9WBTNI,3,Low Value,0
CUST_9WDPMN,2,New,0
CUST_9WI470,3,Low Value,1
CUST_9WL4DY,3,Low Value,0
CUST_9WMCFC,0,High Value,1
CUST_9WMLH8,1,Loyal,0
CUST_9WMZEF,2,New,1
CUST_9WOHFE,2,New,0
CUST_9WQ5GA,3,Low Value,1
CUST_9WUXJQ,2,New,1
CUST_9X1N0Z,2,New,0
CUST_9X25XT,2,New,1
CUST_9XCD1E,2,New,0
CUST_9XFUEB,1,Loyal,0
CUST_9XGNR5,3,Low Value,0
CUST_9XKWV6,0,High Value,0
CUST_9XRQ1Q,0,High Value,0
CUST_9XWKQL,1,Loyal,0
CUST_9XWRPE,3,Low Value,1
CUST_9Y8LCR,3,Low Value,0
CUST_9YA5KF,0,High Value,0
CUST_9YBJTC,0,High Value,1
CUST_9YRE41,3,Low Value,1
CUST_9YU9HY,3,Low Value,1
CUST_9Z18YX,2,New,0
CUST_9Z4X9A,0,High Value,1
CUST_9Z59AW,3,Low Value,0
CUST_9Z9M75,2,New,0
CUST_9ZBV17,1,Loyal,0
CUST_9ZF47E,0,High Value,0
CUST_9ZF8N3,2,New,0
CUST_9ZPBBO,0,High Value,0
CUST_9ZREIA,3,Low Value,0
CUST_A015S4,3,Low Value,0
CUST_A02J40,2,New,0
CUST_A0AV4X,0,High Value,0
CUST_A0FCBI,0,High Value,0
CUST_A0JW0U,2,New,0
CUST_A0QEMJ,2,New,0
CUST_A0W85M,1,Loyal,0
CUST_A0XRYZ,2,New,1
CUST_A11O2B,0,High Value,0
CUST_A137XV,3,Low Value,0
CUST_A153DS,2,New,0
CUST_A17OR8,2,New,0
CUST_A1AEL4,3,Low Value,0
CUST_A1DKEB,0,High Value,0
CUST_A1LKRM,0,High Value,0
CUST_A1MYN5,2,New,0
CUST_A1SSBU,3,Low Value,0
CUST_A1UAZ3,1,Loyal,0
CUST_A1YNMG,3,Low Value,0
CUST_A1ZGIP,3,Low Value,0
CUST_A22S82,3,Low Value,0
CUST_A29A7H,2,New,0
CUST_A2JZ1F,0,High Value,1
CUST_A2WVJD,3,Low Value,1
CUST_A2ZAR4,2,New,0
CUST_A3DUV0,1,Loyal,0
CUST_A3IOYF,2,New,0
CUST_A3J7DJ,2,New,0
CUST_A40KDK,2,New,0
CUST_A41UN8,0,High Value,1
CUST_A4895F,2,New,1
CUST_A4ESE4,1,Loyal,0
CUST_A4IM8L,1,Loyal,0
CUST_A4NR3Y,0,High Value,0
CUST_A4YIR3,0,High Value,0
CUST_A54ACF,2,New,0
CUST_A55U01,2,New,0
CUST_A59II5,1,Loyal,0
CUST_A59WVJ,1,Loyal,0
CUST_A5DRK7,1,Loyal,0
CUST_A5H5UE,0,High Value,1
CUST_A5KCIS,0,High Value,0
CUST_A5N3LA,1,Loyal,0
CUST_A5VZEL,0,High Value,0
CUST_A6A8I5,3,Low Value,0
CUST_A6DGS9,3,Low Value,0
CUST_A6HAG5,0,High Value,0
CUST_A6NO73,1,Loyal,1
CUST_A6OPET,0,High Value,0
CUST_A6R7MD,3,Low Value,1
CUST_A6UL4R,1,Loyal,0
CUST_A6V00B,3,Low Value,0
CUST_A6WLPM,2,New,0
CUST_A75XYB,1,Loyal,0
CUST_A76LEY,1,Loyal,0
CUST_A7GZU0,0,High Value,0
CUST_A7HSAH,0,High Value,0
CUST_A7KHVH,2,New,1
CUST_A7LTI0,1,Loyal,1
CUST_A7N3D6,2,New,1
CUST_A7N8BA,2,New,0
CUST_A7Q8RD,3,Low Value,0
CUST_A7YXTN,1,Loyal,0
CUST_A874L3,1,Loyal,0
CUST_A8ESA1,2,New,0
CUST_A8IY9G,2,New,0
CUST_A8J2NI,2,New,0
CUST_A8JKX6,3,Low Value,0
CUST_A8K2LI,1,Loyal,1
CUST_A8MM7P,3,Low Value,0
CUST_A8OEXK,3,Low Value,0
CUST_A8PD5V,0,High Value,0
CUST_A8PDP2,2,New,1
CUST_A8ZXDW,0,High Value,0
CUST_A9CYWG,3,Low Value,0
CUST_A9OAN1,3,Low Value,0
CUST_A9T61P,2,New,0
CUST_A9U4FD,2,New,0
CUST_A9Z4ET,0,High Value,0
CUST_AA1PNY,0,High Value,0
CUST_AA8DRI,2,New,0
CUST_AA9EDX,3,Low Value,0
CUST_AAAI78,2,New,1
CUST_AABIRV,1,Loyal,0
CUST_AABLN4,3,Low Value,0
CUST_AAD6VP,0,High Value,0
CUST_AAF0EE,0,High Value,0
CUST_AAJDVT,0,High Value,0
CUST_AAWH42,2,New,0
CUST_AB04I6,0,High Value,0
CUST_AB2TK5,3,Low Value,0
CUST_AB41AI,2,New,0
CUST_AB7DQB,3,Low Value,0
CUST_ABLLJL,2,New,1
CUST_ABMMIH,3,Low Value,0
CUST_ABOUQX,0,High Value,0
CUST_ABTKQ1,1,Loyal,0
CUST_ABWHZD,3,Low Value,0
CUST_ABWJHK,1,Loyal,0
CUST_ABWSWM,0,High Value,0
CUST_AC1SQ8,1,Loyal,1
CUST_ACB596,2,New,0
CUST_ACHPPB,1,Loyal,0
CUST_ACKONS,0,High Value,0
CUST_ACKU15,3,Low Value,0
CUST_ACTUTO,0,High Value,0
CUST_AD1A5G,3,Low Value,0
CUST_AD2FO3,1,Loyal,0
CUST_AD6WFR,0,High Value,0
CUST_AD72GV,1,Loyal,0
CUST_AD74ED,3,Low Value,0
CUST_AD8JD7,1,Loyal,0
CUST_ADAOK4,3,Low Value,1
CUST_ADK2EN,3,Low Value,0
CUST_AE5J0V,1,Loyal,1
CUST_AE5J0Y,1,Loyal,0
CUST_AE6395,3,Low Value,0
CUST_AE68ZY,2,New,0
CUST_AE7AHF,3,Low Value,0
CUST_AE8ZCA,0,High Value,0
CUST_AEM5CL,0,High Value,0
CUST_AEOE0D,2,New,0
CUST_AEVAHR,2,New,0
CUST_AEY4L2,3,Low Value,0
CUST_AEYGVQ,3,Low Value,0
CUST_AF0IZ6,1,Loyal,1
CUST_AF11WS,2,New,0
CUST_AF19AI,0,High Value,0
CUST_AF8EM8,0,High Value,0
CUST_AFB15L,2,New,0
CUST_AFHK1N,1,Loyal,0
CUST_AFMH8G,3,Low Value,0
CUST_AFPFOG,0,High Value,0
CUST_AFR0W6,3,Low Value,0
CUST_AFRSK1,2,New,0
CUST_AFTD6Z,2,New,0
CUST_AFWUND,1,Loyal,1
CUST_AG0JGN,1,Loyal,0
CUST_AG45GR,0,High Value,0
CUST_AG5DBA,3,Low Value,0
CUST_AG7LON,1,Loyal,0
CUST_AG9RF4,3,Low Value,1
CUST_AGKZAF,2,New,0
CUST_AGNV1P,1,Loyal,0
CUST_AGS5EF,1,Loyal,1
CUST_AGU6HK,3,Low Value,0
CUST_AGWZGA,2,New,0
CUST_AGX1I5,3,Low Value,0
CUST_AH7RRT,1,Loyal,0
CUST_AH8HWS,2,New,0
CUST_AH90YX,1,Loyal,1
CUST_AHG3P0,3,Low Value,1
CUST_AHG7YJ,0,High Value,0
CUST_AHH3CA,0,High Value,0
CUST_AHHOQY,3,Low Value,0
CUST_AHIU5E,3,Low Value,1
CUST_AHRFNW,0,High Value,0
CUST_AHTIQA,1,Loyal,0
CUST_AHWFJ9,0,High Value,0
CUST_AI86XH,3,Low Value,0
CUST_AIDCR7,1,Loyal,0
CUST_AIFWZX,1,Loyal,0
CUST_AISONZ,1,Loyal,0
CUST_AITMB7,0,High Value,0
CUST_AJ1ARA,0,High Value,0
CUST_AJ6D2Y,3,Low Value,0
CUST_AJ7JRY,0,High Value,1
CUST_AJEPHO,1,Loyal,0
CUST_AJF6JU,2,New,0
CUST_AJK92N,0,High Value,0
CUST_AJKQX7,0,High Value,0
CUST_AJPAZD,0,High Value,0
CUST_AJSNS0,1,Loyal,1
CUST_AJZW9C,0,High Value,0
CUST_AK0C29,0,High Value,0
CUST_AK1BKV,2,New,0
CUST_AK6AEC,0,High Value,1
CUST_AK7L3C,1,Loyal,0
CUST_AK7WLE,1,Loyal,0
CUST_AKCDB2,3,Low Value,0
CUST_AKES1X,2,New,0
CUST_AL0SY9,2,New,0
CUST_AL25EH,3,Low Value,1
CUST_AL3403,2,New,0
CUST_AL4CPV,3,Low Value,0
CUST_AL6GOF,0,High Value,0
CUST_ALBOLT,1,Loyal,1
CUST_ALFV88,0,High Value,0
CUST_ALL22T,2,New,0
CUST_ALMMIH,1,Loyal,0
CUST_ALS7IC,1,Loyal,0
CUST_ALUF8F,3,Low Value,0
CUST_ALYNIP,1,Loyal,0
CUST_AM5V00,3,Low Value,1
CUST_AM87J4,1,Loyal,0
CUST_AMF3KX,3,Low Value,0
CUST_AMG4Q2,3,Low Value,0
CUST_AMKGJL,3,Low Value,0
CUST_AMNGO9,3,Low Value,0
CUST_AMQG5V,0,High Value,0
CUST_AMR1D2,3,Low Value,0
CUST_AMTSSA,3,Low Value,0
CUST_AMV3QJ,0,High Value,0
CUST_AMWWEE,3,Low Value,0
CUST_AN1U0N,3,Low Value,0
CUST_ANAJJA,0,High Value,0
CUST_ANHGWQ,2,New,0
CUST_ANJNGB,2,New,0
