Campaign_ID,Month,Revenue_Generated,Conversions,Customer_Satisfaction_Post_Refund
CMP_8EKM9N,2033-01,43327.4,183,2.0
CMP_8ENVE3,2047-06,41901.43,328,1.0
CMP_8EQN7V,2040-02,16518.79,91,2.0
CMP_8EQXH5,2040-12,30692.69,427,3.0
CMP_8ETK4X,2031-10,72574.82,87,3.0
CMP_8EXVMN,2043-05,61422.41,81,1.0
CMP_8F0015,2025-12,79670.63,731,3.0
CMP_8F3A2E,2038-11,18768.48,652,4.0
CMP_8F5601,2037-10,23677.68,50,3.0
CMP_8F866Q,2023-03,45590.47,679,1.0
CMP_8FC4KE,2048-10,60753.56,7,2.0
CMP_8FTB6G,2045-01,97892.33,703,4.0
CMP_8G0J35,2033-10,74013.75,237,3.0
CMP_8G5KOD,2030-11,73581.7,200,1.0
CMP_8GGCOB,2032-05,41021.55,113,4.0
CMP_8GQ6L5,2043-01,73917.66,450,4.0
CMP_8GSID6,2049-06,36876.12,12,2.0
CMP_8H010H,2028-12,9463.66,466,2.0
CMP_8H97PO,2044-09,93479.67,852,4.0
CMP_8H9WCN,2024-01,51274.58,27,4.0
CMP_8HAQ54,2049-05,91720.85,411,3.0
CMP_8HCR67,2025-07,14430.08,964,4.0
CMP_8HE7C0,2040-05,14083.15,563,2.0
CMP_8HGLVC,2027-01,97623.59,163,4.0
CMP_8HHD91,2049-10,44382.49,696,2.0
CMP_8HP3EM,2044-08,58908.23,333,1.0
CMP_8HP4Z0,2050-01,3027.85,911,4.0
CMP_8HV8WP,2034-05,16894.56,392,1.0
CMP_8HVFW0,2040-05,39945.41,466,1.0
CMP_8I8BDI,2038-05,17068.24,729,3.0
CMP_8I97JA,2031-12,55945.66,562,2.0
CMP_8I9ZKF,2043-03,39090.31,810,1.0
CMP_8IDCU6,2044-06,75920.16,60,3.0
CMP_8IIX4D,2045-10,91991.27,397,4.0
CMP_8ILS6A,2039-01,60790.66,300,3.0
CMP_8IM24E,2027-05,94482.48,599,3.0
CMP_8ISNIQ,2028-12,53467.78,444,3.0
CMP_8IYRX0,2029-10,65382.13,952,1.0
CMP_8IZ5B3,2025-09,22047.15,60,4.0
CMP_8J04HZ,2045-05,90733.14,984,4.0
CMP_8J3T2V,2028-11,2877.63,321,2.0
CMP_8JJC9B,2049-12,71584.6,48,3.0
CMP_8JRW4L,2048-06,43146.64,687,1.0
CMP_8K33TB,2040-06,91239.46,221,4.0
CMP_8KJGO6,2049-06,90204.61,585,1.0
CMP_8KMGCS,2031-02,83386.09,463,3.0
CMP_8KQYCH,2037-03,28675.14,237,1.0
CMP_8KU3CW,2037-09,65733.84,281,1.0
CMP_8L1RUM,2027-07,81493.11,716,1.0
CMP_8LA2KI,2039-05,4955.69,812,4.0
CMP_8LNQ5L,2043-04,54292.28,156,3.0
CMP_8LRSS6,2032-05,45122.72,31,2.0
CMP_8LZZCS,2036-10,42052.78,757,3.0
CMP_8MB87J,2027-07,74900.73,404,3.0
CMP_8MJM34,2025-09,84871.71,568,4.0
CMP_8MMXG4,2041-03,4063.16,498,1.0
CMP_8N0UF9,2046-08,19270.48,766,1.0
CMP_8N55SY,2037-04,83732.31,573,3.0
CMP_8NC21I,2025-05,65309.79,181,2.0
CMP_8NCAHB,2034-09,22689.89,226,3.0
CMP_8NCBML,2025-02,14178.76,805,2.0
CMP_8NCFT3,2026-09,55176.35,579,3.0
CMP_8NH0FP,2027-06,58089.39,519,1.0
CMP_8NJT9T,2041-10,84527.21,917,3.0
CMP_8NLIHS,2048-05,39548.72,292,3.0
CMP_8NT1AW,2032-01,46361.62,110,2.0
CMP_8NZEOB,2049-07,1423.62,565,3.0
CMP_8NZV8R,2034-06,99310.06,87,2.0
CMP_8O3316,2028-07,38128.78,401,2.0
CMP_8O42X3,2031-10,32632.05,778,1.0
CMP_8O5KLA,2028-05,48508.61,328,4.0
CMP_8O6R1M,2030-07,58994.93,260,4.0
CMP_8O8TQH,2030-10,51308.06,598,1.0
CMP_8O9JYX,2048-08,7604.43,895,4.0
CMP_8O9WXV,2029-11,54047.97,563,1.0
CMP_8OC6FS,2024-02,23224.24,596,1.0
CMP_8OI2E6,2031-10,51536.22,435,2.0
CMP_8OJELA,2040-12,45917.17,862,2.0
CMP_8OK95Y,2026-11,18849.21,76,2.0
CMP_8ORG2A,2044-08,37260.86,508,2.0
CMP_8ORI1J,2031-02,98547.86,390,4.0
CMP_8OVDGC,2025-12,9240.35,814,4.0
CMP_8OY3JV,2049-07,20983.15,129,1.0
CMP_8P0S3X,2046-02,70746.12,288,1.0
CMP_8P3NVV,2046-12,60341.0,85,2.0
CMP_8P6ER4,2042-12,27596.75,936,3.0
CMP_8P8NQN,2050-03,11373.62,430,1.0
CMP_8PBT33,2033-10,31632.58,695,3.0
CMP_8PCYM9,2048-05,3035.07,894,4.0
CMP_8PHAJY,2049-07,35441.56,192,1.0
CMP_8PJ9ST,2044-10,61601.42,853,4.0
CMP_8PKF88,2023-05,36787.3,335,2.0
CMP_8PKV9N,2046-12,7359.52,988,3.0
CMP_8PL7ME,2043-09,80294.71,506,4.0
CMP_8PPVBY,2032-12,33622.78,814,4.0
CMP_8PS9KQ,2040-02,32900.92,968,4.0
CMP_8PYPW4,2033-09,27561.02,117,4.0
CMP_8Q0DMP,2050-03,2584.08,547,3.0
CMP_8Q3HO5,2034-06,91822.98,486,2.0
CMP_8Q7ER0,2027-08,99540.66,781,1.0
CMP_8QBYY0,2037-07,51264.34,757,1.0
CMP_8QDIYC,2048-02,59436.09,308,3.0
CMP_8QHKL5,2046-11,13018.7,917,3.0
CMP_8QKF5I,2031-08,97209.51,824,2.0
CMP_8QMD7C,2047-12,48817.57,925,2.0
CMP_8QO4OX,2028-10,50743.43,812,4.0
CMP_8QS9OO,2028-10,90078.21,744,3.0
CMP_8QU64H,2041-04,26583.37,390,3.0
CMP_8QWNZP,2040-11,41958.16,86,3.0
CMP_8RDQ4L,2050-01,95825.22,600,4.0
CMP_8RGKP0,2048-03,76266.59,222,4.0
CMP_8RLB38,2041-04,25868.19,169,2.0
CMP_8RLL5Z,2029-11,90010.55,886,4.0
CMP_8RMF4N,2042-07,22500.34,409,2.0
CMP_8RRXH0,2043-03,75542.84,298,1.0
CMP_8RRZOC,2032-02,60818.32,644,2.0
CMP_8RYHVS,2027-08,47143.2,857,4.0
CMP_8RYMX1,2040-07,23952.92,795,1.0
CMP_8RZ9ZM,2036-12,5542.62,290,3.0
CMP_8S51UT,2037-06,63889.01,549,3.0
CMP_8S788D,2031-07,54072.52,214,4.0
CMP_8SA0HL,2036-02,97118.26,251,1.0
CMP_8SFGMI,2045-07,4485.95,96,2.0
CMP_8SJ0U0,2026-09,12194.99,657,4.0
CMP_8SN1BP,2044-04,17374.27,712,3.0
CMP_8SOZDP,2035-02,56355.91,554,3.0
CMP_8SRF9N,2033-11,1392.81,652,4.0
CMP_8T49C4,2036-11,58976.47,108,1.0
CMP_8TA2L9,2047-09,12555.91,689,3.0
CMP_8TJ3OP,2029-10,6664.3,661,4.0
CMP_8TKLI6,2035-07,40506.77,363,4.0
CMP_8TOD7N,2033-02,58305.4,516,4.0
CMP_8TT8EH,2046-03,43691.06,993,3.0
CMP_8TTA1C,2038-12,27403.14,743,1.0
CMP_8TVNHF,2029-06,24783.13,466,3.0
CMP_8U5HMY,2044-09,77834.76,64,1.0
CMP_8U5SEH,2036-07,84761.62,173,2.0
CMP_8U6MQ8,2045-10,10887.66,970,4.0
CMP_8U9DXQ,2023-11,78060.65,988,2.0
CMP_8UAXDO,2043-08,9574.99,289,1.0
CMP_8ULG6E,2044-11,78200.05,600,2.0
CMP_8UZM3O,2048-02,18885.73,162,2.0
CMP_8V0MU7,2023-04,80441.87,486,4.0
CMP_8V26TO,2025-10,14453.4,723,1.0
CMP_8V5Z2T,2048-06,78530.4,470,3.0
CMP_8V7LL6,2027-08,63453.85,597,4.0
CMP_8V952U,2036-12,54290.46,342,4.0
CMP_8VH8U9,2031-07,68096.17,988,3.0
CMP_8VNR0W,2028-05,94062.42,149,4.0
CMP_8VS2RY,2038-05,64263.91,996,3.0
CMP_8VSRH0,2036-08,36790.42,641,3.0
CMP_8VTLV5,2039-02,51489.78,634,1.0
CMP_8VUHCK,2027-07,58366.87,634,1.0
CMP_8VYIHW,2038-08,26448.2,317,1.0
CMP_8VZIMH,2023-09,62035.75,604,3.0
CMP_8W5N9Q,2027-11,12635.73,873,1.0
CMP_8W7HAW,2044-08,8505.21,159,4.0
CMP_8WBWWP,2023-10,85312.31,586,3.0
CMP_8WCEZT,2039-11,45706.41,181,2.0
CMP_8WH6GT,2047-08,97964.79,872,1.0
CMP_8WK0DF,2042-07,81007.12,602,4.0
CMP_8WNCUK,2033-05,79024.73,594,3.0
CMP_8WXXAS,2046-11,61371.76,56,3.0
CMP_8XA5BY,2040-08,72422.35,80,2.0
CMP_8XGZKB,2033-03,94673.61,344,1.0
CMP_8XINQA,2044-02,96391.0,842,3.0
CMP_8XJ8KG,2025-02,53101.56,813,2.0
CMP_8XJJMJ,2024-03,19973.08,646,4.0
CMP_8Y1K27,2030-06,53140.49,341,4.0
CMP_8Y2KDR,2029-02,38030.41,136,3.0
CMP_8Y55OK,2028-01,48810.68,532,1.0
CMP_8Y6PW3,2034-11,21308.32,437,1.0
CMP_8Y8JM4,2027-08,68571.43,822,4.0
CMP_8YD8G0,2029-12,67853.3,962,3.0
CMP_8YFGIV,2039-10,54106.83,278,1.0
CMP_8YJCZG,2033-08,65079.81,634,3.0
CMP_8YJPU9,2043-07,21538.64,327,1.0
CMP_8YS7SL,2028-10,75917.05,837,4.0
CMP_8YXUU9,2032-09,47608.28,12,4.0
CMP_8Z0S6U,2037-07,57611.41,187,3.0
CMP_8Z11RP,2023-08,83934.11,502,2.0
CMP_8Z47BJ,2033-10,93182.45,786,3.0
CMP_8Z67UC,2035-08,41434.71,484,1.0
CMP_8ZAGWD,2038-12,46548.86,912,1.0
CMP_8ZGREL,2043-10,7808.53,159,3.0
CMP_8ZMJ8S,2032-08,36292.72,401,2.0
CMP_8ZMKFL,2028-11,99631.73,43,3.0
CMP_8ZOCNC,2047-11,11958.44,299,1.0
CMP_8ZQNAR,2036-05,42388.0,441,4.0
CMP_8ZRLSS,2026-05,75314.85,930,3.0
CMP_8ZTSNA,2044-08,17599.84,978,3.0
CMP_8ZW6EB,2040-02,41951.91,258,3.0
CMP_90PCUC,2043-11,31225.09,687,2.0
CMP_9124EZ,2032-04,24801.98,821,4.0
CMP_914LH6,2041-07,55417.76,802,1.0
CMP_914M5T,2028-11,36205.31,173,4.0
CMP_916L9Q,2048-12,94139.19,958,1.0
CMP_916TKL,2030-11,20664.56,312,4.0
CMP_91CGIP,2050-04,36562.56,151,3.0
CMP_91E0X8,2039-05,15933.35,375,3.0
CMP_91HHRW,2047-08,62364.25,493,4.0
CMP_91IV1F,2048-10,31653.3,90,1.0
CMP_91PJYA,2032-08,58416.87,915,4.0
CMP_91YAOR,2024-04,88432.24,975,1.0
CMP_91YODQ,2036-05,40785.33,274,4.0
CMP_91YWSH,2046-12,33502.8,345,4.0
CMP_921288,2034-12,8114.09,683,2.0
CMP_922O6N,2050-01,49105.49,580,4.0
CMP_922RI9,2033-08,37506.31,908,3.0
CMP_924IMF,2030-06,31350.29,547,2.0
CMP_9265X2,2044-06,9854.24,857,2.0
CMP_92JMIJ,2044-08,39071.76,320,3.0
CMP_92M5RK,2048-06,73043.52,68,4.0
CMP_92WXNR,2042-12,82543.86,141,1.0
CMP_92XH6T,2042-04,88889.73,645,2.0
CMP_92ZKVA,2030-12,84977.57,114,1.0
CMP_93CVV7,2031-05,73473.52,139,1.0
CMP_93DWBS,2029-03,76047.8,910,4.0
CMP_93L1WS,2042-02,5166.05,527,1.0
CMP_93ZL6T,2033-04,63429.78,210,4.0
CMP_940BAJ,2025-10,52445.27,666,1.0
CMP_941E7T,2029-04,94683.09,505,3.0
CMP_943PX9,2048-01,41928.2,632,4.0
CMP_947XMI,2035-05,85461.47,33,1.0
CMP_94GAUO,2035-10,77669.38,931,4.0
CMP_94GXZL,2047-08,19752.72,613,4.0
CMP_94JRFA,2028-11,67325.28,659,2.0
CMP_94ZQSN,2029-06,77718.8,420,2.0
CMP_95LCDT,2028-07,24336.1,603,3.0
CMP_95N4W1,2031-06,68525.71,487,1.0
CMP_95PZXV,2049-04,36208.84,307,3.0
CMP_961GZV,2026-04,80204.45,56,2.0
CMP_963PN2,2030-12,53250.69,575,4.0
CMP_96CAUM,2037-01,52843.28,727,4.0
CMP_96TG05,2048-05,9557.1,138,3.0
CMP_971FCJ,2026-02,87477.09,61,3.0
CMP_97AJ22,2031-03,34653.72,835,1.0
CMP_97HFSB,2038-07,37929.47,55,4.0
CMP_97HMNE,2042-06,57442.93,505,2.0
CMP_97M3W2,2024-07,15581.58,519,1.0
CMP_97UG11,2043-06,28069.65,677,1.0
CMP_988KRZ,2038-04,44658.83,828,1.0
CMP_988XI6,2028-09,42295.26,622,1.0
CMP_98PVBU,2025-08,7719.75,431,3.0
CMP_990TAY,2027-06,26869.95,912,1.0
CMP_993K9X,2038-04,54459.73,139,4.0
CMP_994LV8,2035-04,40225.22,490,4.0
CMP_99AACW,2029-06,36076.93,466,4.0
CMP_99ADA6,2026-04,92396.59,912,3.0
CMP_99CBKN,2039-07,91402.31,26,1.0
CMP_99KX8V,2042-12,81365.37,673,2.0
CMP_9A53EH,2031-01,64134.34,279,3.0
CMP_9ACSB6,2030-07,40112.28,355,3.0
CMP_9AF5NG,2024-11,7511.45,45,4.0
CMP_9AP02D,2032-12,67680.15,528,4.0
CMP_9AVK5G,2048-08,30710.51,332,1.0
CMP_9AZ9KA,2045-07,27754.01,982,2.0
CMP_9BBO5Q,2038-07,41251.89,748,4.0
CMP_9BDDFK,2038-03,1674.42,390,3.0
CMP_9BDGZG,2044-02,30469.61,976,1.0
CMP_9BQ6TD,2041-05,38202.69,443,1.0
CMP_9BVP0S,2036-05,24117.17,991,4.0
CMP_9BW73Y,2025-12,44520.0,222,1.0
CMP_9C2WC7,2042-01,3701.33,576,4.0
CMP_9C55A7,2030-12,99303.65,731,2.0
CMP_9C9YK5,2050-03,67483.92,561,3.0
CMP_9CACM4,2035-09,80215.7,277,2.0
CMP_9CNEWG,2034-08,50534.98,325,1.0
CMP_9CNKEL,2038-08,79918.19,744,3.0
CMP_9CQD2N,2035-04,20434.17,49,2.0
CMP_9CRC6V,2045-03,69230.23,681,2.0
CMP_9CW4Z0,2044-07,97589.28,973,2.0
CMP_9D7JER,2040-11,8459.53,989,2.0
CMP_9DK0HD,2040-10,47341.33,715,2.0
CMP_9DNWF2,2048-03,93948.92,762,2.0
CMP_9DOFGZ,2045-06,87140.04,222,2.0
CMP_9DY5G7,2032-04,89861.79,231,2.0
CMP_9E3Z1F,2036-04,20544.04,833,4.0
CMP_9E5NAC,2047-06,61386.19,727,3.0
CMP_9EDRSY,2024-09,14655.69,173,1.0
CMP_9EGXWQ,2047-10,66175.15,502,3.0
CMP_9EIJXY,2042-12,53870.17,152,2.0
CMP_9EYE6W,2042-05,11114.17,814,4.0
CMP_9F3Z9F,2025-01,35484.36,325,1.0
CMP_9F4K8L,2042-01,76654.21,592,4.0
CMP_9F7JPC,2025-06,31604.83,851,4.0
CMP_9F9JJD,2047-04,77881.21,947,1.0
CMP_9FF2W1,2048-06,61290.04,876,4.0
CMP_9FGRPW,2038-05,30715.58,558,1.0
CMP_9FI5PN,2024-04,44186.09,26,3.0
CMP_9FJGYE,2032-01,83817.0,324,1.0
CMP_9FRJZE,2040-08,83284.73,687,2.0
CMP_9G0TN6,2046-10,75533.28,961,1.0
CMP_9G50O9,2047-04,96574.88,328,2.0
CMP_9G5XOV,2048-12,82011.12,130,4.0
CMP_9G8SC8,2047-12,90122.58,746,3.0
CMP_9GAJAS,2027-08,46815.93,933,3.0
CMP_9GDQ0E,2039-11,95813.4,831,4.0
CMP_9GE50G,2048-07,82748.71,502,3.0
CMP_9GMEPZ,2035-09,52241.09,939,2.0
CMP_9GNMZ2,2042-11,24048.2,616,3.0
CMP_9GSPP2,2029-01,53299.4,163,2.0
CMP_9GZ2LH,2038-01,52525.9,399,2.0
CMP_9H0M8X,2035-02,24161.94,879,4.0
CMP_9H9F33,2038-04,88891.43,179,3.0
CMP_9HMTTB,2033-06,12183.3,649,1.0
CMP_9HTJ13,2031-12,34891.59,605,4.0
CMP_9HV1Z0,2039-11,39140.43,866,3.0
CMP_9HYZIQ,2037-07,47070.83,860,2.0
CMP_9I1KF5,2026-01,30741.87,306,4.0
CMP_9INVAH,2027-08,65033.45,953,4.0
CMP_9IZ76Z,2030-06,49395.33,894,2.0
CMP_9J0QXV,2049-08,44359.03,336,3.0
CMP_9J5C49,2038-06,41388.11,971,2.0
CMP_9J8OOW,2036-05,91622.65,887,3.0
CMP_9JBDPY,2029-11,17453.09,43,2.0
CMP_9JCVD8,2037-07,49947.93,294,4.0
CMP_9JJJUP,2024-06,23618.85,49,2.0
CMP_9JNH43,2026-04,8729.79,515,4.0
CMP_9JR26I,2044-03,19748.85,482,3.0
CMP_9JSHDS,2031-09,32346.98,64,2.0
CMP_9JT0L8,2044-01,16058.24,915,1.0
CMP_9JZ43H,2025-02,84952.12,362,3.0
CMP_9K7R9R,2041-06,83763.97,18,1.0
CMP_9K7YUN,2023-08,38260.85,257,4.0
CMP_9K8667,2033-04,53937.34,480,1.0
CMP_9K8KPG,2027-10,80168.91,319,1.0
CMP_9KEU3B,2030-07,20451.34,49,2.0
CMP_9KG6UL,2047-02,38657.92,13,4.0
CMP_9KQL6M,2047-08,50248.58,164,2.0
CMP_9KU4FM,2036-09,26274.79,612,4.0
CMP_9KXOPA,2035-04,19260.57,88,2.0
CMP_9L1HVJ,2044-12,86318.57,565,3.0
CMP_9L3IBK,2040-09,72999.75,27,4.0
CMP_9L504P,2035-02,88554.67,257,2.0
CMP_9LBIN7,2035-02,62359.43,311,3.0
CMP_9LF12Q,2042-10,98825.71,281,4.0
CMP_9LFR41,2039-07,53029.23,176,4.0
CMP_9LHUVZ,2042-06,66405.92,173,3.0
CMP_9LJF2P,2026-08,58685.44,617,4.0
CMP_9LO5L2,2028-12,33100.65,826,3.0
CMP_9LPIXZ,2029-12,84025.36,421,2.0
CMP_9LSRM8,2041-03,54762.33,554,3.0
CMP_9MDQ0G,2032-06,75196.57,954,4.0
CMP_9MFAM6,2032-10,84895.25,731,4.0
CMP_9MGSX1,2032-02,92529.42,199,1.0
CMP_9MUHA1,2046-09,14209.81,912,2.0
CMP_9MZN19,2045-01,32496.64,873,1.0
CMP_9N1OOE,2046-10,26945.51,582,2.0
CMP_9N46TU,2023-09,39403.2,772,3.0
CMP_9N9RVZ,2046-11,75827.64,780,2.0
CMP_9NOSEM,2037-10,19734.75,900,1.0
CMP_9NQG2V,2027-01,2285.21,896,4.0
CMP_9NR8VI,2030-11,1257.46,368,4.0
CMP_9NX84R,2035-04,4504.59,598,3.0
CMP_9OCIP1,2023-04,96171.37,704,2.0
CMP_9OHG7I,2034-01,11066.01,345,4.0
CMP_9OLQY2,2026-02,82114.87,72,3.0
CMP_9OMFUP,2047-09,58052.21,69,4.0
CMP_9OQTRI,2044-09,9995.25,802,2.0
CMP_9OXX7Q,2046-03,28571.66,334,3.0
CMP_9OZ6BU,2025-10,30888.11,884,2.0
CMP_9P12I6,2040-10,66173.96,362,1.0
CMP_9PD96O,2040-11,63411.17,652,4.0
CMP_9PDT7T,2029-08,72514.99,615,3.0
CMP_9PU0Z9,2031-09,25586.96,996,4.0
CMP_9PUDE6,2042-05,43105.37,229,2.0
CMP_9PUHKL,2046-09,89715.79,205,2.0
CMP_9PVYCH,2044-10,37378.01,285,1.0
CMP_9Q8JCS,2028-02,1872.06,876,3.0
CMP_9QA8HE,2026-12,80148.75,819,3.0
CMP_9QAD1E,2042-01,40624.31,632,4.0
CMP_9QH0CN,2025-08,87798.13,863,1.0
CMP_9QJGC9,2039-12,66754.66,144,3.0
CMP_9QL1U2,2050-01,53742.14,635,4.0
CMP_9QQBLK,2024-10,2973.04,146,1.0
CMP_9QSBZT,2024-11,32331.46,952,3.0
CMP_9QUIJX,2026-11,58391.77,170,3.0
CMP_9QVL9G,2045-12,21563.75,599,2.0
CMP_9QXNNI,2024-02,80733.06,618,3.0
CMP_9R0J9F,2035-11,30491.73,354,2.0
CMP_9R2HVB,2048-03,66527.24,900,4.0
CMP_9R8AAK,2035-04,49181.38,152,1.0
CMP_9R8VX7,2039-12,49940.49,366,4.0
CMP_9RA3N9,2028-06,64310.91,640,2.0
CMP_9RBEDE,2024-08,83611.78,675,2.0
CMP_9RC4TN,2026-04,2436.03,608,1.0
CMP_9RCPLB,2032-01,49874.58,928,3.0
CMP_9RNR2F,2041-11,38375.11,624,3.0
CMP_9RPOYA,2025-01,88257.94,639,1.0
CMP_9RQAK1,2037-05,12381.18,827,1.0
CMP_9RS9MO,2028-08,30308.81,227,1.0
CMP_9S0HNV,2035-02,79304.58,434,4.0
CMP_9S13I7,2039-01,90395.09,382,1.0
CMP_9S7PKU,2049-01,63558.67,466,1.0
CMP_9SJBED,2038-10,15331.83,431,1.0
CMP_9SLRIQ,2043-03,40952.62,717,1.0
CMP_9SN10T,2049-11,7390.38,133,4.0
CMP_9SQCME,2039-10,36400.6,542,4.0
CMP_9SSQXQ,2029-01,11958.31,721,4.0
CMP_9SUBOT,2033-03,16676.03,107,3.0
CMP_9T3QNN,2027-02,11245.69,653,3.0
CMP_9T4WDP,2034-03,4559.11,893,4.0
CMP_9THY39,2027-10,91582.43,502,3.0
CMP_9TK6ZK,2048-06,97805.04,685,3.0
CMP_9TNAMS,2039-11,66894.89,927,4.0
CMP_9TOFSC,2024-08,72058.44,659,1.0
CMP_9TS1HC,2031-12,89033.66,53,4.0
CMP_9U4KEF,2038-08,17316.36,873,1.0
CMP_9UDZBI,2028-07,56325.43,676,4.0
CMP_9UJAPM,2026-01,13815.75,308,4.0
CMP_9UNVMJ,2029-08,82056.48,918,3.0
CMP_9UOT48,2024-11,22409.39,925,3.0
CMP_9UQ6VU,2046-12,48560.29,747,3.0
CMP_9US26J,2033-07,56223.23,298,2.0
CMP_9UYSA6,2042-04,99824.55,306,1.0
CMP_9V0LYI,2035-06,73699.08,138,4.0
CMP_9V0QQW,2050-02,26248.14,614,1.0
CMP_9VH1NK,2027-06,79935.16,162,4.0
CMP_9VH5HM,2049-11,94372.65,694,2.0
CMP_9VHTMJ,2031-12,47173.04,528,4.0
CMP_9VK052,2030-09,7948.32,181,2.0
CMP_9VLLJK,2050-02,43228.74,900,3.0
CMP_9VOX5C,2033-12,86010.01,588,3.0
CMP_9VY12C,2028-03,34163.84,206,4.0
CMP_9VYV4B,2035-07,39300.61,754,4.0
CMP_9W555B,2031-01,17705.22,668,4.0
CMP_9W9X61,2034-08,81589.4,430,3.0
CMP_9WBMBW,2027-10,57431.11,160,4.0
CMP_9WQ92L,2033-11,30768.87,29,3.0
CMP_9WU44Y,2031-02,5414.66,975,2.0
CMP_9WULLF,2046-08,43167.77,868,3.0
CMP_9WUTH1,2031-10,79064.66,231,2.0
CMP_9WWUTW,2040-01,38015.9,169,2.0
CMP_9WWY7V,2024-05,19721.13,963,1.0
CMP_9X3EUC,2031-05,63545.16,571,4.0
CMP_9X8C05,2034-12,57902.42,882,4.0
CMP_9XAAN0,2023-05,87247.78,775,1.0
CMP_9XKOEY,2038-04,69424.5,606,2.0
CMP_9XOKMT,2024-11,17107.45,255,3.0
CMP_9XTEA9,2023-05,78378.52,710,1.0
CMP_9XW4YG,2029-01,22397.33,938,1.0
CMP_9Y1S2O,2045-08,98507.06,350,1.0
CMP_9Y2CGP,2034-10,71363.22,699,3.0
CMP_9Y8DU8,2028-04,34866.51,655,2.0
CMP_9Y8SNM,2029-07,47543.32,990,1.0
CMP_9YAQLD,2038-07,16460.37,374,3.0
CMP_9YAT5E,2029-10,92606.99,197,1.0
CMP_9YB8NJ,2039-03,73044.0,530,4.0
CMP_9YCQGZ,2045-05,70271.94,595,1.0
CMP_9YDII2,2049-12,79490.97,155,2.0
CMP_9YFSWA,2038-10,88950.75,287,2.0
CMP_9YUB3B,2049-04,74845.08,8,2.0
CMP_9Z8MG1,2024-10,59547.64,787,3.0
CMP_9ZG0JJ,2040-05,88529.81,71,1.0
CMP_9ZIHJH,2044-02,10484.08,858,4.0
CMP_9ZJEH6,2029-02,92641.1,162,4.0
CMP_9ZL726,2046-12,21272.79,897,2.0
CMP_9ZLYH8,2033-10,72212.92,563,4.0
CMP_9ZMI2Q,2048-02,16625.31,656,4.0
CMP_9ZPY4I,2041-01,47428.19,825,2.0
CMP_9ZUBOA,2031-07,53605.4,971,3.0
CMP_9ZUD4J,2034-03,88882.16,878,2.0
CMP_9ZUK9R,2047-10,79262.53,895,2.0
CMP_9ZWT9X,2046-05,73545.47,727,1.0
CMP_9ZZE9M,2025-03,42047.88,176,2.0
CMP_A01TUO,2041-06,44423.06,635,4.0
CMP_A0BHUP,2027-05,74041.25,179,3.0
CMP_A0NEKZ,2044-03,55187.57,893,2.0
CMP_A0R3XK,2035-02,51510.1,4,1.0
CMP_A12CMN,2029-11,21892.89,201,2.0
CMP_A16LWZ,2030-01,89761.36,676,2.0
CMP_A1CVFI,2042-02,6705.31,726,4.0
CMP_A1FFOL,2032-10,86507.35,422,1.0
CMP_A1GQ7E,2023-12,10854.62,416,4.0
CMP_A1T36N,2024-07,3825.73,728,1.0
CMP_A1UDGB,2031-04,99926.23,838,1.0
CMP_A1XELX,2033-04,60177.67,540,1.0
CMP_A1YX97,2046-10,62723.59,265,2.0
CMP_A25XJ5,2026-02,86723.05,142,2.0
CMP_A26DPA,2047-09,36746.48,760,3.0
CMP_A291VJ,2036-11,97949.22,722,3.0
CMP_A2SP2W,2039-10,64322.79,467,4.0
CMP_A2VJKT,2025-09,1769.6,102,1.0
CMP_A36JTG,2044-03,86474.23,723,3.0
CMP_A3DT00,2040-06,17683.91,512,1.0
CMP_A3F1DJ,2042-10,70164.14,529,1.0
CMP_A3KT3X,2030-01,42087.6,39,1.0
CMP_A3REE0,2043-12,49296.77,92,2.0
CMP_A3TMPD,2025-12,2243.62,697,3.0
CMP_A45CW4,2028-06,19181.92,34,1.0
CMP_A4E6TN,2030-04,60416.9,67,2.0
CMP_A4ECEU,2032-01,67614.18,733,1.0
CMP_A4L2XO,2031-02,99346.38,951,4.0
CMP_A4OQ59,2034-02,43958.76,563,3.0
CMP_A4ST4N,2029-04,67584.2,734,1.0
CMP_A4U74M,2049-12,14139.73,590,1.0
CMP_A4VX3H,2046-08,70284.58,558,3.0
CMP_A4WPUO,2029-08,66974.55,235,2.0
CMP_A4WY3D,2046-01,61885.68,901,3.0
CMP_A52V6P,2027-06,46513.21,219,2.0
CMP_A58OMT,2025-05,68664.75,619,1.0
CMP_A5FCUZ,2030-08,8591.22,656,2.0
CMP_A5HRSE,2035-02,9015.78,567,2.0
CMP_A5NIMF,2040-06,27079.07,176,4.0
CMP_A5S60I,2046-03,62681.53,64,1.0
CMP_A5VG17,2024-05,64870.53,62,3.0
CMP_A62NIS,2031-05,79531.35,59,4.0
CMP_A68LHG,2037-03,99035.08,375,2.0
CMP_A68UY3,2025-08,19458.95,18,2.0
CMP_A692SH,2048-05,64641.01,564,2.0
CMP_A6A49E,2025-04,36313.62,308,4.0
CMP_A6DBZM,2027-01,55594.11,257,3.0
CMP_A6E7GI,2036-06,42933.5,717,4.0
CMP_A6PKDD,2031-02,51619.58,597,1.0
CMP_A77FU2,2047-12,43647.05,42,3.0
CMP_A79P5Z,2048-06,55836.55,506,2.0
CMP_A7BG7Q,2039-08,49325.85,677,4.0
CMP_A7CGAJ,2030-03,96481.09,616,2.0
CMP_A7GA8H,2044-12,21248.35,879,3.0
