Discount_Level,Month,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund,Discount_Category
22,2042-06,215202.4,255,2.6666666666666665,20-30%
22,2042-07,90539.70999999999,297,3.0,20-30%
22,2042-08,62394.15,190,4.0,20-30%
22,2042-09,40702.25,131,1.0,20-30%
22,2042-10,59463.37,15,3.0,20-30%
22,2042-12,83217.37,182,4.0,20-30%
22,2043-02,43713.78,55,2.0,20-30%
22,2043-04,38006.79,66,2.0,20-30%
22,2043-06,1383.8,53,3.0,20-30%
22,2043-07,63880.71,28,1.0,20-30%
22,2044-03,68763.33,100,4.0,20-30%
22,2044-06,184142.82,238,2.3333333333333335,20-30%
22,2044-07,17982.52,155,2.0,20-30%
22,2044-09,36245.92,154,4.0,20-30%
22,2044-12,58771.76,199,2.0,20-30%
22,2045-03,101490.29999999999,235,2.5,20-30%
22,2045-07,141683.01,120,2.0,20-30%
22,2046-04,13486.16,32,2.0,20-30%
22,2046-07,67820.33,80,4.0,20-30%
22,2046-10,30422.81,129,2.0,20-30%
22,2047-12,179993.21000000002,300,2.5,20-30%
22,2048-01,94887.28,179,4.0,20-30%
22,2048-03,80596.74,40,4.0,20-30%
22,2048-05,44118.24,84,3.0,20-30%
22,2048-08,77812.3,159,1.0,20-30%
22,2049-01,3837.35,177,3.0,20-30%
22,2049-03,38246.56,152,2.0,20-30%
22,2049-04,50052.24,179,4.0,20-30%
22,2049-08,3894.97,24,3.0,20-30%
22,2049-09,163673.07,337,2.0,20-30%
22,2049-11,64953.04,120,4.0,20-30%
22,2050-01,101924.79000000001,270,3.0,20-30%
22,2050-03,67483.92,12,3.0,20-30%
22,2050-04,90807.05,62,4.0,20-30%
23,2023-01,19808.65,176,4.0,20-30%
23,2023-06,88656.46,162,3.0,20-30%
23,2023-10,86783.69,186,4.0,20-30%
23,2024-11,59158.97,67,2.0,20-30%
23,2025-05,65309.79,136,2.0,20-30%
23,2025-06,128320.32999999999,374,1.3333333333333333,20-30%
23,2025-07,99501.66,96,4.0,20-30%
23,2026-05,48591.47,24,4.0,20-30%
23,2026-09,16770.44,91,4.0,20-30%
23,2027-01,2285.21,164,4.0,20-30%
23,2027-02,25985.2,21,2.0,20-30%
23,2027-03,98580.16,142,1.0,20-30%
23,2027-06,32708.69,144,3.0,20-30%
23,2028-02,30222.64,145,4.0,20-30%
23,2028-05,57411.23,160,2.0,20-30%
23,2028-06,29909.35,3,4.0,20-30%
23,2028-07,140556.88,662,1.5,20-30%
23,2028-08,181897.16,92,4.0,20-30%
23,2029-07,60962.88,55,3.0,20-30%
23,2029-12,84025.36,138,2.0,20-30%
23,2030-01,21893.25,52,3.0,20-30%
23,2030-02,81847.21,20,4.0,20-30%
23,2030-03,128304.14,212,1.0,20-30%
23,2030-06,69827.25,126,3.0,20-30%
23,2030-08,61885.3,69,1.0,20-30%
23,2030-10,90163.3,79,3.0,20-30%
23,2030-11,48278.6,72,3.0,20-30%
23,2030-12,97555.02,78,2.0,20-30%
23,2031-03,78706.75,39,4.0,20-30%
23,2031-06,29138.13,88,4.0,20-30%
23,2031-07,150429.38,174,3.5,20-30%
23,2031-09,22726.72,43,3.0,20-30%
23,2031-10,76123.8,81,3.0,20-30%
23,2031-12,88494.5,70,1.0,20-30%
23,2032-01,130046.94,258,1.5,20-30%
23,2032-02,39852.22,172,2.0,20-30%
23,2032-03,65640.72,77,2.0,20-30%
23,2032-06,75200.01,42,1.0,20-30%
23,2032-08,24727.05,172,1.0,20-30%
23,2032-09,38851.96,167,2.0,20-30%
23,2032-11,61584.48,154,1.0,20-30%
23,2033-01,65841.51000000001,204,4.0,20-30%
23,2033-04,13854.99,69,3.0,20-30%
23,2033-06,9130.9,53,1.0,20-30%
23,2033-07,50912.21,51,2.0,20-30%
23,2033-10,41384.44,59,2.0,20-30%
23,2033-11,1392.81,181,4.0,20-30%
23,2034-01,12682.36,186,2.0,20-30%
23,2034-08,81196.46,142,1.0,20-30%
23,2034-09,80221.32,143,2.0,20-30%
23,2034-10,215690.78999999998,404,2.75,20-30%
23,2034-12,6585.66,117,1.0,20-30%
23,2035-02,48219.01,4,3.0,20-30%
23,2035-04,19260.57,106,2.0,20-30%
23,2035-07,122644.78,362,2.5,20-30%
23,2035-08,65371.79,77,1.0,20-30%
23,2035-10,134047.2,139,2.5,20-30%
23,2036-02,93691.67,109,3.0,20-30%
23,2036-05,12894.17,123,3.0,20-30%
23,2036-06,68187.01,30,2.0,20-30%
23,2036-07,71291.97,158,4.0,20-30%
23,2036-09,2402.48,128,1.0,20-30%
23,2036-10,25543.87,77,2.0,20-30%
23,2036-12,57423.06,140,4.0,20-30%
23,2037-03,97563.23999999999,102,3.0,20-30%
23,2037-06,13486.57,42,1.0,20-30%
23,2037-07,177800.12,237,4.0,20-30%
23,2037-10,28862.82,96,3.0,20-30%
23,2037-12,8341.62,178,1.0,20-30%
23,2038-04,5042.03,40,1.0,20-30%
23,2038-06,67163.03,118,4.0,20-30%
23,2038-11,73957.1,55,4.0,20-30%
23,2038-12,9863.05,81,2.0,20-30%
23,2039-03,65803.52,251,3.0,20-30%
23,2039-04,28782.88,106,2.0,20-30%
23,2039-05,57450.79,112,1.0,20-30%
23,2039-10,64330.88,58,1.0,20-30%
23,2039-11,42501.67,194,2.6666666666666665,20-30%
23,2039-12,89481.8,21,2.0,20-30%
23,2040-03,91782.63,128,2.0,20-30%
23,2040-06,97064.81,129,3.0,20-30%
23,2040-07,125151.76999999999,159,2.0,20-30%
23,2040-10,24096.64,185,4.0,20-30%
23,2041-02,62370.29,21,1.0,20-30%
23,2041-04,125266.18,211,3.5,20-30%
23,2041-06,41594.82,136,2.0,20-30%
23,2041-08,72519.24,74,4.0,20-30%
23,2041-10,187350.72999999998,395,2.6666666666666665,20-30%
23,2041-12,45630.69,107,3.0,20-30%
23,2042-03,125539.52,173,2.5,20-30%
23,2042-04,41325.28,156,2.0,20-30%
23,2042-05,82692.91,132,1.0,20-30%
23,2042-06,32508.66,28,2.0,20-30%
23,2042-07,194084.37,247,2.0,20-30%
23,2042-08,56846.5,196,2.5,20-30%
23,2042-09,33643.23,124,4.0,20-30%
23,2042-11,180911.84,205,2.0,20-30%
23,2042-12,18403.47,41,1.0,20-30%
23,2043-01,14320.3,135,1.0,20-30%
23,2043-03,49593.67,184,3.0,20-30%
23,2043-04,151468.32,523,2.75,20-30%
23,2043-06,70905.23,95,3.0,20-30%
23,2043-08,50750.78,5,3.0,20-30%
23,2043-10,3242.5,175,1.0,20-30%
23,2044-03,58593.44,256,2.5,20-30%
23,2044-05,25335.17,69,4.0,20-30%
23,2044-06,39189.58,44,1.0,20-30%
23,2044-07,23273.84,31,4.0,20-30%
23,2045-02,9969.3,23,4.0,20-30%
23,2045-06,76890.17,142,4.0,20-30%
23,2045-08,49194.14,122,2.0,20-30%
23,2045-09,76451.25,41,1.0,20-30%
23,2045-11,11895.37,184,2.0,20-30%
23,2046-01,29372.7,2,1.0,20-30%
23,2046-02,91980.59,41,2.0,20-30%
23,2046-03,96489.92,148,2.0,20-30%
23,2046-04,90161.33,171,4.0,20-30%
23,2046-08,13798.02,163,1.0,20-30%
23,2046-10,48439.14,127,3.0,20-30%
23,2047-03,37311.8,61,4.0,20-30%
23,2047-07,256122.7,230,3.0,20-30%
23,2047-10,55569.56,133,2.0,20-30%
23,2047-11,27951.13,133,2.0,20-30%
23,2047-12,41344.7,76,3.0,20-30%
23,2048-01,51619.87,80,4.0,20-30%
23,2048-03,7462.39,86,4.0,20-30%
23,2048-05,65156.049999999996,245,1.0,20-30%
23,2048-06,133758.71,271,2.0,20-30%
23,2048-09,65171.09,81,2.0,20-30%
23,2048-12,4336.05,21,3.0,20-30%
23,2049-06,1754.94,157,3.0,20-30%
23,2049-11,135690.65,128,1.5,20-30%
23,2049-12,15318.87,57,3.0,20-30%
23,2050-02,43228.74,63,3.0,20-30%
24,2023-04,83461.39,187,4.0,20-30%
24,2023-05,160164.05,61,3.0,20-30%
24,2023-06,52094.12,24,3.0,20-30%
24,2023-07,64564.659999999996,197,2.5,20-30%
24,2023-09,44941.43,31,4.0,20-30%
24,2023-10,97387.52,142,2.0,20-30%
24,2024-01,81839.45,46,1.0,20-30%
24,2024-03,70459.26,169,4.0,20-30%
24,2024-04,9075.28,137,4.0,20-30%
24,2024-09,26607.88,198,4.0,20-30%
24,2024-10,128502.08,109,3.5,20-30%
24,2024-12,18435.97,99,4.0,20-30%
24,2025-01,59250.06,23,3.0,20-30%
24,2025-02,98621.78,213,3.0,20-30%
24,2025-05,47916.22,116,3.0,20-30%
24,2025-06,62808.62,102,3.0,20-30%
24,2025-07,13202.39,76,3.0,20-30%
24,2025-09,20587.56,110,1.0,20-30%
24,2025-10,57889.01,167,2.0,20-30%
24,2026-02,59380.36,134,3.5,20-30%
24,2026-05,48049.9,10,1.0,20-30%
24,2026-09,239287.72,429,2.0,20-30%
24,2027-02,40529.43,271,2.5,20-30%
24,2027-04,190357.52,196,2.5,20-30%
24,2027-06,99096.85,160,3.0,20-30%
24,2027-07,50504.59,128,4.0,20-30%
24,2027-10,141900.93,93,2.5,20-30%
24,2028-01,116097.61,159,3.0,20-30%
24,2028-02,35612.619999999995,329,2.5,20-30%
24,2028-03,77309.1,105,1.0,20-30%
24,2028-05,59782.83,56,2.0,20-30%
24,2028-11,29540.06,179,2.0,20-30%
24,2029-02,77956.77,8,2.0,20-30%
24,2029-06,27554.48,154,3.5,20-30%
24,2029-08,22927.99,101,3.0,20-30%
24,2029-09,112948.08,181,2.0,20-30%
24,2029-11,16159.77,136,1.0,20-30%
24,2030-02,148742.14,283,2.5,20-30%
24,2030-08,106651.79000000001,113,2.5,20-30%
24,2030-10,53439.93,116,3.0,20-30%
24,2030-11,27289.7,179,3.0,20-30%
24,2030-12,21536.02,38,3.0,20-30%
24,2031-08,4361.91,1,4.0,20-30%
24,2032-02,90570.95,99,4.0,20-30%
24,2032-04,50882.75,1,2.0,20-30%
24,2032-07,63021.72,184,2.0,20-30%
24,2032-09,83620.7,20,4.0,20-30%
24,2032-10,47386.41,150,2.5,20-30%
24,2032-11,89656.09,160,3.0,20-30%
24,2033-06,96324.73,96,2.0,20-30%
24,2033-09,12340.71,188,2.0,20-30%
24,2033-10,109117.61,124,4.0,20-30%
24,2033-11,15160.5,25,2.0,20-30%
24,2033-12,71296.77,75,3.0,20-30%
24,2034-01,65393.25,11,3.0,20-30%
24,2034-05,65416.08,144,3.0,20-30%
24,2034-12,58526.85,70,4.0,20-30%
24,2035-01,67528.09,11,3.0,20-30%
24,2035-02,9015.78,2,2.0,20-30%
24,2035-03,7648.57,3,4.0,20-30%
24,2035-05,21014.37,138,2.0,20-30%
24,2035-09,17625.43,168,3.0,20-30%
24,2036-01,25675.93,56,1.0,20-30%
24,2036-07,70307.37,178,4.0,20-30%
24,2036-10,13564.83,2,2.0,20-30%
24,2036-11,77556.21,120,3.0,20-30%
24,2037-03,28675.14,146,1.0,20-30%
24,2037-06,68342.76,176,1.0,20-30%
24,2037-08,40477.4,50,2.0,20-30%
24,2037-12,146361.61000000002,166,1.0,20-30%
24,2038-04,67636.48,121,2.0,20-30%
24,2038-06,90333.59,108,3.0,20-30%
24,2038-10,72816.02,153,2.0,20-30%
24,2038-12,61463.93,181,1.0,20-30%
24,2039-01,49723.7,25,3.0,20-30%
24,2039-03,91646.11,157,4.0,20-30%
24,2039-05,64792.66,37,3.0,20-30%
24,2039-07,91402.31,59,1.0,20-30%
24,2039-09,1608.8,31,1.0,20-30%
24,2039-11,51406.69,62,2.0,20-30%
24,2039-12,13691.54,142,3.0,20-30%
24,2040-02,118075.57,146,3.0,20-30%
24,2040-04,12341.68,18,1.0,20-30%
24,2040-06,21228.84,9,4.0,20-30%
24,2040-10,109838.76999999999,111,2.5,20-30%
24,2040-11,26682.9,127,3.0,20-30%
24,2041-01,79887.2,130,1.0,20-30%
24,2041-05,74296.84,186,1.0,20-30%
24,2041-07,89591.28,181,2.0,20-30%
24,2041-10,139536.07,133,1.5,20-30%
24,2042-01,34847.21,139,2.0,20-30%
24,2042-02,33612.87,149,3.0,20-30%
24,2042-03,176103.85,201,2.5,20-30%
24,2042-06,38492.93,192,2.0,20-30%
24,2042-09,91002.17,226,3.0,20-30%
24,2042-11,40230.14,154,3.0,20-30%
24,2042-12,81158.22,9,4.0,20-30%
24,2043-01,18024.7,21,4.0,20-30%
24,2043-02,93355.82,15,1.0,20-30%
24,2043-03,47136.19,49,1.0,20-30%
24,2043-04,8657.3,125,2.0,20-30%
24,2043-05,29547.98,17,1.0,20-30%
24,2043-08,79489.89,154,3.0,20-30%
24,2043-10,72594.4,58,2.0,20-30%
24,2044-01,19578.25,115,3.0,20-30%
24,2044-02,58656.53,163,1.0,20-30%
24,2044-09,89974.25,129,1.0,20-30%
24,2044-12,42240.16,186,3.0,20-30%
24,2045-04,58067.35,168,3.0,20-30%
24,2045-05,86204.06,33,4.0,20-30%
24,2045-07,66059.93,147,2.0,20-30%
24,2045-11,28682.6,45,3.0,20-30%
24,2045-12,2531.51,91,3.0,20-30%
24,2046-06,101192.16,126,3.5,20-30%
24,2046-07,45779.26,77,1.0,20-30%
24,2046-08,87295.32,250,3.0,20-30%
24,2046-09,52821.07,99,3.0,20-30%
24,2046-11,33697.45,135,1.0,20-30%
24,2047-04,36005.84,55,3.0,20-30%
24,2047-09,95745.13,12,2.0,20-30%
24,2047-10,36590.98,190,1.0,20-30%
24,2048-02,25305.71,14,2.0,20-30%
24,2048-05,39548.72,118,3.0,20-30%
24,2048-06,15830.32,197,4.0,20-30%
24,2048-08,35374.119999999995,387,1.5,20-30%
24,2048-10,195472.71,231,2.6666666666666665,20-30%
24,2049-08,270411.22,517,3.3333333333333335,20-30%
24,2049-09,96381.76,156,1.0,20-30%
24,2049-10,61667.8,209,3.0,20-30%
24,2049-11,1953.85,52,3.0,20-30%
24,2049-12,26523.1,179,1.0,20-30%
24,2050-02,39712.97,124,2.0,20-30%
25,2023-03,29268.55,175,3.0,20-30%
25,2023-07,44254.97,94,1.5,20-30%
25,2023-09,18912.33,173,2.0,20-30%
25,2024-02,52724.54,71,3.0,20-30%
25,2024-04,76466.62,119,1.0,20-30%
25,2024-06,158194.41,112,3.0,20-30%
25,2024-07,5469.16,196,2.0,20-30%
25,2024-11,22409.39,167,3.0,20-30%
25,2025-02,9108.44,195,4.0,20-30%
25,2025-07,74086.21,79,4.0,20-30%
25,2025-10,18993.94,83,1.0,20-30%
25,2025-11,7502.85,68,3.0,20-30%
25,2026-03,78134.73,198,3.0,20-30%
25,2026-09,56927.34,34,2.0,20-30%
25,2026-10,91817.59,190,1.0,20-30%
25,2026-11,31101.46,3,4.0,20-30%
25,2027-01,83338.97,170,4.0,20-30%
25,2027-02,16013.9,185,1.0,20-30%
25,2027-03,80546.11,125,1.0,20-30%
25,2027-04,44975.61,176,4.0,20-30%
25,2027-05,7972.85,54,2.0,20-30%
25,2027-09,42246.12,38,1.0,20-30%
25,2027-11,89837.25,276,2.5,20-30%
25,2028-03,60613.14,178,4.0,20-30%
25,2028-04,87042.17,64,2.0,20-30%
25,2028-06,19181.92,131,1.0,20-30%
25,2028-07,12574.72,115,2.0,20-30%
25,2028-12,79451.81,205,3.0,20-30%
25,2029-02,56939.87,174,2.0,20-30%
25,2029-05,21994.89,69,1.0,20-30%
25,2029-06,99946.98999999999,131,3.5,20-30%
25,2029-08,114828.19000000002,548,2.3333333333333335,20-30%
25,2029-11,76777.81,54,2.0,20-30%
25,2029-12,67853.3,34,3.0,20-30%
25,2030-04,46303.91,188,4.0,20-30%
25,2030-09,19744.41,46,2.0,20-30%
25,2031-02,51619.58,95,1.0,20-30%
25,2031-09,56379.09,262,2.5,20-30%
25,2032-03,22261.53,157,4.0,20-30%
25,2032-07,105766.29000000001,200,2.0,20-30%
25,2032-12,17933.79,92,4.0,20-30%
25,2033-02,34844.59,12,1.0,20-30%
25,2033-05,79024.73,7,3.0,20-30%
25,2033-06,39027.83,39,1.0,20-30%
25,2033-08,6263.26,88,1.0,20-30%
25,2033-10,31233.41,32,2.0,20-30%
25,2034-01,47230.25,249,1.5,20-30%
25,2034-05,94740.61,194,2.0,20-30%
25,2034-07,96988.62,13,1.0,20-30%
25,2034-09,86083.11,174,1.0,20-30%
25,2034-10,64753.1,59,1.0,20-30%
25,2034-12,17677.37,111,2.0,20-30%
25,2035-02,69526.86,69,2.0,20-30%
25,2035-04,126546.06999999999,121,3.0,20-30%
25,2035-08,48062.78,196,4.0,20-30%
25,2035-10,186654.95,151,3.5,20-30%
25,2035-11,84196.43,7,1.0,20-30%
25,2036-02,92402.42,59,2.0,20-30%
25,2036-05,140195.02,156,3.0,20-30%
25,2036-08,36790.42,45,3.0,20-30%
25,2036-10,9777.89,73,3.0,20-30%
25,2036-11,68317.49,79,4.0,20-30%
25,2036-12,61953.950000000004,225,2.0,20-30%
25,2037-09,71737.45,164,2.0,20-30%
25,2038-01,1971.75,50,3.0,20-30%
25,2038-03,85038.18,175,2.5,20-30%
25,2038-04,236086.66999999998,113,1.5,20-30%
25,2038-05,32315.87,157,4.0,20-30%
25,2038-06,17811.61,162,2.0,20-30%
25,2038-08,79918.19,172,3.0,20-30%
25,2039-01,80612.65,123,1.0,20-30%
25,2039-02,60718.24,143,3.0,20-30%
25,2039-03,144588.37,232,2.0,20-30%
25,2039-04,86173.77,118,1.0,20-30%
25,2039-05,9496.91,67,1.0,20-30%
25,2039-07,10589.24,54,2.0,20-30%
25,2039-08,120693.32,141,4.0,20-30%
25,2039-09,78543.97,174,4.0,20-30%
25,2039-11,70697.63,292,2.5,20-30%
25,2040-08,83284.73,109,2.0,20-30%
25,2040-11,23454.46,67,2.0,20-30%
25,2041-02,49329.1,138,3.0,20-30%
25,2041-03,67002.17,186,1.0,20-30%
25,2041-06,22949.37,175,2.0,20-30%
25,2041-09,91451.33,33,2.0,20-30%
25,2041-10,252428.31,284,2.0,20-30%
25,2041-12,31144.06,72,3.0,20-30%
25,2042-04,15896.5,104,4.0,20-30%
25,2042-05,17282.07,238,4.0,20-30%
25,2042-08,17342.64,3,4.0,20-30%
25,2042-10,80358.78,196,3.0,20-30%
25,2043-01,20544.32,47,3.0,20-30%
25,2043-02,94419.43,146,4.0,20-30%
25,2043-08,129346.53,214,3.0,20-30%
25,2043-09,85563.64,152,3.0,20-30%
25,2043-11,5694.61,71,2.0,20-30%
25,2044-06,141072.0,176,3.5,20-30%
25,2044-07,19181.18,96,2.0,20-30%
25,2044-10,149008.31,222,3.5,20-30%
25,2045-03,101917.13,115,2.5,20-30%
25,2045-06,62728.26,69,4.0,20-30%
25,2046-01,94293.19,182,3.0,20-30%
25,2046-03,9112.34,74,2.0,20-30%
25,2046-04,47696.81,181,2.0,20-30%
25,2046-09,210667.39,485,3.3333333333333335,20-30%
25,2046-10,25044.15,120,4.0,20-30%
25,2047-08,16535.4,108,3.0,20-30%
25,2047-11,88674.39,95,4.0,20-30%
25,2047-12,40005.47,23,4.0,20-30%
25,2048-01,29359.11,150,3.0,20-30%
25,2048-03,1271.39,170,1.0,20-30%
25,2048-05,64641.01,1,2.0,20-30%
25,2048-08,51340.37,109,3.0,20-30%
25,2048-12,93385.95,196,1.0,20-30%
25,2049-03,118499.48,60,1.0,20-30%
25,2049-05,69293.39,151,3.0,20-30%
25,2049-07,34681.94,66,4.0,20-30%
25,2050-03,87517.72,135,3.0,20-30%
25,2050-04,135062.16,184,4.0,20-30%
26,2023-01,130200.03,321,1.5,20-30%
26,2023-03,70409.76999999999,119,3.0,20-30%
26,2023-04,33736.42,24,2.0,20-30%
26,2023-07,128251.47,181,2.0,20-30%
26,2024-01,121966.3,147,1.5,20-30%
26,2024-02,55722.13,52,4.0,20-30%
26,2024-05,102452.61,153,3.5,20-30%
26,2024-06,53613.24,35,4.0,20-30%
26,2024-09,4621.29,94,1.0,20-30%
26,2025-01,32430.62,66,2.0,20-30%
26,2025-05,79886.91,198,2.0,20-30%
26,2025-06,31604.83,3,4.0,20-30%
26,2025-07,3098.36,191,2.0,20-30%
26,2025-11,21463.83,147,4.0,20-30%
26,2026-01,32569.87,225,2.5,20-30%
26,2026-04,8729.79,163,4.0,20-30%
26,2026-05,72000.82,119,2.0,20-30%
26,2026-06,6787.92,180,4.0,20-30%
26,2026-08,66212.35,133,1.0,20-30%
26,2026-09,98095.6,84,2.0,20-30%
26,2026-10,71696.14,117,3.0,20-30%
26,2026-11,35779.98,2,2.0,20-30%
26,2027-02,97074.54,112,3.0,20-30%
26,2027-08,99159.22,282,3.5,20-30%
26,2027-10,122193.59,261,1.5,20-30%
26,2028-01,48810.68,176,1.0,20-30%
26,2028-03,91006.72,60,4.0,20-30%
26,2028-05,98044.85,107,3.0,20-30%
26,2028-06,91098.38,156,4.0,20-30%
26,2028-08,99691.37,31,2.0,20-30%
26,2028-10,34513.41,178,4.0,20-30%
26,2028-12,45927.5,32,4.0,20-30%
26,2029-02,71353.7,41,2.0,20-30%
26,2029-07,29542.51,44,2.0,20-30%
26,2029-08,31896.96,272,1.5,20-30%
26,2030-01,171046.65,125,1.5,20-30%
26,2030-04,140408.54,232,4.0,20-30%
26,2030-10,99408.01,78,1.0,20-30%
26,2030-12,8417.94,81,4.0,20-30%
26,2031-03,38332.01,65,3.0,20-30%
26,2031-09,16951.48,54,2.0,20-30%
26,2031-11,9220.88,90,1.0,20-30%
26,2032-05,10787.44,197,4.0,20-30%
26,2032-08,24404.37,171,3.0,20-30%
26,2032-09,18316.38,155,3.0,20-30%
26,2032-10,69147.64,56,2.0,20-30%
26,2032-12,17135.17,36,3.0,20-30%
26,2033-03,44614.16,96,4.0,20-30%
26,2033-06,161535.87,113,2.5,20-30%
26,2033-09,26775.41,67,1.0,20-30%
26,2034-03,7330.68,54,3.0,20-30%
26,2034-04,46769.43,195,3.0,20-30%
26,2034-08,69192.03,145,3.0,20-30%
26,2035-01,7586.93,161,4.0,20-30%
26,2035-04,76400.27,159,1.0,20-30%
26,2035-05,15313.47,92,4.0,20-30%
26,2035-07,149329.26,269,3.3333333333333335,20-30%
26,2035-08,63198.31,90,4.0,20-30%
26,2035-09,157200.69,377,3.0,20-30%
26,2035-10,2581.32,118,4.0,20-30%
26,2036-01,110463.29,75,2.5,20-30%
26,2036-05,110401.43,148,3.0,20-30%
26,2036-06,28360.45,199,1.0,20-30%
26,2036-07,87280.32,198,3.0,20-30%
26,2036-12,72863.66,137,2.0,20-30%
26,2037-02,78328.37,318,2.0,20-30%
26,2037-07,85914.32,131,4.0,20-30%
26,2037-10,71323.97,35,1.0,20-30%
26,2037-11,44147.34,87,1.0,20-30%
26,2037-12,2164.53,153,1.0,20-30%
26,2038-01,60582.78,113,1.0,20-30%
26,2038-02,65914.82,65,3.0,20-30%
26,2038-04,92150.4,174,3.0,20-30%
26,2038-05,75776.46,103,3.0,20-30%
26,2038-09,70403.61,12,3.0,20-30%
26,2038-11,69529.78,294,3.5,20-30%
26,2038-12,27403.14,66,1.0,20-30%
26,2039-08,57448.3,31,2.0,20-30%
26,2039-12,25855.41,179,3.0,20-30%
26,2040-01,5849.23,104,2.0,20-30%
26,2040-03,123670.20000000001,192,2.5,20-30%
26,2040-04,137375.85,336,2.3333333333333335,20-30%
26,2040-05,29219.79,185,1.0,20-30%
26,2040-12,87490.21,135,1.0,20-30%
26,2041-01,25555.23,41,3.0,20-30%
26,2041-06,47882.94,105,2.0,20-30%
26,2041-07,241008.49000000002,122,2.0,20-30%
26,2041-08,63255.35,148,2.0,20-30%
26,2041-09,81805.29,197,1.0,20-30%
26,2041-11,32761.41,57,4.0,20-30%
26,2042-01,60314.6,188,3.0,20-30%
26,2042-03,43108.65,220,2.0,20-30%
26,2042-04,50694.21,101,4.0,20-30%
26,2042-06,85799.69,200,1.5,20-30%
26,2042-07,84291.29000000001,179,2.5,20-30%
26,2042-08,4643.45,103,2.0,20-30%
26,2043-05,29530.53,171,4.0,20-30%
26,2043-08,104088.62,171,3.5,20-30%
26,2043-12,83220.54,33,1.0,20-30%
26,2044-02,96391.0,91,3.0,20-30%
26,2044-04,87799.72,241,3.5,20-30%
26,2044-06,24415.04,42,3.0,20-30%
26,2044-07,75895.31,7,4.0,20-30%
26,2044-08,60593.93,113,3.0,20-30%
26,2044-09,93479.67,130,4.0,20-30%
26,2044-11,20187.64,199,1.0,20-30%
26,2045-02,112226.63,251,2.5,20-30%
26,2045-08,97413.91,102,3.0,20-30%
26,2045-09,20009.48,29,4.0,20-30%
26,2045-12,80154.28,79,1.0,20-30%
26,2046-03,47867.55,61,1.0,20-30%
26,2046-04,87585.72,349,4.0,20-30%
26,2046-05,53605.41,95,2.0,20-30%
26,2046-06,7760.33,114,2.0,20-30%
26,2046-09,47564.21,154,4.0,20-30%
26,2046-11,178405.62,271,2.5,20-30%
26,2046-12,7359.52,151,3.0,20-30%
26,2047-03,52447.48,115,2.0,20-30%
26,2047-04,54101.3,133,1.0,20-30%
26,2047-09,73108.59,53,4.0,20-30%
26,2047-10,34570.14,116,3.0,20-30%
26,2048-01,112682.26,252,3.5,20-30%
26,2049-02,64584.19,99,4.0,20-30%
26,2049-03,72465.61,146,3.0,20-30%
26,2049-10,94276.34,131,3.0,20-30%
26,2049-11,79627.69,148,3.0,20-30%
26,2050-01,87713.0,138,1.0,20-30%
26,2050-04,35589.87,44,1.0,20-30%
26,2050-05,13831.32,190,1.0,20-30%
27,2023-02,84211.34,217,1.5,20-30%
27,2023-05,75903.63,120,3.0,20-30%
27,2023-06,100764.95,153,2.0,20-30%
27,2023-09,36559.3,62,2.0,20-30%
27,2023-11,97238.79,139,1.0,20-30%
27,2024-02,23224.24,156,1.0,20-30%
27,2024-07,161952.05,333,3.0,20-30%
27,2024-08,38198.52,171,2.0,20-30%
27,2024-10,14014.01,195,2.0,20-30%
27,2025-06,5498.68,10,4.0,20-30%
27,2025-08,17728.01,161,1.0,20-30%
27,2025-09,111282.47,275,2.0,20-30%
27,2026-04,92396.59,133,3.0,20-30%
27,2026-05,79939.33,123,1.0,20-30%
27,2026-06,68758.58,324,4.0,20-30%
27,2026-10,81170.12,47,2.0,20-30%
27,2026-12,86570.85,205,3.0,20-30%
27,2027-04,101101.45999999999,80,2.5,20-30%
27,2027-05,8694.23,28,2.0,20-30%
27,2027-07,58366.87,199,1.0,20-30%
27,2027-10,17925.72,133,3.0,20-30%
27,2028-01,49900.17,107,1.0,20-30%
27,2028-03,12225.99,27,2.0,20-30%
27,2028-05,92605.76,113,3.0,20-30%
27,2028-06,35196.39,143,1.0,20-30%
27,2028-07,35993.9,73,3.0,20-30%
27,2028-08,36738.3,195,2.0,20-30%
27,2028-10,90078.21,50,3.0,20-30%
27,2028-11,68153.5,7,4.0,20-30%
27,2029-03,98103.15,75,3.0,20-30%
27,2029-05,8763.9,49,3.0,20-30%
27,2029-07,66774.73,102,2.0,20-30%
27,2029-09,45230.270000000004,73,1.0,20-30%
27,2029-11,65248.89,93,3.0,20-30%
27,2030-04,73678.9,80,1.0,20-30%
27,2030-05,71575.28,3,2.0,20-30%
27,2030-07,125693.89,187,2.5,20-30%
27,2030-09,28701.35,164,4.0,20-30%
27,2030-10,97002.24,126,3.0,20-30%
27,2030-11,51827.06,127,2.0,20-30%
27,2030-12,48679.8,22,3.0,20-30%
27,2031-02,27650.79,93,3.0,20-30%
27,2031-05,4676.95,87,1.0,20-30%
27,2031-07,166315.68,267,3.0,20-30%
27,2031-09,58986.59,166,1.0,20-30%
27,2031-11,68112.11,38,4.0,20-30%
27,2031-12,30247.73,24,2.0,20-30%
27,2032-04,10867.46,94,4.0,20-30%
27,2032-08,135924.97999999998,232,2.5,20-30%
27,2032-10,113443.47999999998,338,3.0,20-30%
27,2033-01,68568.75,179,2.0,20-30%
27,2033-03,50413.73,56,4.0,20-30%
