Bundle_Category,Bundle_ID,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund
Basic,BNDL_JXJS1Y,89659.98,129,2.0
Basic,BNDL_JY4F0R,28862.82,96,3.0
Basic,BNDL_JYD0F1,72819.19,186,4.0
Basic,BNDL_JYRTVF,8903.32,123,3.0
Basic,BNDL_JZVDPR,73113.48,141,3.0
Basic,BNDL_K078FC,97554.49,116,3.0
Basic,BNDL_K0XMSP,91191.48,135,1.0
Basic,BNDL_K0XV8K,17461.29,151,4.0
Basic,BNDL_K0ZT6L,33892.68,2,2.0
Basic,BNDL_K11G9C,90219.74,137,2.0
Basic,BNDL_K1E5ZH,6796.63,110,2.0
Basic,BNDL_K1FYIE,79024.18,89,3.0
Basic,BNDL_K25MMM,78301.03,199,2.0
Basic,BNDL_K2IDBO,11076.95,46,3.0
Basic,BNDL_K2SFXB,27195.77,151,2.0
Basic,BNDL_K3UMBD,29976.79,71,2.0
Basic,BNDL_K4PA0P,54385.2,31,3.0
Basic,BNDL_K57WHY,65651.76,169,4.0
Basic,BNDL_K5COMX,94383.72,109,4.0
Basic,BNDL_K5EI9P,75030.34,82,3.0
Basic,BNDL_K65IX2,89591.28,181,2.0
Basic,BNDL_K6KHN6,41904.94,35,4.0
Basic,BNDL_K6WWQR,12867.34,85,2.0
Basic,BNDL_K7V9ZF,51383.01,124,4.0
Basic,BNDL_K83LGP,7659.55,97,4.0
Basic,BNDL_K8BS80,85741.62,144,1.0
Basic,BNDL_K968WD,68231.47,67,2.0
Basic,BNDL_KASF1W,53788.3,2,1.0
Basic,BNDL_KC8KJX,90475.48,52,1.0
Basic,BNDL_KCCBJN,35043.93,71,2.0
Basic,BNDL_KCGQKT,87786.1,47,4.0
Basic,BNDL_KD795U,79530.63,120,2.0
Basic,BNDL_KDJR34,12616.35,15,2.0
Basic,BNDL_KDYLQE,31653.85,161,4.0
Basic,BNDL_KE49CQ,33778.39,16,2.0
Basic,BNDL_KEVC53,84715.62,146,2.0
Basic,BNDL_KFOTLB,10854.62,172,4.0
Basic,BNDL_KFQYJI,99789.52,39,3.0
Basic,BNDL_KFWC5J,82400.56,75,4.0
Basic,BNDL_KFWPUA,5190.77,159,3.0
Basic,BNDL_KFXF71,61885.3,69,1.0
Basic,BNDL_KGCBM5,99300.92,127,2.0
Basic,BNDL_KHMS9Z,42926.51,152,2.0
Basic,BNDL_KHUWBK,72250.05,184,4.0
Basic,BNDL_KL45L5,41977.81,108,2.0
Basic,BNDL_KLPROA,95832.06,25,1.0
Basic,BNDL_KLQE86,13939.38,104,3.0
Basic,BNDL_KLQFYS,47442.76,5,3.0
Basic,BNDL_KLQWB4,73510.31,178,3.0
Basic,BNDL_KLRSFF,2813.32,3,1.0
Basic,BNDL_KM83NI,9956.75,122,3.0
Basic,BNDL_KMD5O0,32380.56,53,1.0
Basic,BNDL_KN71O9,4865.69,73,2.0
Basic,BNDL_KN8JX9,85159.16,42,2.0
Basic,BNDL_KNKW4C,58094.53,116,1.0
Basic,BNDL_KNTTXA,98462.69,37,4.0
Basic,BNDL_KP23GL,79490.97,129,2.0
Basic,BNDL_KP50PB,21463.83,147,4.0
Basic,BNDL_KPMCMR,27361.81,194,4.0
Basic,BNDL_KPPOC1,15785.01,4,3.0
Basic,BNDL_KQAGW1,34681.2,106,1.0
Basic,BNDL_KRH8YN,99346.38,193,4.0
Basic,BNDL_KSTP5P,23722.3,182,2.0
Basic,BNDL_KTFQV1,41051.42,62,4.0
Basic,BNDL_KTL378,14968.78,141,3.0
Basic,BNDL_KTP88W,69615.28,25,1.0
Basic,BNDL_KU80UT,26648.18,163,3.0
Basic,BNDL_KUNPAX,47608.28,41,4.0
Basic,BNDL_KUP1YV,28773.77,47,3.0
Basic,BNDL_KUVX2Z,42727.79,6,3.0
Basic,BNDL_KVU5AK,92409.79,147,4.0
Basic,BNDL_KW5ZTJ,15590.15,92,4.0
Basic,BNDL_KW6BLF,48591.47,24,4.0
Basic,BNDL_KWGDX4,77296.87,13,2.0
Basic,BNDL_KWH95D,86008.5,158,3.0
Basic,BNDL_KX41UY,19989.41,22,4.0
Basic,BNDL_KXAPED,3402.79,118,3.0
Basic,BNDL_KXMAPU,67001.35,144,2.0
Basic,BNDL_KYMO6B,48852.94,66,1.0
Basic,BNDL_KYTZ2C,29269.09,126,2.0
Basic,BNDL_KZ8H99,73648.82,92,3.0
Basic,BNDL_L070HW,24545.3,128,2.0
Basic,BNDL_L0QYZR,89061.48,114,3.0
Basic,BNDL_L2GW9E,25573.88,83,1.0
Basic,BNDL_L3PJ49,73241.15,190,4.0
Basic,BNDL_L43976,71585.75,43,2.0
Basic,BNDL_L4Y6QR,78261.27,193,3.0
Basic,BNDL_L5ZI6Z,8108.45,149,3.0
Basic,BNDL_L68ZOZ,58045.93,115,4.0
Basic,BNDL_L6HW2P,10887.66,126,4.0
Basic,BNDL_L7SMHD,37592.59,60,1.0
Basic,BNDL_L7XANS,69388.06,105,4.0
Basic,BNDL_L7XSW7,20830.05,70,2.0
Basic,BNDL_L9JWRX,87236.12,130,1.0
Basic,BNDL_LA95ND,91822.98,57,2.0
Basic,BNDL_LAKB1U,79654.16,147,1.0
Basic,BNDL_LAR6LA,57094.49,41,2.0
Basic,BNDL_LBCMUG,14971.12,150,4.0
Basic,BNDL_LDJNRD,6852.27,132,2.0
Basic,BNDL_LDWRFY,86640.67,146,3.0
Basic,BNDL_LEO956,33191.57,81,4.0
Basic,BNDL_LETDFM,68012.76,134,3.0
Basic,BNDL_LFQ08Z,27561.02,63,4.0
Basic,BNDL_LG14JP,84928.64,172,1.0
Basic,BNDL_LG6VQ1,90077.97,163,3.0
Basic,BNDL_LGM9M7,19731.87,131,1.0
Basic,BNDL_LGROK6,11705.8,183,4.0
Basic,BNDL_LGYY80,3862.26,198,4.0
Basic,BNDL_LH7SR2,54286.4,52,4.0
Basic,BNDL_LHHFPZ,31249.35,170,1.0
Basic,BNDL_LHIV66,8190.21,10,3.0
Basic,BNDL_LHJDGZ,72100.91,120,3.0
Basic,BNDL_LHOVB5,57564.65,177,4.0
Basic,BNDL_LHP6SD,75981.45,105,3.0
Basic,BNDL_LICD1Q,38423.78,97,3.0
Basic,BNDL_LJA195,92153.51,145,4.0
Basic,BNDL_LJM5QW,90874.39,67,2.0
Basic,BNDL_LK1739,80885.12,16,4.0
Basic,BNDL_LKPMRV,91990.89,184,3.0
Basic,BNDL_LL4LWC,60774.96,15,1.0
Basic,BNDL_LLD3EE,65667.28,88,1.0
Basic,BNDL_LLVL96,31144.06,72,3.0
Basic,BNDL_LLWZJY,26823.37,122,1.0
Basic,BNDL_LM51SJ,94482.48,42,3.0
Basic,BNDL_LMLNJY,71296.77,75,3.0
Basic,BNDL_LNC6B8,73540.27,50,4.0
Basic,BNDL_LNEYO1,1065.44,90,3.0
Basic,BNDL_LNLIVY,87917.7,160,4.0
Basic,BNDL_LNNV91,73080.69,91,1.0
Basic,BNDL_LO1UPD,70307.37,178,4.0
Basic,BNDL_LPCHLF,90147.07,133,3.0
Basic,BNDL_LPF23W,32753.6,152,2.0
Basic,BNDL_LPG62N,78119.58,158,1.0
Basic,BNDL_LPN1UW,77627.48,159,3.0
Basic,BNDL_LQK0GS,74086.75,130,1.0
Basic,BNDL_LR5OU0,5091.95,68,4.0
Basic,BNDL_LRB30J,39859.25,172,2.0
Basic,BNDL_LRF9LH,75818.2,161,2.0
Basic,BNDL_LRHZY9,36177.57,108,3.0
Basic,BNDL_LRIJ6E,6371.22,83,3.0
Basic,BNDL_LRL2UK,62894.33,173,3.0
Basic,BNDL_LRMOQ7,98087.61,176,1.0
Basic,BNDL_LRMPPM,16497.89,124,2.0
Basic,BNDL_LSTVM1,71124.03,179,3.0
Basic,BNDL_LT63YG,57448.77,25,4.0
Basic,BNDL_LTE5DL,41004.46,141,4.0
Basic,BNDL_LTKWW6,33378.9,195,4.0
Basic,BNDL_LTTHJN,4947.32,68,2.0
Basic,BNDL_LUCVWO,79805.46,99,1.0
Basic,BNDL_LUK1A7,90250.92,182,2.0
Basic,BNDL_LUNMSI,83338.97,170,4.0
Basic,BNDL_LVCXSY,19343.67,51,2.0
Basic,BNDL_LVJHSW,77078.31,109,4.0
Basic,BNDL_LVNS67,14527.33,77,2.0
Basic,BNDL_LW3JUE,25694.57,193,2.0
Basic,BNDL_LXZIQ0,89106.85,11,2.0
Basic,BNDL_LY9FK8,62215.66,94,2.0
Basic,BNDL_LYLDQ0,41202.03,121,3.0
Basic,BNDL_LZ32TN,24694.14,77,3.0
Basic,BNDL_LZ5VRW,2021.99,194,2.0
Basic,BNDL_LZ7ISD,80546.11,125,1.0
Basic,BNDL_LZDPJX,55325.63,104,4.0
Basic,BNDL_LZN97Y,72591.39,115,1.0
Basic,BNDL_LZQZHJ,18531.68,154,2.0
Basic,BNDL_M0NEVO,2158.49,135,2.0
Basic,BNDL_M0OKT2,69378.5,184,3.0
Basic,BNDL_M0Y455,54631.5,78,3.0
Basic,BNDL_M1HI0L,78717.9,17,1.0
Basic,BNDL_M1NT63,37486.46,9,2.0
Basic,BNDL_M1Q75B,48239.29,186,2.0
Basic,BNDL_M27W6U,24776.8,187,4.0
Basic,BNDL_M2O8CX,94831.28,21,3.0
Basic,BNDL_M2WHTG,14636.89,110,1.0
Basic,BNDL_M3TMH6,79972.18,113,2.0
Basic,BNDL_M5R2MV,10063.08,21,1.0
Basic,BNDL_M5YNIB,51634.31,30,1.0
Basic,BNDL_M61M7H,62723.59,81,2.0
Basic,BNDL_M61RJY,67596.16,109,3.0
Basic,BNDL_M6N90W,20004.79,97,1.0
Basic,BNDL_M7FRT1,46861.68,169,3.0
Basic,BNDL_M7URJX,43390.06,100,2.0
Basic,BNDL_M8BTDB,87330.92,83,2.0
Basic,BNDL_M9DZNY,1314.34,13,1.0
Basic,BNDL_M9UIZN,31462.86,196,3.0
Basic,BNDL_M9ZTGJ,61233.96,136,4.0
Basic,BNDL_MA1GL0,52646.07,123,3.0
Basic,BNDL_MAJDWQ,21251.73,90,4.0
Basic,BNDL_MBD1PH,4293.18,60,2.0
Basic,BNDL_MBWAR7,48826.32,105,3.0
Basic,BNDL_MBY3Z4,5607.09,116,2.0
Basic,BNDL_MC3F8H,47357.97,8,1.0
Basic,BNDL_MC8139,50665.38,146,3.0
Basic,BNDL_MD5USJ,70267.31,26,1.0
Basic,BNDL_MDOKN5,38814.07,175,1.0
Basic,BNDL_MEHNHF,90494.91,78,3.0
Basic,BNDL_MEL09F,1216.53,103,1.0
Basic,BNDL_MEV447,82264.58,123,1.0
Basic,BNDL_MEWIAT,80397.08,141,2.0
Basic,BNDL_MF2ZXF,38492.93,192,2.0
Basic,BNDL_MF8AST,18505.29,79,1.0
Basic,BNDL_MG3HBN,11119.21,135,4.0
Basic,BNDL_MGCAER,87064.71,151,1.0
Basic,BNDL_MGDYBW,17056.77,125,4.0
Basic,BNDL_MGJOCK,70056.36,65,1.0
Basic,BNDL_MHYOTN,28377.38,83,3.0
Basic,BNDL_MIF7Z5,5110.65,93,3.0
Basic,BNDL_MIJZU7,83928.73,139,4.0
Basic,BNDL_MITPMI,66242.84,158,3.0
Basic,BNDL_MIUF0Z,62396.78,165,1.0
Basic,BNDL_MIX87N,16967.4,77,3.0
Basic,BNDL_MJ4FVK,16589.89,133,4.0
Basic,BNDL_MJ9NZD,93784.09,119,4.0
Basic,BNDL_MJPIGK,91693.73,112,1.0
Basic,BNDL_MJR796,51573.77,182,4.0
Basic,BNDL_MK09LQ,59146.61,75,1.0
Basic,BNDL_MK23UY,69432.87,133,3.0
Basic,BNDL_MK4DKJ,70080.71,76,2.0
Basic,BNDL_MKLUDH,98172.11,72,4.0
Basic,BNDL_ML1MF8,49210.89,107,3.0
Basic,BNDL_ML6THF,24719.53,169,3.0
Basic,BNDL_MM59XU,36510.28,148,1.0
Basic,BNDL_MMEHK8,38425.25,104,3.0
Basic,BNDL_MMKJG2,21573.72,52,2.0
Basic,BNDL_MMNJZ2,81438.68,189,2.0
Basic,BNDL_MNC67M,81995.21,180,3.0
Basic,BNDL_MNDWEG,78898.97,80,1.0
Basic,BNDL_MNEJRY,59324.18,77,1.0
Basic,BNDL_MOQ9U0,77950.33,71,2.0
Basic,BNDL_MPH7WL,33518.9,44,4.0
Basic,BNDL_MPHQQJ,16123.69,99,1.0
Basic,BNDL_MPJZYK,83223.94,163,2.0
Basic,BNDL_MQ0EWC,72213.02,3,1.0
Basic,BNDL_MQ80UF,27995.78,113,3.0
Basic,BNDL_MQM54R,19038.36,35,2.0
Basic,BNDL_MQSHRN,84142.75,113,3.0
Basic,BNDL_MQV6UU,11671.22,123,4.0
Basic,BNDL_MR5KJS,88507.29,162,4.0
Basic,BNDL_MRI3JE,81833.56,10,2.0
Basic,BNDL_MRRABQ,2401.78,197,4.0
Basic,BNDL_MSA5D0,23249.94,42,3.0
Basic,BNDL_MTWECB,37457.94,35,3.0
Basic,BNDL_MTZVFR,16388.13,80,2.0
Basic,BNDL_MU8GN3,21858.42,199,3.0
Basic,BNDL_MUII6W,16648.62,42,2.0
Basic,BNDL_MUW9ZX,46519.21,32,3.0
Basic,BNDL_MV0NV7,18977.86,171,2.0
Basic,BNDL_MV9OLH,39927.14,132,1.0
Basic,BNDL_MWH490,79064.66,113,2.0
Basic,BNDL_MXEFEE,85965.74,8,3.0
Basic,BNDL_MXFPL0,48817.57,64,2.0
Basic,BNDL_MXVL7P,55258.57,166,1.0
Basic,BNDL_MYBG51,85222.06,114,1.0
Basic,BNDL_MYG7M8,95942.77,27,2.0
Basic,BNDL_MZBFNX,52690.74,10,4.0
Basic,BNDL_MZMHX9,46939.36,137,2.0
Basic,BNDL_MZMXAN,94062.42,66,4.0
Basic,BNDL_MZNHEB,56076.95,136,4.0
Basic,BNDL_MZZ3XO,8396.03,110,3.0
Basic,BNDL_N0A1ZW,37506.31,127,3.0
Basic,BNDL_N0BKI3,76704.99,196,1.0
Basic,BNDL_N0SMJK,41763.02,106,4.0
Basic,BNDL_N17RM0,54939.21,21,3.0
Basic,BNDL_N1KSSW,59478.5,25,2.0
Basic,BNDL_N1YBUX,47395.48,106,1.0
Basic,BNDL_N2J49O,85131.21,94,3.0
Basic,BNDL_N3CTTI,34681.94,66,4.0
Basic,BNDL_N3IXM1,2299.1,177,2.0
Basic,BNDL_N3LN7L,87815.78,35,3.0
Basic,BNDL_N3QOIS,67407.16,162,2.0
Basic,BNDL_N3TSW6,66301.08,186,4.0
Basic,BNDL_N3V281,73153.86,158,1.0
Basic,BNDL_N4O68F,14285.68,20,4.0
Basic,BNDL_N5EKDA,65600.27,113,2.0
Basic,BNDL_N60Z0J,16741.55,199,3.0
Basic,BNDL_N618U6,72827.25,101,3.0
Basic,BNDL_N6B701,1491.76,178,4.0
Basic,BNDL_N6IB8L,13289.6,102,4.0
Basic,BNDL_N6L3GG,16592.91,138,4.0
Basic,BNDL_N73PK7,13383.52,81,1.0
Basic,BNDL_N7V7N9,47610.11,100,3.0
Basic,BNDL_N87OFS,60514.98,152,3.0
Basic,BNDL_N9A49V,5282.69,42,4.0
Basic,BNDL_N9QVL5,70509.53,144,2.0
Basic,BNDL_NAD05S,3098.36,191,2.0
Basic,BNDL_NAEI2O,60908.07,186,3.0
Basic,BNDL_NAFMY2,76437.05,87,3.0
Basic,BNDL_NAYRZT,75431.71,175,2.0
Basic,BNDL_NB7QDI,29931.84,178,4.0
Basic,BNDL_NBTCS9,74837.96,193,3.0
Basic,BNDL_NC0XEX,52023.71,103,4.0
Basic,BNDL_NC46TC,71136.05,80,3.0
Basic,BNDL_NC5E29,14959.99,77,4.0
Basic,BNDL_NC9FLS,77663.85,19,1.0
Basic,BNDL_ND10QL,73219.0,56,3.0
Basic,BNDL_NDO936,94398.19,90,3.0
Basic,BNDL_NDS9GS,44945.24,126,3.0
Basic,BNDL_NEFLYN,14679.43,178,1.0
Basic,BNDL_NFWNJY,14961.16,182,1.0
Basic,BNDL_NG3YVE,39628.31,73,3.0
Basic,BNDL_NGW0O1,80279.42,92,1.0
Basic,BNDL_NHNR7W,58276.25,124,2.0
Basic,BNDL_NHTGNG,29113.49,52,2.0
Basic,BNDL_NHV73X,7451.9,138,4.0
Basic,BNDL_NI6UOC,66200.66,17,4.0
Basic,BNDL_NIBBFW,90196.12,196,4.0
Basic,BNDL_NIOCHD,45382.3,14,2.0
Basic,BNDL_NJ9HPV,60743.02,82,1.0
Basic,BNDL_NK3XF4,37940.49,184,1.0
Basic,BNDL_NK6KOZ,34165.64,167,4.0
Basic,BNDL_NKGQ3Z,9039.53,1,3.0
Basic,BNDL_NKYPU3,50413.73,56,4.0
Basic,BNDL_NM20B8,60818.32,45,2.0
Basic,BNDL_NMJS1C,85446.55,170,3.0
Basic,BNDL_NNEITN,26844.31,140,4.0
Basic,BNDL_NNRWBO,12194.99,145,4.0
Basic,BNDL_NNUYM9,80709.15,93,3.0
Basic,BNDL_NOH2Z4,36582.05,158,4.0
Basic,BNDL_NPJCIF,29048.3,114,3.0
Basic,BNDL_NPUM1C,22434.69,4,4.0
Basic,BNDL_NPWCJI,57721.82,93,3.0
Basic,BNDL_NQ0THP,75685.49,103,2.0
Basic,BNDL_NQN59Z,46490.17,25,1.0
Basic,BNDL_NQWCFZ,82741.14,162,1.0
Basic,BNDL_NRDZDM,47408.07,55,1.0
Basic,BNDL_NRUCG1,9461.19,18,4.0
Basic,BNDL_NSJ9QR,48280.1,86,1.0
Basic,BNDL_NTEMLF,29406.47,47,3.0
Basic,BNDL_NTVQ3V,36766.86,121,1.0
Basic,BNDL_NU7LOR,65262.66,197,1.0
Basic,BNDL_NV8W84,13886.08,54,3.0
Basic,BNDL_NW5V7O,85776.46,151,1.0
Basic,BNDL_NW7522,44931.85,22,2.0
Basic,BNDL_NWJHE8,34844.59,12,1.0
Basic,BNDL_NXAYXC,33194.34,79,2.0
Basic,BNDL_NXX6ZS,59384.0,18,3.0
Basic,BNDL_NYJ21M,86306.31,137,4.0
Basic,BNDL_NZ6P7S,27217.0,37,1.0
Basic,BNDL_NZFVS0,37212.89,83,3.0
Basic,BNDL_O0BSWS,95474.56,46,2.0
Basic,BNDL_O0U3EA,67972.54,40,3.0
Basic,BNDL_O1Z04V,80618.41,178,3.0
Basic,BNDL_O20OIO,25485.01,108,1.0
Basic,BNDL_O30FKY,14753.66,18,2.0
Basic,BNDL_O3231A,70229.84,35,3.0
Basic,BNDL_O34JB3,62777.84,154,1.0
Basic,BNDL_O3NRVX,98023.55,55,2.0
Basic,BNDL_O3UEL0,1876.16,164,2.0
Basic,BNDL_O4QH20,78426.52,174,1.0
Basic,BNDL_O5F7U4,99824.55,49,1.0
Basic,BNDL_O7DWC1,10580.69,172,3.0
Basic,BNDL_O8LYP1,46499.65,178,4.0
Basic,BNDL_O8NLIS,59117.83,117,2.0
Basic,BNDL_O90M2A,7931.6,13,3.0
Basic,BNDL_OA5M0F,91782.63,128,2.0
Basic,BNDL_OAQ8SH,50970.35,142,3.0
Basic,BNDL_OAXBSJ,3225.84,137,4.0
Basic,BNDL_OB8GES,36522.13,73,4.0
Basic,BNDL_OBSPE9,88829.84,102,4.0
Basic,BNDL_OCBM5U,24764.57,5,2.0
Basic,BNDL_OCU5FE,86532.1,182,3.0
Basic,BNDL_OE22CL,65332.61,42,4.0
Basic,BNDL_OEPQJY,35993.9,73,3.0
Basic,BNDL_OF5EFZ,14423.23,161,3.0
Basic,BNDL_OFDDHT,7457.26,87,1.0
Basic,BNDL_OFI7TK,43691.06,152,3.0
Basic,BNDL_OG53G0,10383.25,19,1.0
Basic,BNDL_OGHQLY,76315.33,182,3.0
Basic,BNDL_OGMHQ0,54687.35,145,2.0
Basic,BNDL_OGUNQX,18312.68,196,3.0
Basic,BNDL_OGX92O,92529.42,4,1.0
Basic,BNDL_OH53KU,57448.3,31,2.0
Basic,BNDL_OH53UC,16701.1,58,1.0
Basic,BNDL_OHCAFI,41440.49,20,3.0
Basic,BNDL_OHOG05,12317.2,23,2.0
Basic,BNDL_OHV7Z8,88047.16,142,4.0
Basic,BNDL_OHXK7F,14843.89,41,2.0
Basic,BNDL_OJ5SH1,83190.93,166,2.0
Basic,BNDL_OJUEQW,14097.89,195,4.0
Basic,BNDL_OJWOVD,72762.16,43,1.0
Basic,BNDL_OK4VBE,1668.05,76,1.0
Basic,BNDL_OKLGJ7,14176.92,114,4.0
Basic,BNDL_OKMHG6,66785.03,109,4.0
Basic,BNDL_OL36UJ,79359.41,115,2.0
Basic,BNDL_OLF6SD,36800.4,5,4.0
Basic,BNDL_OLNM8H,9220.88,90,1.0
Basic,BNDL_OLR780,15777.65,193,2.0
Basic,BNDL_OM41WC,34769.62,82,3.0
Basic,BNDL_OMISKN,23659.81,40,3.0
Basic,BNDL_OMK6N1,8480.9,16,1.0
Basic,BNDL_OMKTFK,29792.06,191,3.0
Basic,BNDL_OMPEB4,55569.56,133,2.0
Basic,BNDL_OMWHW9,61552.13,8,3.0
Basic,BNDL_ONPEAI,28195.08,166,2.0
Basic,BNDL_OODWT0,46762.52,35,3.0
Basic,BNDL_OOULN6,53605.41,95,2.0
Basic,BNDL_OP61E0,53714.83,168,1.0
Basic,BNDL_OPCRMH,69843.57,110,2.0
Basic,BNDL_OPGV19,29657.92,148,2.0
Basic,BNDL_OPPUZH,64716.1,44,2.0
Basic,BNDL_OPQ43E,51981.42,24,4.0
Basic,BNDL_OQOCPO,71615.24,107,4.0
Basic,BNDL_ORMUB4,63570.59,8,1.0
Basic,BNDL_ORPREB,38059.18,137,2.0
Basic,BNDL_ORR98A,24648.86,25,3.0
Basic,BNDL_OS4I78,63219.03,175,2.0
Basic,BNDL_OSF7TA,41014.22,152,3.0
Basic,BNDL_OSI2RM,53720.43,59,4.0
Basic,BNDL_OSLMMB,54111.06,198,2.0
Basic,BNDL_OSLY3D,18839.95,60,4.0
Basic,BNDL_OSPLOW,3894.97,24,3.0
Basic,BNDL_OSVY80,28341.12,152,2.0
Basic,BNDL_OSXSSE,28715.14,166,3.0
Basic,BNDL_OT0MRF,37941.05,51,1.0
Basic,BNDL_OTB3XC,22022.92,145,1.0
Basic,BNDL_OTN01U,72810.41,104,1.0
Basic,BNDL_OTO1UH,28198.29,109,3.0
Basic,BNDL_OTPLBS,53368.81,74,3.0
Basic,BNDL_OTU2RW,28996.52,174,1.0
Basic,BNDL_OU2V82,21405.49,153,3.0
Basic,BNDL_OU9K4G,98525.49,182,1.0
Basic,BNDL_OUHQFA,29129.86,28,4.0
Basic,BNDL_OUU69U,64875.73,21,3.0
Basic,BNDL_OV73QS,16082.92,108,4.0
Basic,BNDL_OVJ2YX,62976.2,61,1.0
Basic,BNDL_OVJBYB,28928.25,10,3.0
Basic,BNDL_OW1QGU,12458.59,189,3.0
Basic,BNDL_OWIAAP,17175.69,127,2.0
Basic,BNDL_OX1RYO,12765.73,157,2.0
Basic,BNDL_OXEG2B,8539.4,47,4.0
Basic,BNDL_OY5PIF,9272.09,60,4.0
Basic,BNDL_OY7I3Y,99302.13,197,4.0
Basic,BNDL_OYEJNB,62999.28,123,2.0
Basic,BNDL_OYJUC7,82714.44,24,4.0
Basic,BNDL_OYRFBN,52724.54,71,3.0
Basic,BNDL_OZEJYM,59981.47,114,1.0
Basic,BNDL_OZTES4,35687.92,162,3.0
Basic,BNDL_P04CQ0,66540.0,70,2.0
Basic,BNDL_P13BCA,4485.95,117,2.0
Basic,BNDL_P1GFWQ,28443.27,80,1.0
Basic,BNDL_P1T0VS,12012.27,125,1.0
Basic,BNDL_P34I25,43439.06,53,2.0
Basic,BNDL_P3D6BK,3734.13,42,4.0
Basic,BNDL_P3ZFJ4,15470.53,163,4.0
Basic,BNDL_P4QFE5,91557.53,133,2.0
Basic,BNDL_P5L625,96677.99,123,2.0
Basic,BNDL_P6GDE2,27761.43,183,2.0
Basic,BNDL_P6IS8R,70157.52,195,2.0
Basic,BNDL_P70U7L,38246.56,152,2.0
Basic,BNDL_P72ZN5,52915.67,16,1.0
Basic,BNDL_P7UJVB,78844.08,67,4.0
Basic,BNDL_P8SVOD,48560.29,121,3.0
Basic,BNDL_P92M8V,19864.05,91,3.0
Basic,BNDL_P982D5,91646.11,157,4.0
Basic,BNDL_P99G34,80441.87,162,4.0
Basic,BNDL_P9KM5D,60227.44,117,2.0
Basic,BNDL_PAKVQ6,33115.03,190,1.0
Basic,BNDL_PBBATI,45968.06,88,4.0
Basic,BNDL_PBKBSY,2728.06,101,1.0
Basic,BNDL_PBLI2L,75615.0,169,3.0
Basic,BNDL_PBPZQM,86954.01,187,1.0
Basic,BNDL_PDC2VB,11207.04,43,3.0
Basic,BNDL_PDDUNR,18014.26,155,3.0
Basic,BNDL_PE45VZ,69630.88,28,1.0
Basic,BNDL_PERUF6,19501.81,134,1.0
Basic,BNDL_PFY4A2,12478.14,113,2.0
Basic,BNDL_PG2LRW,48862.58,127,3.0
Basic,BNDL_PGYYVQ,57238.13,158,1.0
Basic,BNDL_PH18E1,22663.53,105,3.0
Basic,BNDL_PH3Z9F,57957.81,164,2.0
Basic,BNDL_PH52KF,23146.08,77,2.0
Basic,BNDL_PHIE38,6785.63,73,4.0
Basic,BNDL_PHLNV9,80830.61,160,1.0
Basic,BNDL_PHQN8L,36205.12,14,1.0
Basic,BNDL_PHY0ON,94930.17,158,4.0
Basic,BNDL_PHYXCI,69266.01,95,3.0
Basic,BNDL_PI3J82,86006.73,193,3.0
Basic,BNDL_PI6UG7,83547.77,178,2.0
Basic,BNDL_PIOPM8,72908.04,158,2.0
Basic,BNDL_PIP8C3,40256.16,11,2.0
Basic,BNDL_PJOSYA,2192.39,171,1.0
Basic,BNDL_PJQRNM,72048.02,195,3.0
Basic,BNDL_PJZDVV,59363.75,56,1.0
Basic,BNDL_PK775M,54072.52,81,4.0
Basic,BNDL_PKA6QU,3364.58,60,1.0
Basic,BNDL_PKBTWG,25618.71,128,3.0
Basic,BNDL_PKEMYM,17933.79,92,4.0
Basic,BNDL_PKSSE1,91653.01,130,4.0
Basic,BNDL_PKZ4PL,88535.55,67,4.0
Basic,BNDL_PKZNR6,31225.09,199,2.0
Basic,BNDL_PLD8H1,25512.67,180,3.0
Basic,BNDL_PLEDUY,92855.01,34,4.0
Basic,BNDL_PLZVEA,12185.43,123,2.0
Basic,BNDL_PN56TI,70867.12,187,3.0
Basic,BNDL_PNKVV2,99980.64,150,2.0
Basic,BNDL_PNL4H0,91186.35,114,2.0
Basic,BNDL_PNNCYM,85133.89,21,1.0
Basic,BNDL_POI0JU,20405.02,176,4.0
Basic,BNDL_POXUTB,11254.34,36,1.0
Basic,BNDL_PQ0SOU,37247.51,14,2.0
Basic,BNDL_PQ5O2Y,68240.52,100,2.0
Basic,BNDL_PQ9TU9,65786.53,64,3.0
Basic,BNDL_PQE0AU,84006.34,115,2.0
Basic,BNDL_PQPP2V,92214.59,56,2.0
Basic,BNDL_PQZHXO,26545.24,83,1.0
Basic,BNDL_PRDF16,28255.24,186,1.0
Basic,BNDL_PS1BOD,23360.14,43,2.0
Basic,BNDL_PS4402,7760.33,114,2.0
Basic,BNDL_PS68MW,32550.85,2,1.0
Basic,BNDL_PSTNJB,85787.91,198,4.0
Basic,BNDL_PSW1YB,68426.43,32,1.0
Basic,BNDL_PUKMD4,94965.5,17,2.0
Basic,BNDL_PUZYDC,73720.74,23,4.0
Basic,BNDL_PW2K4U,26719.72,55,1.0
Basic,BNDL_PW88M5,10362.47,160,3.0
Basic,BNDL_PXUPZS,24226.89,112,3.0
Basic,BNDL_PXYA8J,27594.69,112,4.0
Basic,BNDL_PY43AT,27194.42,75,4.0
Basic,BNDL_PY7JKA,53482.49,91,4.0
Basic,BNDL_PZGRKG,39165.05,16,2.0
Basic,BNDL_PZP1LI,22251.31,5,1.0
